surveyDatetime,log_beach_EColi,beach_EColiValue,beach_Sc,beach_WaterTemp,beach_AirTemp,trib_ThompsonCreek040263165_TribSc,trib_ThompsonCreek040263165_TribWaterLevel,trib_ThompsonCreek040263165_WaterElevation,beach_LakeshoreCurrVel,beach_PeopleInWater,beach_PeopleOnBeach,beach_WaveHeightManual,beach_WindDirDegrees,beach_WindSpeed,Whittlesey_Discharge_Diff_6,HeightAboveSeaLevel_Mean_1,HeightAboveSeaLevel_Mean_2,HeightAboveSeaLevel_Mean_6,HeightAboveSeaLevel_Mean_12,HeightAboveSeaLevel_Mean_24,HeightAboveSeaLevel_Diff_24,AirTemperature_Mean_1,AirTemperature_Mean_2,AirTemperature_Mean_6,AirTemperature_Mean_12,AirTemperature_Mean_24,AirTemperature_Mean_48,AirTemperature_Mean_72,AirTemperature_Mean_120,CloudCover_Mean_1,CloudCover_Mean_2,CloudCover_Mean_6,CloudCover_Mean_12,CloudCover_Mean_24,Wind_Mean_1_perp,Wind_Mean_2_perp,Wind_Mean_6_perp,Wind_Mean_12_perp,Wind_Mean_24_perp,Wind_Mean_1_par,Wind_Mean_2_par,Wind_Mean_6_par,Wind_Mean_12_par,Wind_Mean_24_par,AirTemperature_StDev_2,AirTemperature_StDev_6,AirTemperature_StDev_12,AirTemperature_StDev_24,AirTemperature_StDev_48,AirTemperature_StDev_72,AirTemperature_StDev_120,Sqrt.Precipitation.over.upload.Thompson.Sum..1hr,Sqrt.Precipitation.over.upload.Thompson.Sum..2hr,Sqrt.Precipitation.over.upload.Thompson.Sum..6hr,Sqrt.Precipitation.over.upload.Thompson.Sum..12hr,Sqrt.Precipitation.over.upload.Thompson.Sum..24hr,Sqrt.Precipitation.over.upload.Thompson.Sum..48hr,Sqrt.Precipitation.over.upload.Thompson.Sum..72hr,Sqrt.Precipitation.over.upload.Thompson.Sum..120hr,Sqrt.Precipitation.over.upload.maslowski.Sum..1hr,Sqrt.Precipitation.over.upload.maslowski.Sum..2hr,Sqrt.Precipitation.over.upload.maslowski.Sum..6hr,Sqrt.Precipitation.over.upload.maslowski.Sum..12hr,Sqrt.Precipitation.over.upload.maslowski.Sum..24hr,Sqrt.Precipitation.over.upload.maslowski.Sum..48hr,Sqrt.Precipitation.over.upload.maslowski.Sum..72hr,Sqrt.Precipitation.over.upload.maslowski.Sum..120hr,Sqrt.Whittlesey_ARF_Sum_1,Sqrt.Whittlesey_ARF_Sum_2,Sqrt.Whittlesey_ARF_Sum_6,Sqrt.Whittlesey_ARF_Sum_12,Sqrt.Whittlesey_ARF_Sum_24,Sqrt.Whittlesey_ARF_Sum_48,log.Whittlesey_Discharge_Mean_1,log.Whittlesey_Discharge_Mean_2,log.Whittlesey_Discharge_Mean_6,log.Whittlesey_Discharge_Mean_12,log.Whittlesey_Discharge_Mean_24,log.Whittlesey_Discharge_Mean_48,log.Whittlesey_Discharge_Mean_72,log.Whittlesey_Discharge_Mean_120,log.Whittlesey_Discharge_Min_1,log.Whittlesey_Discharge_Min_2,log.Whittlesey_Discharge_Min_6,log.Whittlesey_Discharge_Min_12,log.Whittlesey_Discharge_Min_24,log.Whittlesey_Discharge_Min_48,log.Whittlesey_Discharge_Min_72,log.Whittlesey_Discharge_Min_120,log.Whittlesey_Discharge_Max_24,beach_AlgaeNearshore2,beach_AlgaeNearshore3,beach_AlgaeOnBeach2,beach_AlgaeOnBeach3,yday,log.beach_TurbidityBeach
8/4/2010 9:10,1.981818607,95.9,90.5,20.5,26.8,178,18.95,1.05,0.91,0,0,0.08,280,6.5,0,-0.025753474,-0.018934548,-0.004787695,-0.004809293,-0.003265205,-0.008068046,20.988943,20.68599,20.2037728,20.2475438,22.0163485,21.4416151,21.18629199,20.57067275,0,0.03897882,0.01299294,0.006496469,0.070481979,2.809872,3.321107,4.52040068,4.24043311,3.216437672,-4.692704,-4.83767,-4.0966604,-3.65563008,-3.75468122,0.3029535,0.409360094,0.436898496,2.131486987,1.910383985,1.761188102,1.851005854,0,0,0,0,0.976117411,0.976117411,6.335175024,7.177250065,0,0,0,0,0.112434078,0.142527011,6.903089542,7.257908485,0,0,0,0,0,0.100010699,1.255272505,1.255272505,1.255272505,1.255272505,1.267406419,1.377051137,1.410000713,1.357744325,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.230448921,1.322219295,0,0,0,0,216,0.36361198
8/16/2010 9:13,1.267171728,18.5,76.8,11.5,17.9,167.9,18.85,1.15,0.08,0,0,0.08,270,3.9,1,-0.045110762,-0.032809124,-0.018676143,-0.019214394,-0.021918443,0.023102462,17.844076,17.491892,16.8154718,16.9573304,18.2054679,19.6822182,20.03669768,20.72623811,0,0.010947167,0.149640432,0.350740345,0.484194469,3.557777,4.525122,4.23405197,3.24769758,2.77574579,-8.780231,-8.058249,-7.42401743,-7.92055006,-7.995029154,0.352184,0.525348075,0.418743404,1.341063595,2.238418418,2.056872777,2.277861655,0,0,0,0,0.897754298,0.897754298,5.856344858,7.112000553,0,0,0,0,1.043752702,1.043752702,6.336500013,7.815989746,0,0,0,0,0.33166342,0.33166342,1.301029996,1.301029996,1.290702243,1.29380436,1.295347148,1.353916231,1.484171668,1.403703766,1.301029996,1.301029996,1.278753601,1.278753601,1.278753601,1.278753601,1.255272505,1.230448921,1.322219295,0,0,0,0,228,-1
8/17/2010 9:30,1.413299764,25.9,85.3,14.7,19.1,183.3,18.95,1.05,0.49,0,0,0.08,270,1.7,0,-0.016444378,0.001021501,0.001801333,0.002092531,0.002040769,-0.019251842,15.617218,15.64836,15.295495,16.0801862,17.631505,17.9184865,18.99864717,20.05080185,0,0,0.025756541,0.027706609,0.150720691,0.29874243,1.19503572,2.979029188,3.577994461,2.308559054,-7.1729424,-6.3985662,-6.3712559,-5.9385748,-6.785774379,0.0311425,0.357221675,0.924854811,1.759561102,1.59047533,2.303671408,2.631295521,0,0,0,0,0,0.897754298,0.897754298,7.102597931,0,0,0,0,0,1.043752702,1.043752702,7.815989746,0,0,0,0,0,0.33166342,1.278753601,1.278753601,1.278753601,1.278753601,1.279438788,1.287398589,1.329072291,1.41015275,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.230448921,1.301029996,0,0,0,0,229,-1
8/18/2010 13:03,1.674861141,47.3,88.1,16.7,14.6,182.7,18.6,1.4,1.61,0,0,0.08,0,0,3,0.001962821,0.013130041,0.010884152,0.003886539,0.005311821,-0.045339585,16.003775,16.678875,17.2671423,17.6206968,18.4633864,17.8950359,17.97649071,19.08109526,0.86059624,0.76485312,0.802601415,0.683001597,0.352516793,-3.559879,-0.786489,1.7413935,4.00614692,4.600060321,1.398176,-0.7130005,-3.0697618,-3.2024914,-3.07994627,0.6751,0.571800196,0.55345065,1.047939107,1.511627354,1.447383404,2.065278148,1.190865022,1.736641961,3.279879403,4.236998812,4.236998812,4.236998812,4.331064732,7.228342412,0.991413113,1.291572785,3.470091664,3.876285711,3.876285711,3.876285711,4.014350584,7.428110347,0.200002305,0.244951799,0.632456789,0.678232378,0.678232378,0.678232378,1.342422681,1.342422681,1.319314304,1.299507299,1.280122896,1.279187678,1.283278609,1.413316532,1.342422681,1.342422681,1.278753601,1.278753601,1.255272505,1.255272505,1.255272505,1.255272505,1.361727836,0,0,0,0,230,0.515873844
8/19/2010 9:10,1.994756945,98.8,94.7,16.6,18.3,164.2,18.25,1.75,0.47,0,0,0,0,0,-4,0.007691158,0.004171361,0.005534249,0.006427861,0.008781314,-0.019698858,16.803066,16.189456,15.682164,15.92086,16.3661165,17.4240011,17.49316908,18.36878875,0,0.15429718,0.589031447,0.755204353,0.741327626,2.8524911,3.1337966,2.24149203,1.07442715,0.16945466,0.36260805,0.34784817,-0.499783218,-0.577247214,-0.656275175,0.6136095,0.525532997,0.479111842,0.724321888,1.396517766,1.530281483,2.135258382,0,0,0.347282248,2.486813041,4.254937893,5.328532565,5.328532565,5.403630454,0,0,0.1169352,1.06291956,3.623092708,4.783143581,4.783143581,4.895700381,0,0,0,0.244951795,0.836660535,0.979795495,1.472756449,1.477121255,1.499412126,1.487421211,1.423081958,1.352992445,1.329946757,1.33968989,1.462397998,1.462397998,1.462397998,1.380211242,1.301029996,1.255272505,1.255272505,1.255272505,1.51851394,0,0,0,0,231,-1
5/31/2011 9:30,1.932980822,85.7,105.8,15.3,25.4,98.5,18.8,1.2,6.33,0,0,0.33,225,16,-9,0.034810334,0.033896243,-0.00254962,0.005469579,0.005310465,0.05165892,12.58725,12.029719,8.77289272,7.43583464,7.902772967,8.909348631,8.755580217,7.221186772,0,0.03014647,0.32843205,0.386498197,0.470761529,6.43621,5.935354,3.36721255,0.707883845,-0.676849373,1.848051,1.735698,0.91301268,1.1033766,2.037867705,0.557531,2.348413458,2.145815315,1.947584253,2.285192813,2.228050448,2.739027764,0.711419124,0.711419124,0.711419124,0.711419124,3.070984763,5.381590075,5.416199417,6.225222161,0.858823381,0.858823381,0.858823381,0.858823381,4.201901616,6.018436491,6.157336754,6.847349686,0.346408606,0.346408606,0.3605566,0.3605566,0.387300302,0.412308341,1.507855872,1.51851394,1.55339751,1.618466492,1.944433318,1.740567944,1.633084491,1.518948017,1.505149978,1.505149978,1.505149978,1.505149978,1.505149978,1.255272505,1.255272505,1.255272505,2.396199347,0,0,0,0,151,0.217483944
6/1/2011 6:41,2.131618664,135.4,108.2,12.4,12.2,151.92,19.03,0.97,3.69,0,0,0.5,270,21,-2,-0.021450946,-0.06156448,-0.046504563,-0.043604252,-0.02224353,-0.031625846,8.322122,8.3500165,8.64280092,9.2203215,10.55304408,9.095933331,9.401997382,8.437564458,0.928238,0.9339527,0.929582615,0.917513381,0.572594216,3.467846,4.234255,5.459914,6.49827678,6.946036204,-8.379855,-7.931831,-8.1464518,-7.57868482,-4.703410192,0.0278945,0.221833848,0.761976786,1.769208977,2.207382992,2.253299318,2.435699131,0,0,0,0,1.623604099,4.838287704,5.575973891,6.394010013,0,0,0,0.036789971,1.623718345,5.694314046,6.174176986,6.984631801,0,0,0,0,0.387300302,0.412312971,1.380211242,1.380211242,1.391816924,1.411282913,1.451172158,1.764116329,1.658288112,1.540542189,1.380211242,1.380211242,1.380211242,1.380211242,1.380211242,1.380211242,1.255272505,1.255272505,1.544068044,0,0,0,0,152,1.020361283
6/3/2011 9:40,1.424881637,26.6,83,13,18.5,114.9,19.15,0.85,3.59,0,0,0.33,180,6.3,0,0.08577667,0.047378287,0.013240098,0.015867206,0.008436832,0.076743279,10.579868,10.717048,10.214327,9.82599642,9.442611529,9.003414652,9.41646474,9.213618297,0.34380487,0.193810517,0.422597107,0.378837931,0.308813818,4.982629,4.562378,3.84298285,3.5412518,-0.059558075,1.174818,1.467513,1.68946822,1.85330678,1.43475451,0.1371805,0.441932654,0.844340714,0.919101795,2.255497921,2.193912366,2.244663311,0.364194824,0.364194824,0.503295043,0.503295043,0.503295043,0.503295043,1.543787226,5.598641865,0.261241096,0.261241096,0.303466819,0.303466819,0.303466819,0.303466819,1.41101941,6.181630333,0,0,0,0,0,0,1.278753601,1.278753601,1.278753601,1.278753601,1.281487888,1.301854372,1.349374674,1.549518221,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.255272505,1.301029996,0,0,0,0,154,0.033423755
6/4/2011 16:10,0.301029996,2,101.4,17,33.7,214.8,19.2,0.8,0,2,35,0,270,2,-1,0.04633145,0.044944357,-0.008963577,-0.000295238,0.001571489,-0.0116892,17.5824,15.35654,15.862275,13.2814706,11.37940923,10.69946451,9.887800638,9.635096455,0.059622813,0.05892149,0.019640497,0.009820248,0.09334497,-0.64953359,1.4607147,1.2517978,2.785122651,1.880718971,-5.4334513,-5.93780465,-5.65041138,-3.75134134,-2.727101761,2.2258605,2.38047196,3.249395098,3.210249688,2.559792626,2.840181922,2.662759044,0,0,0,0,0.173356627,0.718436866,0.718436866,1.775455378,0,0,0,0,0.681203949,0.840401684,0.840401684,1.828315141,0,0,0,0,0,0,1.264817823,1.271841607,1.276461804,1.277609214,1.278296208,1.278547834,1.287689784,1.412057147,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.278753601,0,0,0,0,155,0.322219295
6/6/2011 12:08,0,1,107,18.3,25.3,228.2,19.2,0.8,0,0,2,0.083,180,0.2,-1,-0.05196815,-0.039328482,0.00011395,-0.004848543,0.002344855,-0.042174523,14.177411,13.512882,11.399998,9.31132183,10.3961542,11.18748522,11.033206,10.27612605,0,0,0.022418337,0.142523584,0.077435515,-2.92422,-2.5558204,-2.67010017,-0.34644083,-0.67868025,-0.2032894,0.23407006,1.04006466,0.979842373,0.766660589,0.6645295,1.821834916,2.524531653,2.770948167,3.13601595,2.91228126,2.839365923,0,0,0,0,0,0,0.173356627,0.718436866,0,0,0,0,0,0,0.681203949,0.840401684,0,0,0,0,0,0,1.267171728,1.271841607,1.276461804,1.275311355,1.265525335,1.267453342,1.27126061,1.282146099,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.278753601,0,0,0,0,157,0.315970345
6/7/2011 8:44,2.812110841,648.8,113.9,16.2,19.4,118.4,18.4,1.6,0,0,0,0.17,180,1.1,0,0.042440258,0.028374842,0.007839768,0.008128923,0.000132675,0.048755148,9.945507,9.45872,9.3517537,9.36966825,11.081048,10.6864502,11.23308384,10.64683256,0.6244949,0.35305821,0.694835015,0.38667269,0.210466364,-2.2434733,-0.4462633,1.794007825,1.289932004,-0.759130031,0.020245035,1.485646818,2.271094409,1.389618732,0.874745652,0.486787,0.534487604,1.023395666,1.99644129,2.38177899,2.914119547,2.525418634,0,0,2.562793406,4.285975973,4.285975973,4.285975973,4.285975973,4.345772839,0,0,1.76544517,2.090602533,2.090602533,2.090602533,2.090602533,2.253196383,0,0,0.244951799,0.300000277,0.300000277,0.300000277,1.283301229,1.292256071,1.301897717,1.281487888,1.271376872,1.268062878,1.268952202,1.273718713,1.278753601,1.278753601,1.278753601,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.342422681,0,0,0,0,158,1.190331698
