surveyDatetime,beach_Sc,Whittlesey_Discharge_Diff_6,HeightAboveSeaLevel_Mean_1,HeightAboveSeaLevel_Mean_2,HeightAboveSeaLevel_Mean_6,HeightAboveSeaLevel_Mean_12,HeightAboveSeaLevel_Mean_24,HeightAboveSeaLevel_Diff_24,AirTemperature_Mean_1,AirTemperature_Mean_2,AirTemperature_Mean_6,AirTemperature_Mean_12,AirTemperature_Mean_24,AirTemperature_Mean_48,AirTemperature_Mean_72,AirTemperature_Mean_120,CloudCover_Mean_1,CloudCover_Mean_2,CloudCover_Mean_6,CloudCover_Mean_12,CloudCover_Mean_24,Wind_Mean_1_perp,Wind_Mean_2_perp,Wind_Mean_6_perp,Wind_Mean_12_perp,Wind_Mean_24_perp,Wind_Mean_1_par,Wind_Mean_2_par,Wind_Mean_6_par,Wind_Mean_12_par,Wind_Mean_24_par,AirTemperature_StDev_2,AirTemperature_StDev_6,AirTemperature_StDev_12,AirTemperature_StDev_24,AirTemperature_StDev_48,AirTemperature_StDev_72,AirTemperature_StDev_120,Sqrt.Precipitation.over.upload.kreher.Sum..1hr,Sqrt.Precipitation.over.upload.kreher.Sum..2hr,Sqrt.Precipitation.over.upload.kreher.Sum..6hr,Sqrt.Precipitation.over.upload.kreher.Sum..12hr,Sqrt.Precipitation.over.upload.kreher.Sum..24hr,Sqrt.Precipitation.over.upload.kreher.Sum..48hr,Sqrt.Precipitation.over.upload.kreher.Sum..72hr,Sqrt.Precipitation.over.upload.kreher.Sum..120hr,Sqrt.Precipitation.over.upload.maslowski.Sum..1hr,Sqrt.Precipitation.over.upload.maslowski.Sum..2hr,Sqrt.Precipitation.over.upload.maslowski.Sum..6hr,Sqrt.Precipitation.over.upload.maslowski.Sum..12hr,Sqrt.Precipitation.over.upload.maslowski.Sum..24hr,Sqrt.Precipitation.over.upload.maslowski.Sum..48hr,Sqrt.Precipitation.over.upload.maslowski.Sum..72hr,Sqrt.Precipitation.over.upload.maslowski.Sum..120hr,log.Whittlesey_Discharge_Mean_1,log.Whittlesey_Discharge_Mean_2,log.Whittlesey_Discharge_Mean_6,log.Whittlesey_Discharge_Mean_12,log.Whittlesey_Discharge_Mean_24,log.Whittlesey_Discharge_Mean_48,log.Whittlesey_Discharge_Mean_72,log.Whittlesey_Discharge_Mean_120,log.Whittlesey_Discharge_Min_1,log.Whittlesey_Discharge_Min_2,log.Whittlesey_Discharge_Min_6,log.Whittlesey_Discharge_Min_12,log.Whittlesey_Discharge_Min_24,log.Whittlesey_Discharge_Min_48,log.Whittlesey_Discharge_Min_72,log.Whittlesey_Discharge_Min_120,log.Whittlesey_Discharge_Max_24,yday,log.beach_TurbidityBeach
7/13/2010 10:21,101.3,0,-0.015133888,-0.005149437,0.000493892,-0.001365425,0.000858313,-0.005731172,19.905878,19.629106,17.2044043,16.155431,17.5689238,17.78371399,18.4399236,18.62839654,0,0,0.242010598,0.195984585,0.104921039,-2.6200226,-2.1105488,1.25266127,2.427001836,0.07768768,2.6789243,1.9598249,0.588693565,0.282431241,1.245561812,0.2767715,2.045098309,1.79717888,2.080404287,2.099312643,2.089777233,2.361232798,0,0,0,0,0,1.901062547,1.908684248,1.908684248,0,0,0,0,0,1.82207755,1.849244083,1.849244083,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.272352241,1.264558113,1.259641653,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.230448921,1.230448921,1.255272505,194,-0.48148606
7/19/2010 10:25,92.4,0,-0.004267481,-0.007501498,-0.00147274,-0.00017693,0.001931274,0.007277142,19.526468,19.552755,17.4368585,17.155388,18.689009,18.6164143,18.63978938,18.62436789,0,0,0.051033303,0.22221254,0.214604291,-1.2248932,-0.0558265,2.44466113,2.55516003,0.424136562,-1.0696748,-0.76372481,-0.720728503,-1.20846336,-0.405906801,0.026287,1.576559645,1.298581812,2.170615272,1.986411802,2.006608957,1.680547429,0,0,0,0.886698449,0.898522813,3.644065315,3.644065315,5.06923739,0,0,0,0.662078606,0.887580334,3.732353873,3.732353873,5.306546082,1.255272505,1.255272505,1.255272505,1.255272505,1.258397804,1.256116147,1.253119834,1.261453203,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.230448921,1.230448921,1.230448921,1.301029996,200,-0.327902142
7/20/2010 8:47,95.4,0,-0.009808979,-0.000890773,-0.000375054,-0.000213353,0.000343661,0.000926535,16.396864,16.266135,15.9714124,16.44580821,18.6197579,18.58430403,18.60117376,18.64298593,0.08773302,0.088838002,0.136496654,0.377699016,0.257877909,3.615146,3.963289,3.86612473,3.7609988,1.62433951,-0.7835498,-1.0393265,-0.190861815,-0.280744514,-0.302743498,0.130729,0.467851201,0.650818533,2.46859705,2.330736867,2.166417172,1.979319928,0,0,0,0,0.447532465,1.244512838,3.671443493,3.76291103,0.075386531,0.075386531,0.075386531,0.075386531,0.235231934,1.042345952,3.739759282,3.790524817,1.255272505,1.255272505,1.255272505,1.255272505,1.25358029,1.257702568,1.255272505,1.25319257,1.255272505,1.255272505,1.255272505,1.255272505,1.230448921,1.230448921,1.230448921,1.230448921,1.255272505,201,-1
7/21/2010 9:54,108.8,0,0.012462559,-0.002669342,-0.003826455,-0.00397256,-0.001359714,0.01466464,19.633017,18.753512,17.7914515,17.5260177,18.4222368,18.46252464,18.52886106,18.56147545,0,0,0,0.101193388,0.23963958,0.4773534,1.0014687,2.76292735,3.47732906,1.51344231,-4.744111,-4.655184,-4.34014705,-3.407087481,-1.318137798,0.8795045,0.851063739,0.663291607,1.499673142,2.05382846,2.093302035,2.025600324,0,0,0,0,1.095099574,1.217827017,1.513421914,3.842175772,0,0,0,0,0.795469608,0.877900653,1.248402341,3.834211129,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.254427222,1.256164305,1.253652948,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.230448921,1.230448921,1.230448921,1.255272505,202,-0.744727495
7/26/2010 10:16,98.9,0,0.000589491,0.012239739,-0.000194669,-1.17E-05,-0.001234001,0.010780963,21.332167,20.882676,19.0596378,18.6284866,20.7939459,19.7001498,19.62669917,19.48964816,0.02230727,0.01115364,0.059479668,0.043157719,0.032550306,3.771029,3.6990016,4.04706398,4.25851227,2.29327253,-0.1067112,-0.21914264,-0.889862805,-1.316966269,-0.949896986,0.4494905,1.464198896,1.13841694,3.007562785,2.672406599,2.496553646,2.33098697,0,0,0,0,0,0.212313718,1.357780886,1.462106588,0,0,0,0,0,0.779607485,1.462697656,1.498828034,1.255272505,1.255272505,1.255272505,1.255272505,1.247973266,1.25166255,1.251370505,1.25166255,1.255272505,1.255272505,1.255272505,1.255272505,1.230448921,1.230448921,1.230448921,1.230448921,1.255272505,207,-0.236572006
8/2/2010 10:00,99.9,3,-0.012521574,-0.004821659,0.00340619,-0.000817101,-0.000971577,-0.001994582,20.93426,20.573852,19.7661797,19.647746,20.6773552,20.2194386,20.0003126,19.96405094,0.92620605,0.825416075,0.478823443,0.717143686,0.562358828,-1.7650687,-1.9845636,0.93257305,0.89575885,2.57591592,1.9345871,1.5520044,0.640779742,1.114106871,-0.426005494,0.360408,0.798265424,0.726505497,1.271176003,1.443439384,1.564032454,1.84517652,0,0,0.617821981,6.652281876,6.675739026,6.682732696,7.185520819,7.185520819,0,0,0.426615764,6.835661971,6.901618019,6.904856408,7.256508914,7.256508914,1.731588765,1.763128377,1.758533422,1.637089274,1.486855355,1.386391939,1.352298315,1.315613532,1.707570176,1.707570176,1.672097858,1.255272505,1.255272505,1.255272505,1.230448921,1.230448921,1.84509804,214,-0.065501549
8/3/2010 10:20,103.3,-1,-0.017685428,-0.018890734,-0.002355273,-0.004353686,-0.000658258,0.006273797,21.933874,21.548184,20.4018622,19.8491392,20.9085322,20.7929438,20.44913646,20.20053543,0.31505415,0.371185,0.248136557,0.349375391,0.433169269,4.290855,4.392336,4.10583827,3.57165252,0.935543417,-2.443776,-2.255003,-1.944749325,-1.532356982,-0.517612928,0.3856895,0.916942147,0.857543296,1.46313791,1.37538765,1.485975975,1.793736692,0,0,0,0,0,6.675739026,6.682732696,7.185520819,0,0,0,0,0.087592962,6.902173847,6.905411974,7.25703756,1.322219295,1.322219295,1.324693914,1.347330015,1.441380885,1.467977875,1.408002396,1.35464617,1.322219295,1.322219295,1.322219295,1.322219295,1.322219295,1.255272505,1.255272505,1.230448921,1.681241237,215,-0.585026652
8/8/2010 14:10,99.4,-1,0.02214793,0.020767032,0.005551302,0.00471922,0.003191605,0.027656765,22.131952,21.979258,21.6345395,20.1412312,20.3374516,19.9177134,19.78122181,20.35059241,0.51289034,0.62209102,0.76604424,0.666737558,0.577775177,-3.049086,-3.0579644,-2.360071077,0.500326153,0.487542489,1.099119,0.96680314,1.13998972,0.765247704,1.060644017,0.1526935,0.464854054,1.531195948,1.461246854,1.835818539,1.705415226,1.935952608,0,0,0,0,3.586263119,3.586263119,3.586263119,3.591296899,0,0,0,0,4.283622423,4.283622423,4.283622423,4.317561491,1.255272505,1.255272505,1.26810973,1.290702243,1.277838333,1.254813841,1.246867722,1.248194038,1.255272505,1.255272505,1.255272505,1.255272505,1.230448921,1.230448921,1.230448921,1.230448921,1.380211242,220,0.687528961
8/9/2010 10:25,99.4,0,-0.031130789,-0.015725072,-0.001928681,-0.000988733,0.001145465,-0.009786863,21.269537,21.115134,20.6801038,20.2187741,20.9452645,20.6449876,20.17897485,20.19330503,0.8402262,0.908991,0.842832035,0.816176186,0.709984676,1.497483,1.223145,0.460544948,0.997801099,-0.737664771,-2.258818,-2.18349,-0.95156677,-1.173552561,0.367759478,0.1544035,0.569062815,0.655109437,0.972892622,1.281989055,1.627316611,1.669908246,0,0,0,0,0,3.586263119,3.586263119,3.591296899,0,0,0,0,0,4.283622423,4.283622423,4.316097289,1.255272505,1.255272505,1.255272505,1.255272505,1.256236533,1.264888626,1.253701381,1.247506824,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.230448921,1.230448921,1.230448921,1.278753601,221,-0.292429824
8/17/2010 10:27,93.1,0,-0.000261528,-0.008352953,-0.003641453,-0.000385959,0.001912894,0.03948181,16.074667,15.845942,15.368437,15.9636545,17.5329291,17.8556194,18.92379807,20.00310019,0,0,0.01816589,0.0189475,0.147202807,-0.1794235,0.059659465,2.361736238,3.266028169,2.231284971,-4.246775,-5.7098587,-5.98461292,-5.82901013,-6.660613646,0.2287245,0.451699552,0.824686338,1.777655325,1.60242995,2.309900913,2.650985352,0,0,0,0,0,1.337963527,1.34009858,8.485982255,0,0,0,0,0,1.043752702,1.043752702,7.815989746,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.286546284,1.325084439,1.410406027,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.230448921,1.278753601,229,1.093421685
8/18/2010 16:30,93.2,1,-0.005680236,-0.002694706,0.009918539,0.005565934,0.005578152,0.016734169,16.676014,16.577442,16.65124,17.1884523,18.0487115,17.6854769,17.83625817,18.91824683,0.5347051,0.6347634,0.727257667,0.768343386,0.43952005,3.563937,3.4253645,0.7748488,2.658896,4.348593508,0.55844396,-0.56155852,-0.558147723,-2.137202362,-2.357149702,0.098572,0.59925583,0.69784217,1.136362831,1.479449559,1.435427603,2.016462387,0,1.145602156,2.859039384,4.304949547,4.304949547,4.304949547,4.508074644,8.143471493,0.06886738,0.937671886,2.763548394,4.411669806,4.411669806,4.411669806,4.533458964,7.721014369,1.372912003,1.371067862,1.352761192,1.323458367,1.29578694,1.285557309,1.286411556,1.415524218,1.361727836,1.342422681,1.342422681,1.278753601,1.255272505,1.255272505,1.255272505,1.255272505,1.380211242,230,1.136720567
5/31/2011 13:30,113.1,-4,-0.014825441,-0.022916915,4.27E-05,-0.007007771,0.00407691,-0.012977717,13.344785,12.480426,12.027785,9.415862775,8.430626529,8.863998454,8.886541606,7.486876703,0.103436805,0.310484752,0.216011714,0.302072684,0.42424695,8.191357,7.05867305,6.7516901,3.83548531,0.407524777,-1.944891,-0.441193,-0.0701337,0.246106643,1.304299579,0.8643595,0.787208555,2.702591853,2.464491248,2.223821323,2.319990427,2.809444251,0.408220075,1.154219923,1.785228641,1.785228641,1.853276584,6.58558624,6.740333073,7.244590833,0.216346858,0.581756103,1.623301501,1.623301501,1.699186415,6.174067376,6.30954246,6.984534909,1.484299839,1.488550717,1.501196242,1.548143637,1.775887027,1.748792516,1.639765304,1.52462976,1.477121255,1.477121255,1.477121255,1.477121255,1.477121255,1.255272505,1.255272505,1.255272505,2.330413773,151,0.457881897
6/1/2011 8:20,102.8,-2,-0.002723846,-0.013249818,-0.047397622,-0.036071086,-0.025145892,-0.03753418,8.002347,8.085044,8.38191858,8.805917708,10.42404892,9.062331165,9.408977657,8.509831303,0.8340478,0.88748405,0.907949165,0.925121795,0.637427911,2.463645,2.562914,4.0946695,5.72233691,6.788646025,-7.439624,-7.984565,-8.1087765,-7.88028685,-5.517432679,0.082697001,0.262865369,0.564603677,1.808088773,2.2154877,2.247109952,2.355844529,0,0,0,0,1.785228641,5.290307089,6.58558624,7.244590833,0,0,0,0.036789971,1.623718345,4.570111164,6.174176986,6.984631801,1.369215857,1.374748346,1.383635868,1.401055726,1.43949059,1.76231087,1.659317088,1.541516841,1.361727836,1.361727836,1.361727836,1.361727836,1.361727836,1.361727836,1.255272505,1.255272505,1.51851394,152,1.209515015
6/3/2011 10:24,85.8,0,-0.01562943,0.03507362,0.020810005,0.014497475,0.007409215,0.001979056,11.14444,10.862154,10.441857,10.1384583,9.543934738,9.062037735,9.401840351,9.208335122,0.1880293,0.26591708,0.362559757,0.383922612,0.316648372,3.8889148,4.4357719,3.94327815,3.61768004,0.18796104,2.3182276,1.7465228,1.82077632,1.91023246,1.355645531,0.282286,0.50613497,0.517316361,0.965897375,2.273741687,2.178783513,2.239360243,0.345687845,0.472642552,0.475657318,0.475657318,0.475657318,0.475657318,1.813146082,6.602741553,0.387484271,0.467323197,0.478844356,0.492174938,0.492174938,0.492174938,1.463256585,6.193762801,1.283301229,1.281033367,1.279438788,1.278982117,1.281033367,1.300725883,1.34715431,1.549542728,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.255272505,1.301029996,154,0.92992956
6/4/2011 9:43,107.9,0,0.042068727,0.034070332,0.004045805,0.009187743,0.005472231,0.057698157,11.809399,11.667454,9.9432,9.411620883,10.25674923,9.849680381,9.421192846,9.281783284,0,0,0.002359942,0.108322264,0.114896523,4.917246,4.695994,4.5394792,3.5343882,2.8931884,-0.6010228,-1.1009719,-1.5124061,-1.643920125,-0.52112262,0.1419455,1.44108825,1.448060093,1.633280355,1.386319395,2.151695314,2.182067318,0,0,0,0.051390787,0.661814671,0.738070767,0.738070767,5.178726296,0,0,0,0,0.783698207,0.840401684,0.840401684,4.501237145,1.278753601,1.278753601,1.278753601,1.278753601,1.278982117,1.280259589,1.294333934,1.541504359,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.301029996,155,0.866287339
6/6/2011 13:50,105.3,-1,0.006053356,-0.022957397,-0.011459487,-0.006356615,0.003005146,-0.015039218,12.603293,13.390352,11.93194,9.78535842,10.4336813,11.0619948,11.0482182,10.28801,0.10428892,0.05214446,0.022768435,0.135480542,0.081780886,-3.956543,-3.440382,-2.81278985,-0.910010517,-0.707628667,-0.6596473,-0.4314684,0.727023905,0.904134286,0.737686218,0.787059,1.618181302,2.563796156,2.794387547,2.950866149,2.917545428,2.846088912,0,0,0,0,0,0,0.564356778,0.738070767,0,0,0,0,0,0,0.681203949,0.840401684,1.257678575,1.257678575,1.269979677,1.273695588,1.265525335,1.266631459,1.270725407,1.280828678,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.278753601,157,0.899820502
6/7/2011 10:10,104,-1,-0.012015731,-0.01073013,0.014515133,0.004809952,0.000634478,0.014673083,11.570029,11.763563,10.188248,9.890912,11.1088406,10.6857398,11.22042606,10.70476449,0.044781957,0.090404129,0.422545303,0.401740045,0.218000042,-3.898087,-2.534269,-0.378465858,0.548461171,-0.728974698,0.48622734,1.26560417,1.836457429,1.4902893,0.904313875,0.193534,1.218263437,1.272698702,1.995143132,2.381578811,2.910173496,2.509983799,0,0,0.446487536,2.501979117,2.501979117,2.501979117,2.501979117,2.608572015,0,0,0.516929396,2.090602533,2.090602533,2.090602533,2.090602533,2.253196383,1.278753601,1.278753601,1.301680949,1.284205068,1.271376872,1.268226838,1.268952202,1.273417995,1.278753601,1.278753601,1.278753601,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.342422681,158,0.86923172
