surveyDatetime,beach_Sc,trib_NorthFishCreekAtHwy2_TribSc,beach_NoGeese,Whittlesey_Discharge_Diff_6,HeightAboveSeaLevel_Mean_1,HeightAboveSeaLevel_Mean_2,HeightAboveSeaLevel_Mean_6,HeightAboveSeaLevel_Mean_12,HeightAboveSeaLevel_Mean_24,HeightAboveSeaLevel_Diff_24,AirTemperature_Mean_1,AirTemperature_Mean_2,AirTemperature_Mean_6,AirTemperature_Mean_12,AirTemperature_Mean_24,AirTemperature_Mean_48,AirTemperature_Mean_72,AirTemperature_Mean_120,CloudCover_Mean_1,CloudCover_Mean_2,CloudCover_Mean_6,CloudCover_Mean_12,CloudCover_Mean_24,Wind_Mean_1_perp,Wind_Mean_2_perp,Wind_Mean_6_perp,Wind_Mean_12_perp,Wind_Mean_24_perp,Wind_Mean_1_par,Wind_Mean_2_par,Wind_Mean_6_par,Wind_Mean_12_par,Wind_Mean_24_par,AirTemperature_StDev_2,AirTemperature_StDev_6,AirTemperature_StDev_12,AirTemperature_StDev_24,AirTemperature_StDev_48,AirTemperature_StDev_72,AirTemperature_StDev_120,Sqrt.Precipitation.over.upload.maslowski.Sum..1hr,Sqrt.Precipitation.over.upload.maslowski.Sum..2hr,Sqrt.Precipitation.over.upload.maslowski.Sum..6hr,Sqrt.Precipitation.over.upload.maslowski.Sum..12hr,Sqrt.Precipitation.over.upload.maslowski.Sum..24hr,Sqrt.Precipitation.over.upload.maslowski.Sum..48hr,Sqrt.Precipitation.over.upload.maslowski.Sum..72hr,Sqrt.Precipitation.over.upload.maslowski.Sum..120hr,log.Whittlesey_Discharge_Mean_1,log.Whittlesey_Discharge_Mean_2,log.Whittlesey_Discharge_Mean_6,log.Whittlesey_Discharge_Mean_12,log.Whittlesey_Discharge_Mean_24,log.Whittlesey_Discharge_Mean_48,log.Whittlesey_Discharge_Mean_72,log.Whittlesey_Discharge_Mean_120,log.Whittlesey_Discharge_Min_1,log.Whittlesey_Discharge_Min_2,log.Whittlesey_Discharge_Min_6,log.Whittlesey_Discharge_Min_12,log.Whittlesey_Discharge_Min_24,log.Whittlesey_Discharge_Min_48,log.Whittlesey_Discharge_Min_72,log.Whittlesey_Discharge_Min_120,log.Whittlesey_Discharge_Max_24,log.trib_NorthFishCreekAtHwy2_TribTurbidity,yday,log.beach_TurbidityBeach
8/17/2010 10:00,96.7,129,4,0,-0.000261528,-0.008352953,-0.003641453,-0.000385959,0.001912894,0.03948181,16.074667,15.845942,15.368437,15.9636545,17.5329291,17.8556194,18.92379807,20.00310019,0,0,0.01816589,0.0189475,0.147202807,-0.1794235,0.059659465,2.361736238,3.266028169,2.231284971,-4.246775,-5.7098587,-5.98461292,-5.82901013,-6.660613646,0.2287245,0.451699552,0.824686338,1.777655325,1.60242995,2.309900913,2.650985352,0,0,0,0,0,1.043752702,1.043752702,7.815989746,1.278753601,1.278753601,1.278753601,1.278753601,1.278982117,1.286927785,1.32686816,1.410304734,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.230448921,1.301029996,0.712649702,229,1.247973266
8/18/2010 16:00,82.5,123.9,0,3,-0.005680236,-0.002694706,0.009918539,0.005565934,0.005578152,0.016734169,16.676014,16.577442,16.65124,17.1884523,18.0487115,17.6854769,17.83625817,18.91824683,0.5347051,0.6347634,0.727257667,0.768343386,0.43952005,3.563937,3.4253645,0.7748488,2.658896,4.348593508,0.55844396,-0.56155852,-0.558147723,-2.137202362,-2.357149702,0.098572,0.59925583,0.69784217,1.136362831,1.479449559,1.435427603,2.016462387,0.06886738,0.937671886,2.763548394,4.411669806,4.411669806,4.411669806,4.533458964,7.721014369,1.380211242,1.365487985,1.350248018,1.319730494,1.293583513,1.28458863,1.285917197,1.415157049,1.380211242,1.342422681,1.322219295,1.278753601,1.255272505,1.255272505,1.255272505,1.255272505,1.380211242,1.133538908,230,1.071882007
5/31/2011 11:10,123.6,120.3,17,-6,-0.029936355,-0.010851196,0.006344921,0.003678364,0.004342616,0.007743481,10.949024,11.57321,10.360931,8.364479225,8.221659112,8.892584402,8.853043092,7.34752037,0.61480784,0.30740392,0.22846518,0.345034725,0.413045189,7.2807904,7.26104325,5.4781193,2.30135864,0.184559018,-0.8365491,-1.50490555,0.659984933,0.491056017,1.689645558,0.624186,2.109819036,2.510466566,2.200809829,2.267240511,2.273892871,2.763114386,1.248635255,1.248635255,1.515476031,1.515476031,1.644898231,6.146598067,6.282665509,6.960264917,1.494154594,1.498310554,1.527501011,1.585686278,1.902089959,1.744011187,1.635955986,1.521386555,1.491361694,1.491361694,1.491361694,1.491361694,1.491361694,1.255272505,1.255272505,1.255272505,2.396199347,1.591064607,151,1.152288344
6/1/2011 7:30,169.5,156.6,6,-2,-0.02377579,-0.022613368,-0.045439425,-0.042902204,-0.023658142,-0.056757942,8.167741,8.2449315,8.51626358,9.011388875,10.56862562,9.087427915,9.414022476,8.481808108,0.9409203,0.93457915,0.925460548,0.932539508,0.605188125,2.662182,3.065014,4.7515377,6.13391802,6.912431567,-8.529506,-8.4546805,-8.1259945,-7.70785458,-5.139809013,0.0771905,0.23948697,0.673021912,1.746338282,2.210154799,2.244352402,2.381574425,0,0,0,0.036789971,1.623718345,5.341944014,6.174176986,6.984631801,1.378397901,1.380211242,1.38774566,1.406369835,1.445292769,1.763353109,1.658831486,1.541054779,1.361727836,1.361727836,1.361727836,1.361727836,1.361727836,1.361727836,1.255272505,1.255272505,1.531478917,1.260071388,152,1.813580989
6/4/2011 13:00,139.9,163.2,0,0,0.015954947,-0.035059076,-0.006482762,-0.007696338,0.004947849,-0.022275403,18.626833,18.462945,14.312634,11.6698868,11.02066498,10.35465917,9.772020124,9.507634188,0,0,0,0.044267996,0.088434845,0.545539,1.5227905,2.73429403,3.28480353,2.28272325,-5.795701,-5.0361415,-3.5123373,-2.6971213,-1.739225978,0.163888,2.97580931,3.451252986,2.849535601,2.257203812,2.651354798,2.503431517,0,0,0,0,0.681203949,0.840401684,0.840401684,1.896012385,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.278867874,1.290813416,1.471541065,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,0.565847819,155,1.766412847
6/6/2011 13:16,114.7,166.2,0,-1,0.006053356,-0.022957397,-0.011459487,-0.006356615,0.003005146,-0.015039218,12.603293,13.390352,11.93194,9.78535842,10.4336813,11.0619948,11.0482182,10.28801,0.10428892,0.05214446,0.022768435,0.135480542,0.081780886,-3.956543,-3.440382,-2.81278985,-0.910010517,-0.707628667,-0.6596473,-0.4314684,0.727023905,0.904134286,0.737686218,0.787059,1.618181302,2.563796156,2.794387547,2.950866149,2.917545428,2.846088912,0,0,0,0,0,0,0.681203949,0.840401684,1.257678575,1.260071388,1.272305844,1.274157849,1.265525335,1.266936911,1.270911639,1.281260687,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.278753601,0.761927838,157,0.382017043
6/7/2011 10:40,117.6,129.9,0,-2,-0.012015731,-0.01073013,0.014515133,0.004809952,0.000634478,0.014673083,11.570029,11.763563,10.188248,9.890912,11.1088406,10.6857398,11.22042606,10.70476449,0.044781957,0.090404129,0.422545303,0.401740045,0.218000042,-3.898087,-2.534269,-0.378465858,0.548461171,-0.728974698,0.48622734,1.26560417,1.836457429,1.4902893,0.904313875,0.193534,1.218263437,1.272698702,1.995143132,2.381578811,2.910173496,2.509983799,0,0,0.516929396,2.090602533,2.090602533,2.090602533,2.090602533,2.253196383,1.278753601,1.278753601,1.299289334,1.28510703,1.271376872,1.268273672,1.268952202,1.273325424,1.278753601,1.278753601,1.278753601,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.342422681,0.976808337,158,1.303196057
6/8/2011 9:50,114.5,133.4,6,0,0.031060714,0.015552574,0.011375818,0.011205944,0.007434088,0.043076445,11.863267,11.239852,9.70817642,9.947276708,10.54836581,10.83941791,10.64499369,10.90210413,0.006120373,0.005971577,0.004486411,0.009619447,0.032548273,-0.50367608,-0.92441354,0.528219803,1.597199818,-1.397094695,-2.2617878,-1.3660067,-0.548052491,-1.340949395,0.224238431,0.623415,1.421650056,1.462268379,1.284926794,1.707595699,2.08494842,2.476984147,0,0,0,0,0,2.090602533,2.090602533,2.232666977,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.275080898,1.271748699,1.272931779,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.255272505,1.255272505,1.255272505,1.278753601,0.549003262,159,0.950364854
6/9/2011 9:11,110,166,0,0,-0.02553655,0.001666081,0.017952453,0.013495767,0.00442318,0.049477795,7.5716367,7.61278795,7.1637807,6.92453968,10.11578646,10.33207614,10.59820742,10.87391158,0.8365964,0.8390374,0.85294989,0.89293213,0.674680029,-4.088275,-3.878535,-3.55077062,-3.85810611,-3.040454189,4.716382,4.036709,3.61257222,4.06431797,1.155938337,0.04115125,0.375340419,0.473298636,3.640081725,2.738137531,2.544998761,2.879502769,0,0,0,0.13137405,0.13137405,0.13137405,2.094726257,2.094726257,1.255272505,1.255272505,1.255513713,1.263399331,1.262925469,1.270865089,1.271051261,1.269723036,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.278753601,0.411619706,160,1.190331698
6/12/2011 9:56,115.6,164.4,23,0,-0.05483715,-0.027983805,0.002711555,-0.003513198,-0.003625055,-0.030919155,11.188328,9.658393,7.22406655,6.58382803,8.548133542,7.535900788,7.429810964,8.590717033,0,0,0,0,0.149632869,2.641103,3.008318,3.69137087,3.84147436,1.18512222,-2.486565,-1.5219918,-1.05098599,-0.576450271,-0.097995661,1.529935,1.984372664,1.589483214,2.814712823,2.264346743,1.966281734,2.709293547,0,0,0,0,0,0.578827036,0.975171261,0.983980756,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255320757,1.254862144,1.261191472,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.230448921,1.230448921,1.255272505,0.487138375,163,0.788875116
6/13/2011 6:35,114.6,164.4,0,0,0.038204864,0.016933699,0.00126827,0.004803395,-0.002044204,0.043153332,6.8139825,7.12959675,7.79799037,9.409273017,11.83059701,10.07412072,8.901503997,8.904563864,0,0,0,0,0.006969579,4.2099492,3.9336874,3.98819048,2.96102268,1.12991041,0.13475317,-1.00993006,-0.755764488,0.106119858,-0.191583035,0.31561425,0.531422666,3.05652118,4.255920427,4.005758532,3.681032916,3.454906028,0,0,0,0,0,0,0.975171261,0.983980756,1.255272505,1.255272505,1.255272505,1.252124553,1.249931757,1.25265889,1.253556067,1.256019813,1.255272505,1.255272505,1.255272505,1.230448921,1.230448921,1.230448921,1.230448921,1.230448921,1.255272505,0.59439255,164,0.596597096
6/14/2011 12:09,127.5,164.7,0,0,0.03569426,0.015163426,-0.006265189,0.000515532,0.002327312,-0.011862114,12.625482,12.361582,12.917941,10.50384703,10.83284087,11.49290054,10.69909181,9.18545923,0,0,0.041201359,0.100889934,0.050444967,3.1256226,3.496266,0.7464355,1.64286492,0.14158648,2.2159506,2.6882549,1.72840138,1.067331715,0.553613048,0.2638995,2.176623879,2.867837319,2.723966481,3.608529022,3.645579322,3.438066958,0,0,0,0.565497685,0.565497685,0.565497685,0.565497685,1.127273977,1.255272505,1.255272505,1.255272505,1.255272505,1.247482261,1.24873323,1.25093207,1.252416091,1.255272505,1.255272505,1.255272505,1.255272505,1.230448921,1.230448921,1.230448921,1.230448921,1.255272505,0.562292864,165,1.06069784
6/15/2011 9:16,114.4,164.3,0,0,-0.009071483,-0.01700956,0.001992687,-0.002996537,0.002912855,-0.010575486,10.872779,10.213204,10.413391,10.4983929,11.57776527,11.25239656,11.50606127,9.917997078,0.17641056,0.39462578,0.618155938,0.351990881,0.17599544,-1.6911,-1.5488076,0.28475295,1.23670918,1.136073155,3.7121162,2.8205217,2.39047392,2.405741802,3.003298347,0.6595755,0.612767248,0.742895313,1.381179712,2.219298455,3.035008454,3.370548039,0,0.248936162,1.047094644,1.047094644,1.047094644,1.190039842,1.190039842,1.323342572,1.255272505,1.255272505,1.255272505,1.255272505,1.250663919,1.249027053,1.249369595,1.251759855,1.255272505,1.255272505,1.255272505,1.255272505,1.230448921,1.230448921,1.230448921,1.230448921,1.255272505,1.243038049,166,1.007747778
6/20/2011 10:10,129.9,176.8,0,-5,0.022566246,0.018437533,-0.005798591,0.002943077,0.007628451,-0.028930244,10.351762,10.174646,9.233156,8.48089235,8.753550625,9.141098281,9.362562729,9.644853208,0.31308258,0.59332046,0.859634748,0.923842858,0.961921429,-3.2044693,-3.3086233,-3.02725032,-1.887692653,-3.383308514,1.5681925,1.1111531,1.23504723,1.424027314,0.886699433,0.1771165,1.00503525,1.111878184,1.122381022,1.131876723,1.204235465,1.144541458,0,0,0,0,0.703529601,3.59685382,4.200303737,5.119656552,1.376576957,1.380211242,1.404149249,1.436639632,1.528273777,1.485338056,1.424718337,1.372193719,1.361727836,1.361727836,1.361727836,1.361727836,1.361727836,1.278753601,1.255272505,1.255272505,1.748188027,1.031812271,171,1.053078443
6/21/2011 10:46,114,160.4,0,2,0.03002116,0.033148208,0.004826941,0.008143822,0.007907435,-0.025955387,9.228948,9.1694685,9.7189303,9.15511425,9.631182188,9.192366406,9.304459583,9.540288608,0.89617205,0.895878795,0.852665042,0.794059899,0.748683432,-5.269856,-5.401423,-4.18552472,-3.08151813,-3.85635341,7.031134,6.6403605,4.5733431,3.82978426,2.743921879,0.0594795,0.958361751,1.0772144,1.000578156,1.150220497,1.114086766,1.117993409,0.77399845,1.543893941,2.34140744,2.34140744,2.34140744,2.444819564,4.291799879,4.808819011,1.374748346,1.36361198,1.349860082,1.354492601,1.364926034,1.448211468,1.449277791,1.387496607,1.361727836,1.342422681,1.342422681,1.342422681,1.342422681,1.342422681,1.278753601,1.255272505,1.397940009,0.860936621,172,1.041392685
6/22/2011 9:00,111.8,170.4,0,0,0.061020095,0.044694958,0.021705611,0.021225018,0.021425576,0.030998935,7.5609,7.70552625,8.4087895,9.084808708,9.720757979,9.699362042,9.385746806,9.494868304,0.9401162,0.94156878,0.967272615,0.982742079,0.91934965,-6.115195,-6.124702,-5.50942483,-5.41665592,-5.59865875,3.144677,3.41674,4.22826023,4.48593337,4.612675092,0.14462625,0.508999013,0.779471652,1.083229445,1.045983501,1.162535859,1.153921313,1.571164536,2.102805031,2.27974137,2.746671827,4.03264893,4.598409789,4.651916432,6.227995189,1.600972896,1.59439255,1.592398846,1.621487865,1.559475706,1.473136473,1.500510911,1.443997927,1.591064607,1.579783597,1.579783597,1.579783597,1.342422681,1.342422681,1.342422681,1.255272505,1.672097858,1.173186268,173,1.283301229
6/23/2011 7:38,125.2,149.9,0,-4,0.035334427,0.003881592,0.003054678,0.005453538,0.01486447,0.006964607,7.358885,7.3502625,7.2487976,7.22669845,7.684642454,8.792818748,9.089156214,9.107398358,0.9411415,0.941655375,0.945988218,0.960140347,0.970281284,-5.325414,-4.6920254,-4.70749047,-4.60732595,-4.568215854,1.457816,1.5048693,2.07159003,2.05063574,3.35003744,0.0086225,0.142193637,0.150213452,0.797636726,1.404066559,1.346333429,1.271101539,1.561384418,1.680210255,1.681562079,1.681562079,3.228737975,5.156115418,5.210406174,6.433111631,1.531478917,1.534026106,1.550350672,1.594503044,1.726572367,1.645932904,1.571452604,1.53763023,1.531478917,1.531478917,1.531478917,1.531478917,1.531478917,1.342422681,1.342422681,1.278753601,2.021189299,1.754348336,174,0.815577748
6/27/2011 9:21,110.4,152.1,15,0,0.030965783,0.012685169,0.001340595,0.001542734,0.002026258,0.033699371,13.2367525,13.0835778,12.2733109,12.0179865,12.8558326,13.58579628,13.11203009,11.42826467,0.49311912,0.25735474,0.085784914,0.142984603,0.201033467,3.4834926,3.3373648,3.2648435,3.2143082,3.0340839,2.024218,1.9389726,1.73365093,1.626808054,1.123034853,0.15317475,0.703404191,0.851354355,1.257013249,2.751568342,2.540406149,3.020969369,0,0,0,0.081059157,0.081059157,0.081059157,0.081059157,2.629597101,1.230448921,1.230448921,1.230448921,1.230448921,1.232233521,1.249369595,1.287286539,1.465977368,1.230448921,1.230448921,1.230448921,1.230448921,1.230448921,1.230448921,1.230448921,1.230448921,1.255272505,0.506505032,178,0.828659897
6/28/2011 9:15,159.1,123.2,0,0,0.015380637,-0.004365242,-0.005300256,-0.003066864,3.05E-05,0.01767421,14.273637,14.315836,11.732292,10.9502917,11.7216432,12.28873789,12.96441191,12.23791163,0.26503235,0.31170856,0.45451681,0.626030134,0.670897195,-2.170242,-2.0064216,-0.60641642,0.273689766,1.371029584,-4.301231,-4.555759,-4.95136627,-5.41670136,-4.190283003,0.0421985,1.871387242,1.547056564,1.531676988,1.51150745,2.569371019,2.451540396,0,0,0,0.05057182,1.278766088,1.281332625,1.281332625,1.47756053,1.230448921,1.230448921,1.230448921,1.230448921,1.230448921,1.23146959,1.243236538,1.343940058,1.230448921,1.230448921,1.230448921,1.230448921,1.230448921,1.230448921,1.230448921,1.230448921,1.230448921,0.354108439,179,0.952792443
