SURVEY_DATETIME,log_beach_EColi,E_COLI_VALUE,WATER_TEMP,WAVE_HEIGHT_MANUAL,PEOPLE_IN_WATER,PEOPLE_ON_BEACH,AIR_TEMP,NO_GEESE,NO_GULLS,Manitowoc_Discharge_Diff_6,Manitowoc_SpCond_Mean_1,Manitowoc_SpCond_Mean_2,Manitowoc_SpCond_Mean_6,Manitowoc_SpCond_Mean_12,Manitowoc_SpCond_Mean_24,Manitowoc_SpCond_Mean_48,Manitowoc_SpCond_Mean_72,Manitowoc_SpCond_Mean_120,Manitowoc_SpCond_Min_1,Manitowoc_SpCond_Min_2,Manitowoc_SpCond_Min_6,Manitowoc_SpCond_Min_12,Manitowoc_SpCond_Min_24,Manitowoc_SpCond_Diff_6,CloudCover_Mean_1,CloudCover_Mean_2,CloudCover_Mean_6,CloudCover_Mean_12,CloudCover_Mean_24,CloudCover_Mean_48,HeightAboveSeaLevel_Mean_1,HeightAboveSeaLevel_Mean_24,HeightAboveSeaLevel_Max_1,HeightAboveSeaLevel_Max_24,HeightAboveSeaLevel_Min_1,HeightAboveSeaLevel_Min_24,HeightAboveSeaLevel_Diff_24,CurrentDepthAveraged_Mean_1_perp,CurrentDepthAveraged_Mean_2_perp,CurrentDepthAveraged_Mean_6_perp,CurrentDepthAveraged_Mean_12_perp,CurrentDepthAveraged_Mean_24_perp,CurrentDepthAveraged_Mean_48_perp,CurrentDepthAveraged_Mean_72_perp,CurrentDepthAveraged_Mean_120_perp,CurrentDepthAveraged_Mean_1_par,CurrentDepthAveraged_Mean_2_par,CurrentDepthAveraged_Mean_6_par,CurrentDepthAveraged_Mean_12_par,CurrentDepthAveraged_Mean_24_par,CurrentDepthAveraged_Mean_48_par,CurrentDepthAveraged_Mean_72_par,CurrentDepthAveraged_Mean_120_par,CurrentSurface_Mean_1_perp,CurrentSurface_Mean_2_perp,CurrentSurface_Mean_6_perp,CurrentSurface_Mean_12_perp,CurrentSurface_Mean_24_perp,CurrentSurface_Mean_48_perp,CurrentSurface_Mean_72_perp,CurrentSurface_Mean_120_perp,CurrentSurface_Mean_1_par,CurrentSurface_Mean_2_par,CurrentSurface_Mean_6_par,CurrentSurface_Mean_12_par,CurrentSurface_Mean_24_par,CurrentSurface_Mean_48_par,CurrentSurface_Mean_72_par,CurrentSurface_Mean_120_par,WaveHeight_Mean_1,WaveHeight_Mean_2,WaveHeight_Mean_6,WaveHeight_Mean_12,WaveHeight_Mean_24,WaveHeightDirection_Mean_1_perp,WaveHeightDirection_Mean_2_perp,WaveHeightDirection_Mean_6_perp,WaveHeightDirection_Mean_12_perp,WaveHeightDirection_Mean_24_perp,WaveHeightDirection_Mean_1_par,WaveHeightDirection_Mean_2_par,WaveHeightDirection_Mean_6_par,WaveHeightDirection_Mean_12_par,WaveHeightDirection_Mean_24_par,WaveDirection_Mean_1_perp,WaveDirection_Mean_2_perp,WaveDirection_Mean_6_perp,WaveDirection_Mean_12_perp,WaveDirection_Mean_24_perp,WaveDirection_Mean_1_par,WaveDirection_Mean_2_par,WaveDirection_Mean_6_par,WaveDirection_Mean_12_par,WaveDirection_Mean_24_par,Wind_Mean_1_perp,Wind_Mean_2_perp,Wind_Mean_6_perp,Wind_Mean_12_perp,Wind_Mean_24_perp,Wind_Mean_1_par,Wind_Mean_2_par,Wind_Mean_6_par,Wind_Mean_12_par,Wind_Mean_24_par,AirTemperature_Mean_1,AirTemperature_Mean_2,AirTemperature_Mean_6,AirTemperature_Mean_12,AirTemperature_Mean_24,AirTemperature_Mean_48,AirTemperature_Mean_72,AirTemperature_Mean_120,AirTemperature_StDev_2,AirTemperature_StDev_6,AirTemperature_StDev_12,AirTemperature_StDev_24,AirTemperature_StDev_48,AirTemperature_StDev_72,AirTemperature_StDev_120,Sea.water.temp....16.139.0..Mean..1hr.,Sea.water.temp....16.139.0..Mean..2hr.,Sea.water.temp....16.139.0..Mean..6hr.,Sea.water.temp....16.139.0..Mean..12hr.,Sea.water.temp....16.139.0..Mean..24hr.,Sea.water.temp....16.139.0..Mean..48hr.,Sea.water.temp....16.139.0..Mean..72hr.,Sea.water.temp....16.139.0..Mean..120hr.,Sea.water.temp....16.139.0..StDev..6hr.,Sea.water.temp....16.139.0..StDev..12hr.,Sea.water.temp....16.139.0..StDev..24hr.,Sea.water.temp....16.139.0..StDev..48hr.,Sea.water.temp....16.139.0..StDev..72hr.,Sea.water.temp....16.139.0..StDev..120hr.,Sqrt.Precip_MR_Sum_1,Sqrt.Precip_MR_Sum_2,Sqrt.Precip_MR_Sum_6,Sqrt.Precip_MR_Sum_12,Sqrt.Precip_MR_Sum_24,Sqrt.Precip_MR_Sum_48,Sqrt.Precip_MR_Sum_72,Sqrt.Precip_MR_Sum_120,log.Manitowoc_Discharge_Mean_1,log.Manitowoc_Discharge_Mean_2,log.Manitowoc_Discharge_Mean_6,log.Manitowoc_Discharge_Mean_12,log.Manitowoc_Discharge_Mean_24,log.Manitowoc_Discharge_Mean_48,log.Manitowoc_Discharge_Mean_72,log.Manitowoc_Discharge_Mean_120,log.Manitowoc_Discharge_Min_1,log.Manitowoc_Discharge_Min_2,log.Manitowoc_Discharge_Min_6,log.Manitowoc_Discharge_Min_12,log.Manitowoc_Discharge_Min_24,log.Manitowoc_Discharge_Min_48,log.Manitowoc_Discharge_Min_72,log.Manitowoc_Discharge_Min_120,log.Manitowoc_Discharge_Max_24,ALGAE_NEARSHORE2,ALGAE_NEARSHORE3,ALGAE_NEARSHORE4,ALGAE_ON_BEACH2,ALGAE_ON_BEACH3,ALGAE_ON_BEACH4,log.beach_TurbidityBeach,beach_WindVector_perp,beach_WindVector_parl
8/2/2011 8:36,2.220108088,166,17,0,0,0,28,0,5,-7,711.2,710.08,705.79,700.097,703.17,706.735,703.954,691.141,710,708,699,693,693,13,0.024391487,0.023456131,0.36046643,0.384418175,0.20581654,0.205957609,-0.003222917,-0.003876023,-0.003222917,0.010160827,-0.003222917,-0.02770594,-0.006559067,0.003271681,0.00339536,0.003147756,0.003693904,0.003282193,0.002955571,0.001983315,0.002324811,0.007091021,0.007042586,0.006768786,0.007976343,0.007061897,0.006429007,0.004302093,0.005050126,-0.005461297,-0.008489868,-0.000836427,0.01365391,0.006507297,0.019656772,0.024127676,0.023464774,0.02141557,0.027459504,0.025824747,0.031637813,0.03507237,0.028566294,0.023626616,0.018086637,0.13154636,0.12230092,0.14765691,0.156053082,0.122906577,-0.12997126,-0.112222028,-0.101048577,-0.060582986,-0.060772702,0.020295719,0.04119794,0.090419675,0.125940888,0.089211582,-0.98802628,-0.911829265,-0.717703387,-0.417099175,-0.463865263,0.15428567,0.35178749,0.581778233,0.782392558,0.670919722,-0.7393062,-2.381446,-2.80768353,-0.51544295,-0.917082213,-4.444675,-2.192230798,-0.671501516,1.06724625,1.695218251,22.715391,22.704676,22.6685492,22.7905099,23.5581645,23.87467215,23.58402286,23.17649397,0.0107155,0.043916932,0.257393011,0.858187212,1.147786072,1.340977636,1.361909142,15.773745,15.773745,15.874106,16.301882,16.0966468,13.89961541,12.92937146,13.36601435,0.1003615,0.454604144,1.59707119,2.610427874,2.641528335,2.537942544,0,0,0.731176682,0.758868638,0.758868638,0.875721025,1.741657041,3.198749865,2.176091259,2.176669933,2.181271772,2.190891717,2.211547681,2.244351353,2.26252228,2.278707883,2.173186268,2.173186268,2.173186268,2.173186268,2.173186268,2.173186268,2.173186268,2.173186268,2.252853031,1,1,0,1,1,0,0.602059991,0,0
8/8/2011 8:05,2.587710965,387,23,1,0,0,27,0,50,0,719.1,719.04,718.68,717.407,726.066,730.592,731.746,731.0409,719,719,717,714,714,2,0.003831503,0.00256842,0.076670781,0.061050119,0.426084438,0.344453634,-0.000209564,-0.000184101,-0.000209564,0.012778559,-0.000209564,-0.018978143,-1.80E-05,-0.006043654,-0.005364879,-0.002665698,-0.000362966,0.003205026,0.00487192,0.004148924,-0.000308647,-0.01313123,-0.01203938,-0.005614832,-0.000735088,0.007006327,0.010596257,0.009035994,-0.000673211,-0.01573345,-0.009613574,-0.002085369,-0.006709137,0.012886923,0.013100456,0.008366707,-0.001036989,-0.04330832,-0.042849404,-0.024601119,-0.009532734,0.001194432,0.010883338,0.011067517,-0.002779399,0.2379718,0.21549944,0.234318143,0.226169372,0.200825872,-0.2002832,-0.17833298,-0.19136266,-0.183190347,-0.056231829,-0.1285194,-0.12083684,-0.13434461,-0.130746303,-0.11772649,-0.84162561,-0.825892615,-0.814696438,-0.806128517,-0.157805041,-0.54006142,-0.563135375,-0.576211627,-0.583655859,-0.573438479,0.3327324,1.3494063,1.80365138,1.682804632,2.171711528,-4.800758,-4.2031604,-4.2312355,-4.13983858,-4.003162835,22.094406,21.790812,21.3432358,21.610268,22.6496679,22.81439983,22.77644142,22.63120441,0.3035945,0.36210972,0.450730299,1.120852142,1.063065162,1.012796612,1.187460303,15.545696,15.545696,15.462799,15.208861,14.7598572,17.6458664,18.6529577,18.46220896,0.082897,0.410792529,0.659353783,3.22032337,3.002126741,2.667720293,0,0,0,0,0,2.489894335,2.492104105,2.497106531,2.012837225,2.012837225,2.009875634,2.010723865,2.011147361,2.010893313,2.022263366,2.060395617,2.012837225,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.021189299,1,1,1,1,0,0,0.602059991,-0.868240888,4.924038765
8/9/2011 8:25,1.414973348,26,23,0,0,1,23,0,80,-3,710.7,710.08,708.04,705.034,707.443,716.621,722.76,726.6225,710,708,705,699,699,5,0.45345986,0.36206204,0.201486543,0.115532889,0.129291212,0.277687825,-0.017444747,0.002090767,-0.017444747,0.025294492,-0.017444747,-0.02807958,-0.01155459,0.005791513,0.005056394,0.00111848,-0.002388422,-0.003224849,-9.91E-06,0.002172997,0.000974217,0.0109829,0.010358878,0.002027328,-0.005406425,-0.007097463,-4.56E-05,0.00469835,0.002112014,0.06275973,0.06461676,0.060357909,0.048234801,0.006265758,0.009576341,0.010822223,0.00477205,0.03337355,0.03959152,0.017132145,-0.009866543,-0.007033062,-0.002919315,0.004911205,0.006612359,0.2680449,0.27006692,0.217678327,0.170613496,0.254171868,0.169559,0.14448599,0.13493167,0.128379318,-0.096752853,0.2076001,0.22604256,0.16477036,0.091700409,0.030572916,0.63257684,0.53572583,0.649131432,0.817367248,-0.029256752,0.77449761,0.836522915,0.728116875,0.441601994,0.215901394,8.142083,7.5087515,5.29732333,4.84946967,0.877473058,0.9643903,2.1956752,3.28267763,1.98500929,1.764428087,22.61071,22.20591,21.6206725,21.7249259,22.5447738,22.59722081,22.72452447,22.62335652,0.4048,0.480790946,0.409097679,0.889295338,1.013078751,1.016452452,1.026420281,15.133474,15.133474,16.59464,18.32254,18.6393126,16.6995849,17.9770151,18.895302,1.4611665,2.028496832,1.863933961,2.39103369,2.879419617,2.559616578,0,0,0,0.1105907,0.286132938,0.286132938,2.506281281,2.513062997,1.991226076,1.992995098,1.998564458,2.003460532,2.010723865,2.010893313,2.010766234,2.036389329,1.991226076,1.991226076,1.991226076,1.991226076,1.991226076,1.991226076,1.991226076,1.991226076,2.021189299,1,1,0,1,1,0,0,-4.914912266,3.441458618
8/10/2011 9:24,1.342422681,22,22,0,0,0,23,0,100,4,706.3,705.67,704.07,701.793,704.796,705.957,712.31,721.2069,705,705,702,698,697,5,0.020092307,0.021501376,0.019867197,0.085196304,0.394668092,0.277501527,0.007174203,-0.002008562,0.007174203,0.020516803,0.007174203,-0.02513858,0.015107553,-0.003296003,-0.002634536,-0.004039588,-0.005267764,-0.004287719,-0.00354059,-0.001513073,0.001013796,-0.005901444,-0.005486097,-0.009003014,-0.011456881,-0.00929019,-0.007682427,-0.003285564,0.002214206,0.01138357,0.014176948,0.011195019,0.013248968,0.01966005,0.014665102,0.013278941,0.010697858,-0.01921463,-0.01866432,-0.023852057,-0.03531487,-0.03111819,-0.017851197,-0.012607928,-0.000865523,0.3067259,0.2865332,0.261039172,0.261554604,0.281695326,0.2428038,0.2385386,0.220744398,0.231506657,0.262628934,-0.1874222,-0.1570616,-0.13827837,-0.118283888,-0.090807499,0.79159876,0.83560038,0.847129492,0.885335397,0.929579318,-0.61104125,-0.543375795,-0.527543828,-0.452247685,-0.329792238,6.865388,6.854612,6.79134083,7.04385509,8.047723004,-7.210417,-6.073273,-4.53484025,-3.61544708,-2.571993095,21.249887,20.933501,20.1387112,20.5729895,22.0351207,22.29076748,22.40908167,22.58248259,0.316386,0.605542298,0.726054764,1.590973317,1.314156385,1.263837854,1.167501706,9.858129,9.858129,10.1459052,10.7038931,11.8566053,15.24795897,15.0852584,17.29095819,0.28777625,0.648316934,1.262975106,3.74645934,3.091142801,3.715455004,0,0,0,0,0,0.286132938,0.286132938,2.508476615,1.973127854,1.968482949,1.964966375,1.96397661,1.968949681,1.989792312,1.996944875,2.008940661,1.973127854,1.963787827,1.954242509,1.954242509,1.954242509,1.954242509,1.954242509,1.954242509,1.991226076,1,0,0,1,0,0,0.954242509,-1.389185421,7.878462024
8/15/2011 7:55,1.397940009,25,21,0,0,0,24,2,28,2,726.5,725.75,722.39,717.083,722.557,725.689,723.277,715.91,726,724,716,710,710,11,0.003513023,0.001756511,0.007903033,0.006764372,0.231861427,0.35724263,0.027822098,0.006923069,0.027822098,0.057887055,0.027822098,-0.020545462,0.037065046,-0.00477198,-0.005630124,-0.008362962,-0.010031571,-0.016707407,-0.01099786,-0.002530093,-0.001397676,-0.009333578,-0.012205259,-0.018491593,-0.022057094,-0.036204803,-0.023852097,-0.005458452,-0.003022091,0.021379677,0.019149489,0.015496707,0.005066396,-0.029209968,-0.028089567,-0.012127793,0.000400156,-0.03446592,-0.034806532,-0.04263633,-0.0402288,-0.058056855,-0.051924179,-0.012876246,-0.005076716,0.10831655,0.11679363,0.1519229,0.200058718,0.424041269,0.10222553,0.11007646,0.12921278,-0.022725432,-0.301830821,-0.03581083,-0.039035273,-0.076300411,-0.103579748,-0.190433863,0.94376651,0.942573415,0.861617807,0.177471805,-0.356938352,-0.33061273,-0.33397994,-0.481992805,-0.570726379,-0.503538241,3.6475514,3.7289868,4.28133247,3.92793303,1.411530022,-2.0314075,-1.5411989,-2.4531646,-2.53392882,-4.374296825,18.740072,18.234348,18.1777487,18.8597779,20.2632539,20.552406,20.88273226,21.30842632,0.505724,0.31692007,0.936841565,1.604064769,1.293184975,1.261917873,1.45202656,17.670605,17.670605,17.868136,18.299769,18.0337855,16.5073818,15.7444248,14.092981,0.1975305,0.469222055,0.84850235,1.725098369,1.841358126,2.753329406,0,0,0,0,0,0.845080699,2.86684673,2.870208105,1.857332496,1.854306042,1.853819846,1.857091155,1.853211335,1.851356207,1.861522463,1.901120345,1.851258349,1.851258349,1.851258349,1.851258349,1.832508913,1.832508913,1.832508913,1.832508913,1.86332286,1,1,1,1,0,0,0.698970004,-1.147152873,-1.638304089
8/16/2011 8:54,2.100370545,126,22,0,0,0,24,0,45,-2,727.8,726.83,722.96,716.828,719.668,720.991,723.714,719.7779,727,725,716,708,708,13,0,0.008412391,0.27738256,0.320735858,0.236334605,0.21472444,0.009966724,0.009166419,0.009966724,0.037576884,0.009966724,-0.015965916,0.016034017,0.008820768,0.008831248,0.0080337,0.009149494,0.006259904,-0.004692107,-0.005525922,0.000378354,0.020393278,0.020166659,0.017461796,0.019842435,0.013687189,-0.010168403,-0.012011097,0.000830379,0.03483866,0.040285008,0.036889838,0.02913361,0.009217227,-0.00848477,-0.015837119,-9.24E-05,0.022744509,0.021252966,0.018297631,0.026065975,0.023255776,-0.01600793,-0.027718062,0.0033794,0.067813724,0.089179632,0.11009264,0.122655953,0.13982472,0.061038481,0.085447781,0.105973135,0.048819414,-0.025840021,-0.029546659,-0.020932446,-0.016824877,0.028349771,0.027606718,0.90009038,0.94693126,0.940030885,0.584985728,0.121635036,-0.43570323,-0.27356726,-0.219646563,0.058420847,-0.015313212,1.36071,2.08698,3.8125017,3.11072348,0.585090293,-1.9095874,-2.1093217,-0.38560435,-0.439742702,0.354744042,20.917831,20.178947,19.8529072,20.0641688,21.1820197,20.7100802,20.75054539,21.24682798,0.738884003,0.493570888,0.483758475,1.228266228,1.50465928,1.309693078,1.423405729,19.091608,19.091608,19.298969,19.639971,19.5890025,18.811394,17.5345887,16.0085073,0.207361,0.39112481,0.795189684,1.131731598,2.074863805,2.587461187,0,0,0,0.079536507,0.079536507,0.079536507,0.848815317,2.871309914,1.851258349,1.851258349,1.855821905,1.861594145,1.865103975,1.859840529,1.855906638,1.876639225,1.851258349,1.851258349,1.851258349,1.851258349,1.851258349,1.832508913,1.832508913,1.832508913,1.86923172,1,0,0,1,1,0,0.698970004,2.954423259,0.520944533
8/17/2011 8:53,1.322219295,21,22,0,0,1,22,0,31,0,711.9,710.54,705.11,695.876,704.19,711.929,715.391,718.8249,711,707,695,683,683,18,0.032425024,0.291575762,0.258480497,0.23432793,0.157828579,0.197081592,0.002669987,-0.002168092,0.002669987,0.019792208,0.002669987,-0.020859588,0.001961213,0.0192096,0.021337798,0.019733485,0.022412152,0.019828582,0.013044243,0.003481456,0.003651215,0.0440227,0.047003446,0.043080965,0.048743091,0.043102385,0.028394787,0.007588526,0.007932232,0.032527461,0.040647696,0.038705904,0.038145301,0.026025552,0.017621389,0.003018671,-0.000383868,0.043959972,0.052376211,0.057230844,0.067110177,0.073489294,0.048372535,0.013824478,0.011258477,0.38935807,0.42166011,0.38678594,0.420936135,0.365831406,-0.022428826,-0.007156796,-0.000277921,-0.042853237,-0.081270722,0.38871153,0.42130057,0.385744442,0.415584073,0.348163044,-0.057604626,-0.019864086,-0.003977372,-0.095011954,-0.225647232,0.99833947,0.999089835,0.997309142,0.98820405,0.872649886,4.6326,5.338777,4.41111292,3.073944284,0.2692117,1.07805,0.7625559,3.82610883,4.67714076,4.815929975,20.668625,20.649406,20.7247457,20.8844711,21.8149815,21.49850058,21.0783806,21.11709471,0.0192185,0.301434772,0.348410988,1.031056055,1.177292403,1.461157866,1.269727795,17.498365,17.498365,17.746282,18.227164,19.0904136,19.3397081,18.9044005,17.1825381,0.2479175,0.543899528,1.003210721,0.938896645,1.098478627,2.342909626,0,0.425438315,0.981740849,0.981740849,0.981740849,0.984957436,0.984957436,3.03132831,1.838849091,1.840106094,1.841484609,1.844849801,1.850217242,1.85774247,1.856662442,1.859714571,1.832508913,1.832508913,1.832508913,1.832508913,1.832508913,1.832508913,1.832508913,1.832508913,1.86332286,1,0,0,1,0,0,0.77815125,-2.113091309,-4.531538935
5/11/2012 8:15,1.903089987,80,12,1,0,0,21,7,5,-60,365.5,365.2,364.21,362.79,360.709,356.163,353.285,348.13,365,365,362,360,355,4,0,0,0,0,0,0.168156012,-0.007565652,0.000204275,-0.007565652,0.019248892,-0.007565652,-0.015408954,-0.01646932,0.012424479,0.01273969,0.014825635,0.017980033,0.013296873,0.003838736,0.003645849,0.000679331,0.026578002,0.027719901,0.032176193,0.039038279,0.028919336,0.008325129,0.007923824,0.001467272,0.018502638,0.02150615,0.023350967,0.027870943,0.019246667,0.004448811,0.006529081,0.002261684,0.039265524,0.037729615,0.041607825,0.05090359,0.046613218,0.014587872,0.011778805,0.001785851,0.22814079,0.23319685,0.261096338,0.292808788,0.254516926,-0.039844903,-0.034076472,-0.030717629,-0.054789111,-0.073956666,0.22463438,0.2305998,0.259191465,0.284394499,0.215298801,-0.1746505,-0.1467328,-0.119375944,-0.180345698,-0.071342442,0.98463049,0.988773445,0.992469638,0.973477576,0.719154977,1.2438925,1.5170162,2.73378888,2.548307,0.899763017,5.7798218,4.608779,3.49971767,4.28857364,4.121640472,10.808662,10.25524,9.3639715,9.326832,9.922192938,8.926495833,9.011955144,8.702149019,0.553422,0.706908723,0.514229568,0.772181115,1.461729396,1.428347866,1.2850783,9.870915,9.870915,9.9651,10.191007,10.404441,10.0839572,9.98406642,9.6557093,0.094184999,0.253192579,0.475173203,0.483259129,0.448810289,0.5506231,0,0,0,0.581602894,0.581602894,0.827926593,1.367206767,4.772947221,3.340047318,3.338954252,3.341592781,3.346231668,3.35450796,3.373112542,3.389614328,3.409172019,3.336459734,3.336459734,3.336459734,3.336459734,3.336459734,3.336459734,3.336459734,3.336459734,3.372912003,0,0,0,1,0,0,0.301029996,-1.969615506,-0.347296355
5/29/2012 8:05,1.079181246,12,11,0,0,1,22,0,42,-6,579.9,579.42,578.39,574.13,567.329,557.713,551.871,539.312,579,577,568,558,544,6,0,0,0.000613476,0.004864248,0.141730864,0.106683648,-0.014918694,-0.007681306,-0.014918694,0.012777114,-0.014918694,-0.024534827,-0.014024782,0.00363069,0.003336051,0.004336066,0.006827695,0.010220103,0.011542641,0.00771207,0.012947657,0.007455262,0.007121728,0.009293354,0.01477115,0.022183831,0.025083335,0.016760235,0.028160132,0.016923244,0.017942397,0.02160918,0.021617579,0.020659322,0.013699641,0.003875437,0.014472132,0.0159863,0.013962485,0.011429858,0.020468618,0.036898243,0.040624585,0.030076098,0.046021518,0.16853115,0.15370706,0.13307281,0.267588866,0.459485123,0.084824159,0.082224972,0.071076995,-0.058290011,-0.218273858,0.14562833,0.12970927,0.111775165,0.228419552,0.37582663,0.50331443,0.538322275,0.54012532,0.060451798,-0.271150336,0.86410334,0.8417139,0.835562217,0.85456193,0.819976205,5.002905,4.4555745,4.71656728,4.29896502,1.92916398,4.1909327,3.9634264,2.142531822,2.662993102,4.727900239,14.959478,14.556898,14.364192,14.8586937,15.87729,15.27206466,14.4399617,14.23658439,0.40257951,0.463766866,0.609157274,1.193693587,1.221349328,1.58133809,1.41276807,8.942234,8.942234,8.991767,9.2143118,9.7444508,10.2407859,10.3869395,10.0035614,0.049533,0.245166941,0.565084493,0.770224666,0.766738653,0.881317557,0,0,0,0,1.491239209,1.493504481,3.218521397,3.864939507,2.502153893,2.504062883,2.508260306,2.517301489,2.529520181,2.559128266,2.597645831,2.662988136,2.501059262,2.501059262,2.495544338,2.495544338,2.495544338,2.495544338,2.495544338,2.495544338,2.551449998,1,0,0,1,0,0,1.041392685,-1.5,-2.598076211
5/30/2012 11:01,0.477121255,3,10,1,0,0,9,0,10,-15,609.8,610.29,610.74,607.38,597.751,584.071,572.743,557.225,601,601,601,593,572,2,0.9990229,0.99951145,0.999091873,0.643126119,0.45480933,0.29821865,-0.006973004,-0.006912146,-0.006973004,0.008148319,-0.006973004,-0.019650498,-0.001862468,-0.007870438,-0.006454563,-0.002628475,0.000630716,0.006624162,0.008460164,0.010388067,0.007058939,-0.017485455,-0.013870212,-0.005763387,0.001447127,0.01445076,0.018415699,0.02259939,0.015375443,-0.03074748,-0.016951179,0.011332666,0.016650563,0.026313282,0.024552686,0.020134799,0.012725364,-0.04540567,-0.045511886,-0.040671509,-0.020294021,0.008073497,0.021957065,0.030882652,0.025167206,0.2230149,0.191572,0.184389253,0.160575207,0.211579091,-0.06561685,0.001217346,0.096739204,0.114981573,0.15315886,-0.2131433,-0.17904632,-0.132090016,-0.075462157,0.038850132,-0.29422632,0.065376465,0.55526384,0.766154228,0.778402714,-0.95573578,-0.930469435,-0.709782593,-0.401189367,0.0455405,-3.1745729,-3.3529874,1.9905643,3.5135201,5.746609662,-5.4265343,-6.05237415,-4.8427856,-3.005660032,-0.616087566,10.875101,11.13076,11.75816,12.0862875,13.6958036,14.71475416,14.83008703,14.26262955,0.2556595,0.478021609,0.540797168,1.780578165,1.799533322,1.615681498,1.623834069,8.103216,8.103216,8.2999975,8.389414,8.69170881,9.136724531,9.651759729,9.923298238,0.1967815,0.181717823,0.339738238,0.654097753,0.974587528,0.97962351,0,0,0,0,0,1.491239209,1.491239209,3.505313137,2.426836454,2.43055877,2.434888121,2.442871555,2.457367097,2.491389712,2.521870011,2.594261027,2.423245874,2.423245874,2.423245874,2.423245874,2.423245874,2.423245874,2.423245874,2.423245874,2.487138375,1,0,0,0,0,0,0.301029996,-1.041889066,5.908846518
6/4/2012 8:52,1.462397998,29,14,0,0,0,16,0,0,0,666.8,666.83,662.97,652.58,647.675,647.356,645.546,635.603,666,666,655,619,619,11,0.26946196,0.1357179,0.04729666,0.028639935,0.227694296,0.314700956,-0.021823823,-0.00350881,-0.021823823,0.008457783,-0.021823823,-0.021823823,-0.023453608,-0.004053878,-0.00442027,-0.003796058,-0.001745755,-0.000123262,0.001258382,-0.001715581,-0.006209345,-0.01068515,-0.01027125,-0.008376817,-0.003912754,-0.000332851,0.002714996,-0.003753002,-0.013514978,-0.019865277,-0.01593558,-0.008788933,-0.004302125,5.79E-05,0.010778804,0.004962482,-0.01008536,-0.024527277,-0.028195942,-0.031035491,-0.020191528,-0.004845689,-0.000786548,-0.009010551,-0.023661601,0.10288318,0.09537914,0.091932777,0.0909687,0.116565174,-0.07694121,-0.055151155,-0.025979675,-0.039657141,-0.004942451,-0.068300797,-0.074798499,-0.084327111,-0.077353717,-0.017988918,-0.74785023,-0.563746205,-0.27457847,-0.43998998,-0.129231547,-0.66386748,-0.794500445,-0.92288127,-0.848390726,-0.344985834,-2.7131581,-1.12667362,0.534147493,0.504929634,0.701408109,-2.9344452,-3.2821292,-3.16947185,-3.2390442,-1.524871714,13.2827835,12.6724902,12.1512811,12.17104062,13.47833215,13.70135551,12.97490478,12.0947453,0.61029325,0.520708837,0.50892712,1.538573337,1.436452714,1.579312522,1.663477574,11.359228,11.359228,11.427716,11.596804,11.460324,11.08117584,10.8006846,9.723188408,0.068488,0.183670966,0.517692957,0.584700489,0.656837189,1.430109581,0,0,0,0,0,0.944396987,0.944396987,0.944396987,2.100370545,2.100370545,2.100715087,2.10754913,2.124960451,2.140602308,2.154849842,2.226471015,2.093421685,2.093421685,2.093421685,2.093421685,2.093421685,2.093421685,2.093421685,2.093421685,2.158362492,1,1,0,1,0,0,0.602059991,-0.347296355,1.969615506
6/5/2012 7:40,1.924279286,84,14,0,0,0,16,0,22,-8,637.6,634.58,623.62,610.19,623.159,635.393,639.1,637.004,635,629,611,586,586,29,0,0.049458,0.085105335,0.042552667,0.088166935,0.152316824,-0.001098903,-0.002359504,-0.001098903,0.014233893,-0.001098903,-0.021823823,0.02072492,-0.008365122,-0.008309504,-0.008533858,-0.008514793,-0.007439741,-0.003622854,-0.001463905,-0.005884533,-0.018578544,-0.018466404,-0.018732075,-0.018649627,-0.016195896,-0.007893158,-0.003190946,-0.012796923,-0.031017925,-0.030663614,-0.031200063,-0.025766718,-0.031654123,-0.014707268,-0.002662652,-0.011379224,-0.017856067,-0.021099542,-0.033352647,-0.038776842,-0.035665468,-0.019694873,-0.011747224,-0.023891143,0.11578232,0.12582684,0.12171683,0.103320022,0.113981981,-0.10997601,-0.11906758,-0.089481924,-0.058985126,-0.085843037,-0.036205284,-0.040665104,-0.068310566,-0.064151962,-0.057505931,-0.94985151,-0.9465452,-0.701369693,-0.505757054,-0.704055303,-0.31270132,-0.32240818,-0.58436355,-0.662058213,-0.536415831,-1.8734529,-1.3331474,-1.688932257,-0.186440002,-1.065753648,0.79547069,-0.26190606,-1.859041718,-2.490597584,-2.793197425,13.106746,12.614955,12.450601,12.6829525,13.67280431,13.58990386,13.67669099,12.71345244,0.491791,0.369543415,0.609754313,1.198971754,1.383144941,1.372457431,1.610987525,12.352298,12.352298,12.483008,12.945828,13.1461488,12.3032362,11.76950015,10.7708361,0.1307105,0.509297634,0.82034008,1.086730652,1.183138375,1.660294458,0,0,0,0,0,0,0.944396987,0.944396987,2.017033339,2.021189299,2.030194785,2.038222638,2.06160325,2.095936102,2.117072337,2.16172727,2.012837225,2.012837225,2.012837225,2.012837225,2.012837225,2.012837225,2.012837225,2.012837225,2.10720997,1,0,0,0,0,0,0.301029996,-0.173648178,0.984807753
