Dates,logEC,beachEColiValue,LOGbeachTurbidityBeach,HeightabovesealevelMax24hr,Sig.waveheightMean2hr,scperp_mean120,MRQdifference6,Seawatertemp0Mean6hr,wvperp_mean24,PointBeachesSumGDP48hr_sqrt
41064.30694,0.3,2,0.509202522,0.011996513,0.22611182,-0.01259097,-2,11.353916,-0.228250435,1.077785533
41065.33333,0,1,0.012837225,0.006502014,0.19459423,-0.015160263,-6,12.579117,-0.500331919,0
41067.31458,0,1,-0.522878745,0.010955919,0.26283798,-0.008348542,0,12.3789058,-0.093230528,0
41068.34028,1.08,11.9,-0.823908741,0.008040912,0.13104174,-0.002713001,-2,11.646218,0.155654398,0
41071.32083,1.39,24.7,0.344392274,-0.002439059,0.59367308,0.028510674,0,8.934721,-0.206286216,0
41072.32083,0.3,2,0.158362492,-0.004908074,0.30604882,0.041456507,-1,9.816356,0.071370083,0
41073.33681,1.54,35,0.774516966,0.001080949,0.41663112,0.036331678,3,7.3815346,-0.403809385,0
41074.38542,1.5,31.8,0.40654018,0.001994916,0.54317061,0.030634738,-3,9.383554,-0.280629732,0
41078.36111,2.24,172.5,0.492760389,0.00238724,0.7117956,0.036824422,42,8.1754537,0.181815862,5.523827917
41079.33333,2.64,436,0.62324929,0.003593043,0.7251207,0.044624531,84,9.3005315,-0.391376049,7.407250275
41080.34028,1.22,16.6,0.998259338,0.003418624,0.80102242,0.044709684,-15,8.94794675,-0.401705048,5.536538867
41081.33264,1.67,46.4,0.491361694,0.001355967,0.22939576,0.046825884,-8,8.41292625,-0.179105572,0.635041318
41085.33125,2.45,285.1,0.534026106,0.006766649,0.71583342,0.02219595,-5,11.829756,-0.552590954,0.86400956
41086.34375,1.41,25.6,0.371067862,0.015065308,0.28743344,0.00629048,-5,11.209384,-0.388500388,0
41087.33542,1.58,38.3,0.787460475,0.014826281,0.44855365,0.002262136,-7,12.4533908,-0.38789113,0
41088.21875,1.58,38.4,0.679427897,0.00913782,0.34832622,0.007539945,-4,11.455395,-0.248840938,0
41092.35764,0.93,8.6,0.274157849,0.005614084,0.098095432,0.01158742,-1,14.255525,-0.254651212,0
41093.375,1.98,96,0.519827994,0.006512983,0.14814898,0.011781537,0,11.7983448,-0.103165613,1.909589323
41094.38681,1.88,76.7,-0.26760624,0.011553662,0.11732007,0.018167449,1,10.638432,0.08096707,1.909589323
41095.67361,1.4,25.3,0.394451681,0.015316052,0.116154518,0.019970676,-2,21.422114,-0.198241845,1.437503257
41098.68542,1.47,29.4,0.657055853,0.017732399,0.27536538,-0.005902588,1,20.110436,-0.431128726,0.376782696
41099.375,1.47,29.4,0.645422269,0.015968136,0.25688807,-0.013057862,0,17.835679,-0.056368292,0.334314971
41100.44444,1.56,36.4,0.688419822,0.014028192,0.4808,-0.017702176,0,19.579898,-0.696719291,0.334314971
41101.38194,0.93,8.6,0.271841607,0.014344468,0.31930095,-0.020693996,-1,19.819006,-0.528450788,0
41106.36944,1.21,16.1,0.421603927,0.006624452,0.307395,0.01547059,-1,20.704948,-0.509119474,0.783525164
41107.36875,1.57,36.9,0.540329475,0.00410272,0.36133162,0.023077671,-2,15.17827,0.108517106,0
41108.36806,3.38,2419.6,0.72916479,0.008281009,0.60073928,0.015040579,11,19.307118,-0.440660574,5.309147773
41109.44931,3.05,1119.9,0.737192643,0.017250465,1.236428,0.004123032,-20,20.47978,-0.704247997,5.834715913
