dates,Observation,beachEColiValue,jday,beachSc,LOGbeachTurbidityBeach,beachTurbidityBeach,beachWaterTemp,tribNorthFishCreekAtHwy2TribSc,tribNorthFishCreekAtHwy2WaterElevation,tribSouthFishCreekAtHwy137TribSc,tribSouthFishCreekAtHwy137WaterElevation,tribWhittleseyCreekAtHwy1304026321TribSc,MeairTemperatureCover1hrX3Y12,MeairTemperatureCover2hrX3Y12,MeairTemperatureCover6hrX3Y12,MeairTemperatureCover12hrX3Y12,MeairTemperatureCover24hrX3Y12,MeairTemperatureCover48hrX3Y12,MeairTemperatureCover72hrX3Y12,MeairTemperatureCover120hrX3Y12,StDevAirTemperatureCover6hrX3Y12,StDevAirTemperatureCover12hrX3Y12,StDevAirTemperatureCover24hrX3Y12,StDevAirTemperatureCover48hrX3Y12,StDevAirTemperatureCover72hrX3Y12,StDevAirTemperatureCover120hrX3Y12,MeanCloudCoverover1hrX3Y12,MeanCloudCoverover2hrX3Y12,MeanCloudCoverover6hrX3Y12,MeanCloudCoverover12hrX3Y12,MeanCloudCoverover24hrX3Y12,MeanCloudCoverover48hrX3Y12,MeanHeightAboveModelSeaLevelmover1hrX3Y12,MeanHeightAboveModelSeaLevelmover24hrX3Y12,MaxHeightAboveModelSeaLevelmover1hrX3Y12,MaxHeightAboveModelSeaLevelmover24hrX3Y12,MinHeightAboveModelSeaLevelmover1hrX3Y12,MinHeightAboveModelSeaLevelmover24hrX3Y12,DiffHeightAboveModelSeaLevelmover24hrX3Y12,Maslowski_sum1,Maslowski_sum2,Maslowski_sum6,Maslowski_sum12,Maslowski_sum24,Maslowski_sum48,Maslowski_sum72,Maslowski_sum120,Maslowski_sum1sqrt,Maslowski_sum2sqrt,Maslowski_sum6sqrt,Maslowski_sum12sqrt,Maslowski_sum24sqrt,Maslowski_sum48sqrt,Maslowski_sum72sqrt,Maslowski_sum120sqrt,WCrainsum1,WCrainsum2,WCrainsum6,WCrainsum12,WCrainsum24,WCrainsum48,WCrainsum72,WCrainsum120,WCrainsum1sqrt,WCrainsum2sqrt,WCrainsum6sqrt,WCrainsum12sqrt,WCrainsum24sqrt,WCrainsum48sqrt,WCrainsum72sqrt,WCrainsum120sqrt,WCQdifference6,WCQmax24,WCQmean1,WCQmean12,WCQmean120,WCQmean2,WCQmean24,WCQmean48,WCQmean6,WCQmean72,WCQmean1log,WCQmean12log,WCQmean120log,WCQmean2log,WCQmean24log,WCQmean48log,WCQmean6log,WCQmean72log,WCQmin1,WCQmin12,WCQmin120,WCQmin2,WCQmin24,WCQmin48,WCQmin6,WCQmin72,parv_airAngleMean1hr,perpv_airAngleMean1hr,parv_airAngleMean2hr,perpv_airAngleMean2hr,parv_airAngleMean6hr,perpv_airAngleMean6hr,parv_airAngleMean12hr,perpv_airAngleMean12hr,parv_airAngleMean24hr,perpv_airAngleMean24hr
40366.40625,1.758154622,57.3,188,108.5,0,0,23,167.9,15.3,268.7,2.2,139.7,20.815706,19.170139,17.238974,17.300459,19.703818,19.097626,18.856517,18.562525,1.687169,1.265242,3.10565,2.645186,2.239964,2.004122,0,0.015918,0.145077,0.115937,0.203635,0.329652,-0.009113,-0.000009,-0.009113,0.025023,-0.009113,-0.02306,0.025563,0,0,0,0,0,15.170677,15.985622,15.985622,0,0,0,0,0,3.894955327,3.998202346,3.998202346,0,0,0,0,0,0.4,0.42,0.42,0,0,0,0,0,0.632455532,0.64807407,0.64807407,0,19,18,18,18.33194444,18,18.10763889,18.42013889,18,18.38773148,1.255272505,1.255272505,1.263208532,1.255272505,1.257861825,1.2652929,1.255272505,1.264528153,18,18,18,18,18,18,18,18,1.041045,-1.088015,1.3435798,-1.3406047,-0.605277975,1.82525603,-0.923243736,2.58912001,-1.015777059,1.001038805
40367.40417,0.799340549,6.3,189,112.7,-0.075720714,0.84,23.3,168.2,15.3,271.8,2.1,134.1,18.104738,17.469358,16.33689,16.419231,18.41561,19.059714,18.870287,18.769026,0.898403,0.664178,2.247862,2.786368,2.540144,2.079543,0,0.147403,0.334427,0.356401,0.190344,0.196989,0.020382,0.001679,0.020382,0.020382,0.020382,-0.015372,-0.00489,0,0,0,0,0,0,15.170677,15.985622,0,0,0,0,0,0,3.894955327,3.998202346,0,0,0,0,0,0,0.4,0.42,0,0,0,0,0,0,0.632455532,0.64807407,0,19,18,18,18.25277778,18,18.00694444,18.05729167,18,18.28240741,1.255272505,1.255272505,1.261328966,1.255272505,1.255440025,1.256652613,1.255272505,1.262033383,18,18,18,18,18,18,18,18,-2.6538599,0.82893556,-2.5716324,1.54939698,-1.8893594,2.602663577,-1.661439072,2.611884605,-0.229155347,0.295855094
40371.40625,1.695481676,49.6,193,110.5,-0.283996656,0.52,20.3,142.8,15.3,282.7,2,141.8,18.346909,18.031977,16.09308,16.403601,17.954497,18.877355,19.003317,18.786448,1.390523,1.255503,2.078534,1.954406,2.221095,2.340763,0,0.110681,0.054216,0.096773,0.28097,0.213019,0.000868,0.002536,0.000868,0.025147,0.000868,-0.011895,-0.005851,0,0,0,0,3.319967,3.419704,3.419704,3.419704,0,0,0,0,1.82207766,1.84924417,1.84924417,1.84924417,0,0,0,0,0.6,0.6,0.6,0.6,0,0,0,0,0.774596669,0.774596669,0.774596669,0.774596669,-1,29,18.33333333,18.75,18.18333333,18.20833333,19.44444444,18.58333333,18.55555556,18.35069444,1.263241435,1.273001272,1.2596735,1.260270195,1.288795539,1.269123617,1.268473962,1.263652504,18,18,17,18,18,17,18,17,-1.3248121,-1.2386013,-1.5065722,0.3052732,-2.112954043,2.25112517,-2.987622138,0.883910069,-3.078292612,0.95811577
40378.40694,1.834420704,68.3,200,98,-0.508638306,0.31,22.5,137.1,15.3,270.5,2.05,104.3,19.579042,18.45346,16.886929,16.999311,18.661534,18.6334,18.627443,18.620529,1.303602,1.101877,2.164004,1.997575,2.003848,1.679008,0,0.048322,0.07031,0.249084,0.245018,0.237966,-0.010736,0.00261,-0.010736,0.030327,-0.010736,-0.014411,0.02276,0,0,0,0.787799,0.787799,13.930465,13.930465,28.165683,0,0,0,0.887580419,0.887580419,3.732353815,3.732353815,5.307135103,0,0,0,0,0,0.05,0.05,0.64,0,0,0,0,0,0.223606798,0.223606798,0.8,0,20,18,18,18.25833333,18,18.1875,18.03472222,18,17.91087963,1.255272505,1.255272505,1.261461132,1.255272505,1.259773006,1.256109458,1.255272505,1.253116915,18,18,17,18,18,17,18,17,-0.45777482,1.1132402,0.06729964,1.9101181,-0.897852853,3.18344877,-1.102940418,2.28747838,-0.361203139,0.39963602
40379.44167,2.267171728,185,201,99.2,-0.026872146,0.94,21.3,126.7,15.3,263.4,2.1,102,17.061443,16.916898,16.185533,16.368627,18.400103,18.544556,18.544311,18.623916,0.647947,0.552058,2.493293,2.341988,2.170973,1.990156,0.759484,0.593796,0.252148,0.353797,0.307361,0.260983,-0.002202,0.000819,-0.002202,0.015581,-0.002202,-0.012521,0.004944,0.027132,0.109735,0.115418,0.115418,0.165069,0.952868,14.095535,14.477814,0.164717941,0.331262736,0.339732248,0.339732248,0.406286844,0.976149579,3.754402083,3.804972273,0,0,0,0,0,0,0.05,0.06,0,0,0,0,0,0,0.223606798,0.244948974,0,18,18,18,17.91388889,18,17.93055556,18.02430556,18,18,1.255272505,1.255272505,1.253189876,1.255272505,1.253593746,1.255858541,1.255272505,1.255272505,18,18,17,18,17,17,18,17,-0.413738,3.871056,-0.4870311,3.5731198,-0.459253464,3.9702056,-0.371464264,3.84578747,-0.279685689,1.9267517
40380.39583,1.445604203,27.9,202,128.8,0.037426498,1.09,21.6,122.9,15.3,255.3,2.2,99.7,19.633017,18.753512,17.791451,17.526018,18.422237,18.462525,18.528861,18.561475,0.851064,0.663292,1.499673,2.053828,2.093302,2.0256,0,0,0,0.101193,0.23964,0.257678,0.012463,-0.00136,0.012463,0.018195,0.012463,-0.017801,-0.014665,0,0,0,0,0.632772,0.77071,1.558508,14.701175,0,0,0,0,0.795469673,0.877900906,1.248402179,3.834211131,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.223606798,0,18,18,18,17.93263889,18,18,17.96527778,18,18.04861111,1.255272505,1.255272505,1.253644203,1.255272505,1.255272505,1.254433937,1.255272505,1.256443787,18,18,17,18,18,17,18,17,-4.744111,0.4773534,-4.655184,1.0014687,-4.34014705,2.76292735,-3.407087481,3.47732906,-1.318137798,1.51344231
40381.35694,1.681241237,48,203,132.5,-0.397940009,0.4,21.1,117.9,15.3,264.6,2.05,99.2,17.83527,17.772522,17.40412,17.6751,19.838099,19.070571,18.9203,18.788932,0.474953,0.508341,2.598383,2.260193,2.341396,2.216368,0,0,0.110697,0.055349,0.040774,0.149126,-0.00695,-0.000324,-0.00695,0.016641,-0.00695,-0.015917,0.019412,0,0,0,0,0,0.715375,0.77071,14.701175,0,0,0,0,0,0.845798439,0.877900906,3.834211131,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.223606798,0,18,18,18,17.94791667,18,17.73958333,17.86979167,18,17.8900463,1.255272505,1.255272505,1.254014044,1.255272505,1.248943415,1.252119489,1.255272505,1.252611464,18,18,17,18,17,17,18,17,-0.08494233,2.961361,-0.28137606,3.3454882,-0.307405688,3.96866922,-0.363292148,3.97087125,-1.789592611,2.232765607
40385.40972,1.478566496,30.1,207,108.8,-0.327902142,0.47,23.6,121.1,15.3,315.5,2,104.6,20.433186,19.941426,18.465331,18.388837,20.822905,19.629218,19.598868,19.481915,1.099419,0.794904,3.01594,2.673332,2.488543,2.326396,0,0,0.055762,0.041299,0.031621,0.146269,0.02389,-0.000818,0.02389,0.028823,0.02389,-0.019399,-0.013319,0,0,0,0,0,0.607788,2.139484,2.246485,0,0,0,0,0,0.779607594,1.462697508,1.498827875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,17.85138889,18,17.70138889,17.85069444,18,17.83912037,1.255272505,1.255272505,1.251672011,1.255272505,1.248007343,1.251655116,1.255272505,1.251373436,18,18,17,18,17,17,18,17,-0.33157407,3.6269741,-0.660405665,3.5064738,-1.26092194,4.13319748,-1.425443144,4.2790746,-1.024020707,2.150759503
40392.39931,3.150326536,1413.6,214,102.1,0.222716471,1.67,22.4,98.7,16.4,111.5,8.8,96,20.213444,20.329228,19.414979,19.600884,20.675646,20.193059,19.990045,19.955113,0.658389,0.656803,1.270857,1.441704,1.56029,1.843052,0.724626,0.469489,0.489281,0.721429,0.527065,0.380308,0.002878,-0.001198,0.002878,0.022755,0.002878,-0.025052,-0.020833,0,0,3.281459,47.632331,47.632331,47.712331,52.656922,52.656922,0,0,1.811479782,6.901617999,6.901617999,6.90741131,7.25650894,7.25650894,1.17,1.81,1.82,1.82,1.82,1.85,2.05,2.06,1.081665383,1.345362405,1.349073756,1.349073756,1.349073756,1.360147051,1.431782106,1.435270009,10,70,58.25,41.94444444,20.54513889,61.79166667,29.97222222,23.98958333,56.90277778,22.26967593,1.76529593,1.622674447,1.312709082,1.790929909,1.476718944,1.380022705,1.755133468,1.347713897,54,18,17,54,18,18,44,17,1.1694218,-2.2040584,0.8753182,-2.1030447,0.714636558,1.69046633,0.785907196,1.32593149,-0.57969304,2.83777203
40393.40972,2.152594078,142.1,215,121.1,0.51054501,3.24,24.3,103,15.4,122.8,5,100.2,21.162495,20.842349,19.952094,19.673441,20.866882,20.771264,20.417666,20.195463,0.688578,0.585133,1.447501,1.365398,1.478171,1.789684,0.427316,0.266951,0.247125,0.355246,0.458634,0.492849,-0.020096,-0.000443,-0.020096,0.033192,-0.020096,-0.023959,0.007574,0,0,0,0,0.007673,47.640004,47.720004,52.664594,0,0,0,0,0.087595662,6.90217386,6.907966705,7.25703755,0,0,0,0,0,1.82,1.85,2.05,0,0,0,0,0,1.349073756,1.360147051,1.431782106,-1,51,21,22.49305556,22.61388889,21,28.34027778,29.33854167,21.22222222,25.56134259,1.322219295,1.352048456,1.354375254,1.322219295,1.452404103,1.467438523,1.326790858,1.407583661,21,21,17,21,21,18,21,18,-2.06623,4.493818,-2.226294,4.50898,-1.754656458,3.89931008,-1.360500216,3.43611969,-0.335181132,0.683213262
40394.40972,2.762978491,579.4,216,135.3,1.193124598,15.6,23.4,116.3,15.3,158.8,3.05,100.3,20.988943,20.685989,20.203773,20.247544,22.016349,21.441615,21.186292,20.570673,0.40936,0.436898,2.131487,1.910384,1.761188,1.851006,0,0.038979,0.012993,0.006496,0.070482,0.264558,-0.025753,-0.003265,-0.025753,0.023664,-0.025753,-0.025753,0.008068,0,0,0,0,0.012641,0.020314,47.652645,52.677236,0,0,0,0,0.112432202,0.14252719,6.903089526,7.257908514,0,0,0,0,0,0,1.82,2.05,0,0,0,0,0,0,1.349073756,1.431782106,0,21,18,18,22.78958333,18,18.43402778,23.38715278,18,25.7037037,1.255272505,1.255272505,1.357736385,1.255272505,1.265620238,1.368977353,1.255272505,1.409995706,18,18,17,18,18,18,18,18,-4.692704,2.809872,-4.83767,3.321107,-4.0966604,4.52040068,-3.65563008,4.24043311,-3.75468122,3.216437672
40399.41667,2.006037955,101.4,221,125.5,0.952792443,8.97,24.6,121.7,15.3,153.2,2.95,107.5,21.269537,21.115133,20.680104,20.218774,20.945264,20.644988,20.178975,20.193305,0.569063,0.655109,0.972893,1.281989,1.627317,1.669908,0.840226,0.908991,0.842832,0.816176,0.709985,0.617188,-0.031131,0.001145,-0.031131,0.022148,-0.031131,-0.031131,0.009787,0,0,0,0,0,18.349421,18.349421,18.628696,0,0,0,0,0,4.283622416,4.283622416,4.316097311,0,0,0,0,0,0.62,0.62,0.85,0,0,0,0,0,0.787400787,0.787400787,0.921954446,0,19,18,18,17.68055556,18,18.0625,18.39236111,18,17.92824074,1.255272505,1.255272505,1.247495907,1.255272505,1.25677786,1.264637485,1.255272505,1.253537675,18,18,17,18,18,17,18,17,-2.258818,1.497483,-2.18349,1.223145,-0.95156677,0.460544948,-1.173552561,0.997801099,0.367759478,-0.737664771
40407.41667,2.12515583,133.4,229,96.7,1.247973266,17.7,15.7,129,15.3,160.4,2.5,106,16.074667,15.845942,15.368437,15.963655,17.532929,17.855619,18.923798,20.0031,0.4517,0.824686,1.777655,1.60243,2.309901,2.650985,0,0,0.018166,0.018947,0.147203,0.301558,-0.000262,0.001913,-0.000262,0.049121,-0.000262,-0.039743,-0.039482,0,0,0,0,0,1.08942,1.08942,61.089696,0,0,0,0,0,1.043752844,1.043752844,7.815989765,0,0,0,0,0,0.11,0.11,1.66,0,0,0,0,0,0.331662479,0.331662479,1.288409873,0,20,19,19,25.72013889,19,19.01736111,19.36458333,19,21.24305556,1.278753601,1.278753601,1.410273309,1.278753601,1.279150253,1.287008157,1.278753601,1.327216985,19,19,17,19,19,19,19,19,-4.246775,-0.1794235,-5.7098587,0.059659465,-5.98461292,2.361736238,-5.82901013,3.266028169,-6.660613646,2.231284971
