CDTTime,logEC,beachEColiValue,jday,beachSc,LOGbeachTurbidityBeach,beachTurbidityBeach,beachWaterTemp,tribSouthStormWaterOutfallTribSc,tribSouthStormWaterOutfallTribTurbidity,MeanAirtempCover120hr13816,MeanAirtempCover12hr13816,MeanAirtempCover1hr13816,MeanAirtempCover24hr13816,MeanAirtempCover2hr13816,MeanAirtempCover48hr13816,MeanAirtempCover6hr13816,MeanAirtempCover72hr13816,MeanCloudcoverover12hr13816,MeanCloudcoverover1hr13816,MeanCloudcoverover24hr13816,MeanCloudcoverover2hr13816,MeanCloudcoverover48hr13816,MeanCloudcoverover6hr13816,StDevAirtempCover120hr13816,StDevAirtempCover24hr13816,StDevAirtempCover48hr13816,StDevAirtempCover72hr13816,MeanSeaWaterTemperatureCover1hrX138Y16Sigma0,MeanSeaWaterTemperatureCover2hrX138Y16Sigma0,MeanSeaWaterTemperatureCover6hrX138Y16Sigma0,StDevSeaWaterTemperatureCover6hrX138Y16Sigma0,StDevSeaWaterTemperatureCover12hrX138Y16Sigma0,MeanSeaWaterTemperatureCover12hrX138Y16Sigma0,MeanSeaWaterTemperatureCover24hrX138Y16Sigma0,StDevSeaWaterTemperatureCover24hrX138Y16Sigma0,MeanSeaWaterTemperatureCover48hrX138Y16Sigma0,StDevSeaWaterTemperatureCover48hrX138Y16Sigma0,MeanSeaWaterTemperatureCover72hrX138Y16Sigma0,StDevSeaWaterTemperatureCover72hrX138Y16Sigma0,MeanSeaWaterTemperatureCover120hrX138Y16Sigma0,StDevSeaWaterTemperatureCover120hrX138Y16Sigma0,uploadRedarrowAREA76899400Sumover1hrGeographicalMeankgm2,uploadRedarrowAREA76899400Sumover2hrGeographicalMeankgm2,uploadRedarrowAREA76899400Sumover6hrGeographicalMeankgm2,uploadRedarrowAREA76899400Sumover12hrGeographicalMeankgm2,uploadRedarrowAREA76899400Sumover24hrGeographicalMeankgm2,uploadRedarrowAREA76899400Sumover48hrGeographicalMeankgm2,uploadRedarrowAREA76899400Sumover72hrGeographicalMeankgm2,uploadRedarrowAREA76899400Sumover120hrGeographicalMeankgm2,uploadManitowocRId0Sumover1hrGeographicalMeankgm2,uploadManitowocRId0Sumover2hrGeographicalMeankgm2,uploadManitowocRId0Sumover6hrGeographicalMeankgm2,uploadManitowocRId0Sumover12hrGeographicalMeankgm2,uploadManitowocRId0Sumover24hrGeographicalMeankgm2,uploadManitowocRId0Sumover48hrGeographicalMeankgm2,uploadManitowocRId0Sumover72hrGeographicalMeankgm2,uploadManitowocRId0Sumover120hrGeographicalMeankgm2,ManitowocR_sum1_sqrt,ManitowocR_sum2_sqrt,ManitowocR_sum6_sqrt,ManitowocR_sum12_sqrt,ManitowocR_sum24_sqrt,ManitowocR_sum48_sqrt,ManitowocR_sum72_sqrt,ManitowocR_sum120_sqrt,RedA_sum1_sqrt,RedA_sum2_sqrt,RedA_sum6_sqrt,RedA_sum12_sqrt,RedA_sum24_sqrt,RedA_sum48_sqrt,RedA_sum72_sqrt,RedA_sum120_sqrt,Qmin1,Qmin2,Qmin6,Qmin12,Qmax24,Qmin24,Qmin48,Qmin72,Qmin120,Qdifference6,Qmean1,Qmean2,Qmean6,Qmean12,Qmean24,Qmean48,Qmean72,Qmean120,Qmean1_Log,Qmean2_Log,Qmean6_Log,Qmean12_Log,Qmean24_Log,Qmean48_Log,Qmean72_Log,Qmean120_Log,scperp_mean1,scperp_mean2,scperp_mean6,scperp_mean12,scperp_mean24,scperp_mean48,scperp_mean72,scperp_mean120,scparl_mean1,scparl_mean2,scparl_mean6,scparl_mean12,scparl_mean24,scparl_mean48,scparl_mean72,scparl_mean120,dcperp_mean1,dcperp_mean2,dcperp_mean6,dcperp_mean12,dcperp_mean24,dcperp_mean48,dcperp_mean72,dcperp_mean120,dcparl_mean1,dcparl_mean2,dcparl_mean6,dcparl_mean12,dcparl_mean24,dcparl_mean48,dcparl_mean72,dcparl_mean120,wndperp_mean1,wndperp_mean2,wndperp_mean6,wndperp_mean12,wndperp_mean24,wndparl_mean1,wndparl_mean2,wndparl_mean6,wndparl_mean12,wndparl_mean24,wvh_mean1,wvh_mean2,wvh_mean6,wvh_mean12,wvh_mean24,wvperp_mean1,wvperp_mean2,wvperp_mean6,wvperp_mean12,wvperp_mean24,wvparl_mean1,wvparl_mean2,wvparl_mean6,wvparl_mean12,wvparl_mean24,dirwvhperp_mean1,dirwvhperp_mean2,dirwvhperp_mean6,dirwvhperp_mean12,dirwvhperp_mean24,dirwvhparl_mean1,dirwvhparl_mean2,dirwvhparl_mean6,dirwvhparl_mean12,dirwvhparl_mean24
40367.375,3.298,1986.3,189,489,0.691965103,4.92,13.6,920,5.78,20.208903,19.737722,20.490204,19.894608,20.371379,20.311485,19.951239,20.086093,0.772803,0.975439,0.569643,0.830606,0.46523,0.730431,1.180867,0.492851,0.852046,0.874694,10.416322,10.416322,10.698016,0.281694,0.704265,11.32581,11.823643,0.977318,10.764376,1.296387,10.512266,1.200598,10.504438,1.116825,0,0,0.527487,1.039919,6.483636,6.483636,8.552353,8.552353,0,0,0.684901,3.253375,8.950852,8.950852,15.738235,16.202881,0,0,0.827587458,1.803711451,2.991797453,2.991797453,3.967144439,4.025280239,0,0,0.726283003,1.019764188,2.54629849,2.54629849,2.92444063,2.92444063,339,339,339,339,381,339,339,339,339,-13,346.5,346.125,350.2083333,353.8541667,361.8541667,380.4375,404.9548611,448.1083333,2.539703239,2.539232969,2.544326476,2.548824314,2.558533578,2.580283319,2.607406617,2.65138302,0.057083289,0.055278501,0.040640967,0.028623153,0.026161173,0.02577827,0.034793757,0.065635903,0.036285463,0.036250132,0.034478162,0.026959828,0.01451901,0.020009495,0.022358221,0.034230762,0.010817573,0.009280502,0.003503676,-0.003501899,-0.012655777,-0.000489207,0.005854907,0.034347655,-0.000931655,-0.001350198,-0.003276233,-0.005545379,-0.007208592,-0.000142179,0.002632931,0.01189813,2.150548691,2.97434997,2.774558248,3.012354893,3.13022699,2.737995769,2.56929324,2.225231585,1.842190201,-0.161022732,0.21073258,0.212749655,0.225680652,0.22481665,0.199296593,-0.307353296,-0.292323243,-0.220688952,-0.214760004,-0.499648059,0.951595477,0.956190413,0.972441408,0.97166569,0.649938071,-0.064769353,-0.062161352,-0.049068205,-0.047553505,-0.091177866,0.20053217,0.203438449,0.219621536,0.218612491,0.143514436
40371.38194,2.6387,435.2,193,443,0.882524538,7.63,13.4,1080,3.17,20.596215,19.506749,21.145994,20.472693,20.768221,20.597239,19.866508,20.914059,0.702478,0.057911,0.560215,0.356789,0.364723,0.513604,1.241089,1.459784,1.489142,1.429003,7.902221,7.902221,7.98886,0.086639,0.248278,8.229368,8.380406,0.240016,10.950743,3.176348,11.952104,3.02802,11.999687,2.430336,0,0,0,0.62369,1.387433,1.651176,1.651176,8.134812,0,0,0,0.08554,7.103129,9.825751,9.83415,18.786525,0,0,0,0.292472221,2.665169601,3.134605398,3.135944834,4.334342511,0,0,0,0.789740464,1.177893459,1.284980934,1.284980934,2.852159182,174,171,171,171,201,171,171,171,171,-8,177.25,176.5,178.2083333,183.6875,186.9375,205.9322917,226.4791667,271.6125,2.248586244,2.24674471,2.250928009,2.264079603,2.27169643,2.313724452,2.355028258,2.433949753,-0.030239171,-0.025679283,0.011192842,0.032820264,0.054427914,0.061767552,0.030142841,0.036337504,0.020008173,0.024911368,0.033460557,0.026831094,0.035192358,0.033424762,0.022911636,0.023380624,0.006057894,0.007974157,0.012385196,0.017964797,0.033622655,0.024775698,0.019292545,0.014704066,0.009263192,0.009189578,0.010145475,0.011215328,0.014967324,0.010567332,0.009184857,0.005835828,-3.377474327,-4.198197208,-2.320957913,-0.297878974,1.528055939,0.345162868,0.562009406,2.442532077,1.457044017,1.821098346,0.11975969,0.121856248,0.133198964,0.130453217,0.251737261,0.685309088,0.772912416,0.477796286,-0.085321271,-0.053099429,-0.728252329,-0.618838087,0.380648076,0.419322504,0.545798224,0.082072404,0.094367872,0.053052558,-0.00665752,-0.027372372,-0.087215273,-0.075179894,0.06118407,0.071708649,0.199978195
40372.39583,3.3837,2419.6,194,371,0.971739591,9.37,16.8,1117,2.98,20.648848,19.471082,20.490322,20.157773,20.287447,20.315233,19.463809,20.45075,0.036545,0.106295,0.240484,0.053148,0.40035,0.020769,1.245769,0.784198,1.182269,1.313876,12.695856,12.695856,12.779937,0.084082,0.075118,12.783207,11.816037,1.515291,10.098221,2.031686,11.239174,2.767287,11.998166,2.485008,0,0,0,0,0,1.387433,1.651176,1.651176,0,0,0,0.151325,0.62389,7.727019,10.449641,10.459563,0,0,0,0.389005141,0.789867077,2.779751608,3.232590447,3.234124766,0,0,0,0,0,1.177893459,1.284980934,1.284980934,159,159,159,159,182,159,159,159,159,2,163.25,162.625,163.9583333,164.9375,168.0104167,177.3177083,193.0243056,232.56875,2.21285319,2.21118731,2.214733495,2.217319408,2.225336209,2.24875211,2.285611999,2.366551359,-0.063691496,-0.07232695,-0.088207676,-0.077382159,-0.043736529,0.005345693,0.026599525,0.021522392,-0.066107871,-0.062209846,-0.050106333,-0.026821485,-0.025000961,0.005095699,0.013949521,0.014826549,-0.04266239,-0.042221536,-0.037137035,-0.028762705,-0.016396958,0.008612848,0.01105148,0.013644763,-0.013766905,-0.013450614,-0.010280999,-0.00555801,-0.000177671,0.007394827,0.006985664,0.007187834,-2.099604455,-2.737008655,-4.163442237,-4.414091092,-3.313044057,-5.376310119,-4.828197839,-3.01830726,-2.099953146,-2.60715116,0.4582647,0.43437242,0.365061465,0.286618898,0.21593794,-0.906570495,-0.890766887,-0.811513223,-0.62719839,-0.58182567,-0.422054425,-0.453121853,-0.572597587,-0.727209638,-0.710649021,-0.415449256,-0.387302153,-0.2998983,-0.19809028,-0.144884159,-0.193412644,-0.196081364,-0.203695426,-0.192504458,-0.144589329
40373.38194,3.2388,1732.9,195,557,0.5774918,3.78,17.9,1136,2.61,20.68826,19.922871,22.213057,20.54135,21.926219,20.349562,20.395671,20.390605,0,0,0.092272,0,0.166378,0,1.275703,0.969548,0.902374,1.120957,14.779892,14.779892,14.704289,0.075603,0.266473,14.936435,14.658845,0.859013,13.237441,1.880796,11.618429,2.76041,12.466239,2.70422,0,0,0,0,0,0,1.387433,1.651176,0,0,0,0.065952,0.065952,0.689842,7.792971,10.523992,0,0,0,0.256811215,0.256811215,0.830567276,2.791589332,3.244070283,0,0,0,0,0,0,1.177893459,1.284980934,144,144,142,142,169,142,142,142,142,0,146,146.125,147.375,149.4166667,152.9479167,160.5052083,169.3159722,200.0895833,2.164352856,2.164724524,2.168423818,2.174399044,2.184543566,2.20548913,2.228697929,2.30122448,0.053678446,0.0378073,-0.022174527,-0.077150139,-0.067059803,-0.055398166,-0.018789473,-0.004073562,-0.01062251,-0.021072698,-0.047149465,-0.044998674,-0.030878922,-0.027939941,-0.006895842,0.002571005,-0.019027654,-0.019194612,-0.024029571,-0.031374725,-0.034775721,-0.025586339,-0.005850008,0.001340991,-0.00744401,-0.008031093,-0.010722764,-0.012074133,-0.009579481,-0.004878576,0.001736724,0.003559484,5.214056085,4.885162068,0.170020529,-1.922825505,-2.090156115,-0.511477048,0.343671447,0.388847528,0.469293332,-1.792381153,0.21623516,0.215775505,0.209961045,0.234817129,0.382166115,-0.991116282,-0.97473897,-0.789236188,-0.749510472,-0.833592275,0.132998176,-0.076279529,-0.497329488,-0.586001614,-0.491473733,-0.214314188,-0.210332321,-0.166075768,-0.180239834,-0.333432256,0.028758882,-0.016363058,-0.103349796,-0.133851749,-0.171213684
40378.38194,2.3577,227.9,200,370,0.682145076,4.81,15,898,4.1,22.098535,20.197136,21.173046,21.094566,20.649324,21.684278,20.130329,22.190112,0.555044,0.989545,0.632257,0.981604,0.407129,0.678853,1.289896,1.158224,1.295551,1.443362,11.552011,11.552011,11.430955,0.121055,0.32336,11.140871,10.950874,0.384023,10.493423,0.971139,9.230246,1.961326,10.623773,2.673377,0,0,0,0,7.443717,7.818717,7.818717,53.66754,0,0,0,0.00001,12.204622,16.110605,16.110625,78.197503,0,0,0,0.003162278,3.493511414,4.013801814,4.013804305,8.842935203,0,0,0,0,2.728317613,2.796196881,2.796196881,7.325813265,840,829,823,818,861,714,644,620,133,16,846.25,844.375,840.7083333,840.4375,831.5729167,757.1875,717.4861111,579.5125,2.927498682,2.926535366,2.924645352,2.924505422,2.919900336,2.879203436,2.855813499,2.763062808,0.013038805,0.014196939,-0.009083604,-0.035859076,-0.036678635,-0.019076356,0.005683019,0.048556823,-0.010170124,-0.014637972,-0.02822134,-0.034725741,-0.023536179,-0.00589168,0.007388103,0.027601065,-0.024435868,-0.024059987,-0.026860278,-0.030823394,-0.019355294,-0.005935386,0.008175473,0.033936502,-0.015087416,-0.014761668,-0.015640447,-0.01441272,-0.008310832,-0.001980938,0.002641731,0.010609254,3.510856649,2.535899312,0.448646875,-1.630565355,-1.345839192,-2.320113884,-2.914921767,-0.827086449,-0.555100491,-0.521371918,0.25505495,0.24575079,0.141170779,0.200391129,0.260902429,-0.950411407,-0.957719098,-0.185392925,-0.417893964,-0.354334949,-0.310995431,-0.286573357,-0.586456832,-0.663047131,-0.388809427,-0.242407134,-0.235292233,-0.072134276,-0.124366857,-0.129312589,-0.079320924,-0.070652856,-0.066616513,-0.126474454,-0.05725609
40379.38194,3.3837,2419.6,201,338,1.626340367,42.3,19.4,468,52.6,21.897662,19.905291,20.726376,20.631227,20.516601,20.862897,19.880491,21.333261,0.756976,0.976615,0.702055,0.97675,0.667156,0.911258,1.442943,0.840336,1.038024,1.26522,13.577,13.577,13.600721,0.023721,0.0209,13.589379,13.466766,0.53758,12.20882,1.341887,11.484538,1.640026,10.633977,2.663451,0,0,0,1.956149,59.861959,67.305676,67.680676,67.708162,0,0,0,2.89819,11.752714,23.957336,27.863319,28.055132,0,0,0,1.702407119,3.428223155,4.894623172,5.278571682,5.296709545,0,0,0,1.398623967,7.737051053,8.204003657,8.226826606,8.228496947,1160,1160,1070,1020,1190,834,714,644,320,90,1172.5,1176.25,1153.333333,1108.541667,985.5,908.5364583,833.2916667,740.1895833,3.069112851,3.070499636,3.061954844,3.044752022,2.993656629,2.95834236,2.920797039,2.869342969,-0.031414573,-0.043469424,-0.016128625,0.024455935,0.031507858,-0.002585389,-0.002214952,0.018353277,-0.008381115,-0.003936482,0.020854657,0.016908709,0.014581181,-0.004477499,0.000932607,0.018362483,0.001846852,0.000649134,0.006088432,0.00789189,-0.003404126,-0.01137971,-0.005091633,0.011873261,-0.000839222,-0.001156016,0.000201752,0.000591164,-0.004489213,-0.006400023,-0.00281703,0.00344977,3.160657909,2.894679179,-1.395797754,-0.212135043,1.695563647,1.514479391,0.665221504,-1.057068008,-1.15942376,-1.883518592,0.06729516,0.085400785,0.124820439,0.179568298,0.230806678,-0.937041459,-0.663323201,-0.223343531,-0.431463718,-0.637197759,0.349218131,-0.285881974,-0.758575913,-0.294416145,0.068777305,-0.063058355,-0.051692482,-0.018714488,-0.104078382,-0.169553674,0.02350069,-0.035913429,-0.107892387,-0.021253499,0.05466925
40381.36806,1.3032,20.1,203,345,0.356025857,2.27,19.2,924,6.65,21.535698,20.965561,20.73664,22.33048,20.589047,21.799754,20.415755,21.416448,0.020062,0.115574,0.05182,0.058522,0.188409,0.039673,1.29086,1.515216,1.273679,1.270659,10.811114,10.811114,10.687613,0.123501,0.090112,10.671395,10.410741,0.643606,11.608749,2.318485,12.228088,2.108809,11.534222,1.941047,0,0,0,0,0,0.58377,60.445729,68.264446,0.049022,0.049022,0.049022,0.049022,0.049022,6.532857,18.28557,34.396175,0.221409124,0.221409124,0.221409124,0.221409124,0.221409124,2.555945422,4.276163,5.864825232,0,0,0,0,0,0.764048428,7.774685138,8.262230086,1010,1010,1010,1010,1090,1010,992,834,644,-10,1017.5,1021.25,1022.5,1026.041667,1043.020833,1049.229167,1026.840278,918.5604167,3.007534418,3.00913207,3.009663317,3.011164997,3.018292983,3.020870355,3.011502896,2.963107727,0.000227202,-0.004278292,-0.013863021,-0.005171598,-0.003165916,0.036650944,0.03555399,0.013582916,-0.019567986,-0.021664943,-0.015962846,-0.003943753,0.009531161,0.024817897,0.021380811,0.010682166,-0.00115278,-0.000856681,0.001392442,0.007596353,0.015823599,0.028743527,0.017662605,0.008605839,-0.001070441,-0.00077402,0.000922922,0.003523256,0.006022832,0.009697649,0.004770803,0.002252479,2.874409707,0.320680773,-2.478472098,-1.696646322,-2.030227575,-1.306431015,-0.232177567,0.34799811,2.391128904,3.809819437,0.031154564,0.074462187,0.106746334,0.109378241,0.130751753,0.088737838,0.248044443,0.549146242,0.769828082,0.862557711,-0.996055017,-0.954663338,-0.73821009,-0.38567121,-0.316518824,0.002764589,0.025369122,0.065307998,0.088235033,0.116772356,-0.03103166,-0.069293745,-0.075340189,-0.03838301,-0.037737106
40385.38194,2.3829,241.5,207,960,0.579783597,3.8,21.6,514,3.67,22.016808,20.909692,22.570301,21.764431,22.18148,21.734262,21.021429,22.162967,0.025771,0,0.033808,0,0.205459,0.051542,1.285507,1.038539,1.127346,1.272883,11.707868,11.707868,12.585187,0.87732,1.964705,14.375026,15.228586,1.946667,13.664495,2.163433,12.458588,2.552049,12.100384,2.178508,0,0,0,0,0,0,4.804973,32.148556,0,0,0,0,0,0,16.853435,57.086174,0,0,0,0,0,0,4.105293534,7.555539292,0,0,0,0,0,0,2.192024863,5.669969665,1870,1860,1840,1830,1940,1830,1750,1440,998,-20,1882.5,1875,1876.666667,1876.25,1886.5625,1970.052083,1831.319444,1606.766667,3.274734985,3.273001272,3.27338714,3.273290705,3.275671198,3.294477708,3.262764107,3.205952813,0.029285005,0.027365248,0.01498116,0.005885188,0.022043277,-0.011258869,0.009927871,0.017342322,0.027608523,0.028307367,0.042165218,0.052682336,0.026151055,0.003919192,0.012589375,0.014320004,0.032276705,0.033071403,0.026445072,0.020566083,0.006572081,-0.005343671,0.006687112,0.013899895,0.014012445,0.013723039,0.011218173,0.007955947,0.0024083,-0.001949933,0.002557406,0.004855639,-1.390008091,-1.558504577,-1.488208357,-0.830403431,0.985202015,4.671033726,4.498696884,5.042495349,5.007879415,2.300629739,0.12305873,0.132960785,0.158124667,0.154266104,0.225154209,0.960643227,0.958481097,0.858311379,0.718668796,-0.036371452,0.277785151,0.285055186,0.476065364,0.627540595,0.398389169,0.118215536,0.127418989,0.13336149,0.110801563,-0.066839991,0.034183888,0.03797315,0.079326441,0.09806928,0.054896758
40386.37153,2.5367,344.1,208,360,0.532754379,3.41,21.8,731,2.96,21.957748,21.07438,22.047543,22.043309,21.457926,21.891586,20.785776,21.828246,0.001424,0,0.009498,0,0.022372,0,1.187513,1.098505,1.073685,1.12396,9.807136,9.807136,10.034302,0.227167,0.723016,10.661891,11.804068,1.371793,13.516327,2.401561,13.044353,2.125258,12.379049,2.099605,0,0,0,0,0,0,0,32.148556,0,0,0,0,0,0,0,57.037152,0,0,0,0,0,0,0,7.552294486,0,0,0,0,0,0,0,5.669969665,1870,1860,1830,1830,1910,1830,1830,1750,998,0,1885,1883.75,1877.083333,1873.541667,1870.520833,1878.541667,1936.423611,1770.558333,3.275311355,3.275023265,3.273483554,3.272663356,3.27196255,3.273820832,3.287000369,3.24811024,0.07234148,0.069666544,0.065823526,0.079217158,0.10907476,0.061862711,0.029219537,0.039607287,0.025528856,0.022795079,0.020340063,0.033990863,0.039148742,0.031121948,0.015760437,0.020105938,0.044416231,0.043982721,0.046482613,0.0559367,0.050698463,0.027067608,0.013044154,0.020843145,0.011330413,0.010933642,0.011405812,0.012962525,0.014037224,0.007632904,0.003265199,0.006411668,2.944694055,2.845978133,2.381640103,3.462592548,4.175599478,3.753025649,3.358097259,2.886784947,2.919688456,1.91246237,0.2820929,0.276245775,0.285432507,0.330913156,0.304230557,-0.094166934,-0.091710313,-0.118163802,-0.097859147,0.013544318,0.995556422,0.995782673,0.992386832,0.994644322,0.90883208,-0.026563823,-0.025348951,-0.033505561,-0.031433613,-0.028459474,0.280839398,0.275079433,0.283287366,0.329250285,0.291651916
40387.38194,2.588,387.3,209,342,0.805500858,6.39,28.9,759,4.06,22.289239,22.545396,22.570795,22.892463,22.513692,22.478648,22.26606,22.240575,0.494156,0.890809,0.276528,0.886395,0.143013,0.709427,1.172843,0.561236,0.974044,1.051373,11.312227,11.312227,11.183971,0.128256,0.918904,10.327076,9.97654,0.821738,10.890304,1.453788,12.336398,2.618119,11.831274,2.311592,0,0,0.138743,0.91623,0.91623,0.91623,0.91623,5.721203,0,0.015067,1.43593,3.377494,3.377494,3.377494,3.377494,20.23093,0,0.122747709,1.198302967,1.837795963,1.837795963,1.837795963,1.837795963,4.497880612,0,0,0.372482214,0.957199039,0.957199039,0.957199039,0.957199039,2.391903635,1860,1860,1860,1860,1930,1860,1830,1830,1440,10,1895,1895,1895,1893.541667,1889.270833,1879.739583,1882.013889,1850.6875,3.277609214,3.277609214,3.277609214,3.277274866,3.27629422,3.274097687,3.274622824,3.267333092,-0.044548539,-0.022538607,0.039314287,0.077030943,0.105513925,0.108531914,0.079702368,0.049369488,0.027713658,0.033808165,0.04959077,0.057560447,0.054885795,0.046948782,0.040016206,0.026333138,0.027736783,0.033238597,0.042837578,0.06210517,0.071252715,0.061243058,0.043019399,0.02850949,0.013433182,0.014669349,0.017730738,0.023196132,0.025023703,0.019476318,0.013786979,0.009324971,-5.85260543,-5.472315246,-2.212670972,-0.752930223,3.551177777,4.348051403,4.688766631,6.386727391,5.660014671,2.923270711,0.2303911,0.22377392,0.242704563,0.401613928,0.575221176,0.940778684,0.956101831,0.806056414,0.336388164,-0.048312885,-0.339021339,-0.050837262,0.427880399,0.661599703,0.778355033,0.216747036,0.213849259,0.195373532,0.008377192,-0.164898598,-0.078107499,-0.013283019,0.106336456,0.303980474,0.484567798
40388.38889,2.0969,125,210,348,0.746634199,5.58,21.8,1039,4.47,22.151875,20.869209,22.277342,22.333556,22.009702,22.61301,20.871021,22.430284,0.149809,0.000975,0.283645,0.001233,0.280086,0.129075,1.238005,1.621286,1.244938,1.230193,9.641397,9.641397,9.784793,0.143397,0.701941,10.384768,11.248856,1.11666,10.612698,1.16867,11.009821,1.361327,12.071691,2.16228,0,0,0,0,0,0.91623,0.91623,0.91623,0,0,0,0.04035,0.04035,3.417844,3.417844,3.417844,0,0,0,0.200873094,0.200873094,1.848741193,1.848741193,1.848741193,0,0,0,0,0,0.957199039,0.957199039,0.957199039,1820,1820,1820,1820,1920,1820,1820,1820,1750,0,1835,1837.5,1849.583333,1858.333333,1870.729167,1879.947917,1876.701389,1914.3125,3.263636069,3.264227348,3.267073903,3.269123617,3.272010917,3.274145817,3.273395175,3.282012835,-0.074916525,-0.067480502,-0.061552514,-0.062743043,-0.077272053,0.014120936,0.046597258,0.023454807,-0.005873782,-0.006616855,-0.02014904,-0.032062058,-0.022463769,0.016211013,0.023811265,0.015854436,-0.019135122,-0.019660953,-0.024371812,-0.024977079,-0.017195348,0.027028683,0.035096922,0.018920685,-0.008217713,-0.008797101,-0.010351069,-0.010468153,-0.005656759,0.009683472,0.011098626,0.005879202,-3.880309641,-3.222733853,-3.41636224,-4.070176809,-4.326468722,5.123365131,5.390324835,4.17124257,2.086445609,3.012125997,0.20493352,0.189432985,0.181847242,0.181843395,0.181871055,0.938235004,0.935364446,0.679739404,0.313407339,0.560913318,-0.345998666,-0.353592209,-0.619700712,-0.772014791,-0.676041243,0.192275802,0.177233374,0.122865679,0.051341312,0.100005784,-0.070906725,-0.066864324,-0.112723914,-0.140866676,-0.122200564
40392.37847,2.2695,186,214,419,0.784617293,6.09,23.4,1178,3.22,21.973056,22.186324,23.24389,22.483195,23.178259,21.75475,22.358064,21.801578,0.084838,0.05277,0.13727,0.240704,0.516948,0.153951,1.183379,0.524771,0.926827,1.024168,9.568107,9.568107,9.61377,0.045663,0.962387,10.327598,11.942083,1.78398,12.028169,1.322461,11.903688,1.130479,11.653764,1.223979,0,0,0,0,0,0,0.721203,0.721203,0.002935,0.002935,0.002935,0.529248,0.529248,0.54766,3.41652,3.464425,0.05417564,0.05417564,0.05417564,0.72749433,0.72749433,0.740040539,1.848383077,1.861296591,0,0,0,0,0,0,0.849236716,0.849236716,1560,1560,1550,1550,1670,1550,1550,1550,1550,30,1572.5,1576.25,1583.75,1593.541667,1609.375,1640,1669.166667,1735.645833,3.196590654,3.1976251,3.199686628,3.202363424,3.206657251,3.214843848,3.222499703,3.23946111,0.074781171,0.076864506,0.089880875,0.099471017,0.094333575,0.065866804,0.077330976,0.031975962,0.0476964,0.046604292,0.047608976,0.057318781,0.044141347,0.03268529,0.034745662,0.019255529,0.053074641,0.053271573,0.059321973,0.062977074,0.042534253,0.028675502,0.032306297,0.016732843,0.020819717,0.020543877,0.022545098,0.024171891,0.01649763,0.010514023,0.011622776,0.006180145,3.181196945,3.2152192,2.935573727,4.153975183,4.882307296,5.264210641,5.597301492,4.408235633,3.606396808,1.89813635,0.40956128,0.41564009,0.446751363,0.475655922,0.439312214,-0.046951173,-0.058498479,-0.155848098,-0.231472431,-0.259656024,0.998897186,0.998220482,0.985035497,0.96726642,0.949111802,-0.019229383,-0.024384507,-0.071559127,-0.112711199,-0.130489652,0.40910961,0.414896337,0.43978023,0.459607502,0.414022515
40393.37153,2.2871,193.7,215,366,0.798650645,6.29,16.8,1134,3.41,22.164664,22.855811,23.17821,23.331867,22.935116,22.876542,22.713112,22.242075,0.512488,0.391685,0.451836,0.26921,0.295245,0.61755,1.11401,0.601933,0.723327,1.129961,8.347626,8.347626,8.328156,0.01947,0.081263,8.342192,8.845069,0.537047,10.393576,2.033071,10.967136,1.874475,11.173007,1.618721,0,0,0,0,0.236257,0.236257,0.236257,0.95746,0,0,0,0,0.194382,0.720696,0.783565,3.615523,0,0,0,0,0.440887741,0.84893816,0.88519207,1.901452866,0,0,0,0,0.486062753,0.486062753,0.486062753,0.97849885,1520,1510,1510,1510,1590,1510,1510,1510,1510,-10,1535,1532.5,1530.416667,1538.125,1550.416667,1580.208333,1610.590278,1672.020833,3.18610838,3.185400483,3.184809687,3.186991631,3.190448428,3.198714348,3.206985073,3.223241684,0.061944628,0.059312419,0.064761789,0.06687571,0.078191589,0.084760418,0.070586387,0.06182121,0.054617907,0.053918389,0.052168693,0.049860644,0.053504511,0.047642197,0.03904569,0.034002767,0.033485269,0.033861776,0.0361092,0.040471938,0.048943435,0.044700992,0.035105213,0.029358851,0.01783763,0.018010778,0.018894068,0.020341147,0.022362318,0.019052931,0.014310325,0.011541982,1.585457834,1.018589499,1.38304987,2.206617599,3.529811057,4.671553965,4.631069411,4.505116279,4.26438042,3.961899244,0.19654597,0.212413835,0.336189968,0.410570542,0.449940338,0.147950713,0.181311041,-0.004647132,-0.166375356,-0.181448433,0.988994735,0.982840537,0.989286332,0.962419382,0.962780265,0.029079116,0.039042331,-0.015189102,-0.087600505,-0.091875545,0.19438293,0.208671274,0.332787947,0.393114202,0.432278675
