DateTime,Observation,beachEColiValue,jday,beachSc,TurbidityBeachLog,TurbidityBeach,FischerCreekTribSc,FischerCreekTurbidityLog,HeightAboveSeaLevelMean1hr,HeightAboveSeaLevelMean24hr,HeightAboveSeaLevelMax24hr,HeightAboveSeaLevelMin24hr,HeightAboveSeaLevelDiff24hr,SigwaveheightMean1hr,SigwaveheightMean2hr,SigwaveheightMean6hr,SigwaveheightMean12hr,SigwaveheightMean24hr,CloudcoverMean1hr,CloudcoverMean2hr,CloudcoverMean6hr,CloudcoverMean12hr,CloudcoverMean24hr,CloudcoverMean48hr,AirtempMean1hr,AirtempMean2hr,AirtempMean6hr,AirtempMean12hr,AirtempMean24hr,AirtempMean48hr,AirtempMean72hr,AirtempMean120hr,AirtempStDev6hr,AirtempStDev12hr,AirtempStDev24hr,AirtempStDev48hr,AirtempStDev72hr,AirtempStDev120hr,SeawatertempMean1hr,SeawatertempMean2hr,SeawatertempMean6hr,SeawatertempMean12hr,SeawatertempMean24hr,SeawatertempMean48hr,SeawatertempMean72hr,SeawatertempMean120hr,SeawatertempStDev6hr,SeawatertempStDev12hr,SeawatertempStDev24hr,SeawatertempStDev48hr,SeawatertempStDev72hr,SeawatertempStDev120hr,currentparallelsurfaceMean1hr,currentparalleldepthMean1hr,currentperpsurfaceMean1hr,currentperpdepthMean1hr,currentparallelsurfaceMean2hr,currentparalleldepthMean2hr,currentperpsurfaceMean2hr,currentperpdepthMean2hr,currentparallelsurfaceMean6hr,currentparalleldepthMean6hr,currentperpsurfaceMean6hr,currentperpdepthMean6hr,currentparallelsurfaceMean12hr,currentparalleldepthMean12hr,currentperpsurfaceMean12hr,currentperpdepthMean12hr,currentparallelsurfaceMean24hr,currentparalleldepthMean24hr,currentperpsurfaceMean24hr,currentperpdepthMean24hr,currentparallelsurfaceMean48hr,currentparalleldepthMean48hr,currentperpsurfaceMean48hr,currentperpdepthMean48hr,currentparallelsurfaceMean72hr,currentparalleldepthMean72hr,currentperpsurfaceMean72hr,currentperpdepthMean72hr,currentparallelsurfaceMean120hr,currentparalleldepthMean120hr,currentperpsurfaceMean120hr,currentperpdepthMean120hr,windparallelMean1hr,waveparallelheightMean1hr,waveparalleldirMean1hr,windperpMean1hr,waveperpheightMean1hr,waveperpdirMean1hr,windparallelMean2hr,waveparallelheightMean2hr,waveparalleldirMean2hr,windperpMean2hr,waveperpheightMean2hr,waveperpdirMean2hr,windparallelMean6hr,waveparallelheightMean6hr,waveparalleldirMean6hr,windperpMean6hr,waveperpheightMean6hr,waveperpdirMean6hr,windparallelMean12hr,waveparallelheightMean12hr,waveparalleldirMean12hr,windperpMean12hr,waveperpheightMean12hr,waveperpdirMean12hr,windparallelMean24hr,waveparallelheightMean24hr,waveparalleldirMean24hr,windperpMean24hr,waveperpheightMean24hr,waveperpdirMean24hr,DischargeManitowocRMean1hrlog,DischargeManitowocRMean2hrlog,DischargeManitowocRMean6hrlog,DischargeManitowocRMean12hrlog,DischargeManitowocRMean24hrlog,DischargeManitowocRMean48hrlog,DischargeManitowocRMean72hrlog,DischargeManitowocRMean120hrlog,DischargeManitowocRDiff6hr,PrecipitationSheboyganRSum1hrsqrt,PrecipitationSheboyganRSum2hrsqrt,PrecipitationSheboyganRSum6hrsqrt,PrecipitationSheboyganRSum12hrsqrt,PrecipitationSheboyganRSum24hrsqrt,PrecipitationSheboyganRSum48hrsqrt,PrecipitationSheboyganRSum72hrsqrt,PrecipitationSheboyganRSum120hrsqrt,DischargeSheboyganRMean1hrlog,DischargeSheboyganRMean2hrlog,DischargeSheboyganRMean6hrlog,DischargeSheboyganRMean12hrlog,DischargeSheboyganRMean24hrlog,DischargeSheboyganRMean48hrlog,DischargeSheboyganRMean72hrlog,DischargeSheboyganRMean120hrlog,DischargeSheboyganRMax24hr,DischargeSheboyganRDiff6hr
40358.35903,1.290034611,19.5,180,335,0.948412966,8.880000005,758,0.812244697,0.022052327,0.001405176,0.022052327,-0.012463775,0.0276777,0.42918766,0.3141278,0.200830657,0.305634139,0.293719349,0.31310743,0.4590824,0.720392972,0.49614293,0.564130185,0.408342113,16.547602,16.757976,16.604439,16.5159061,17.5979941,18.5659039,18.41695571,18.79791138,0.179703541,0.22744343,1.396867086,1.506401127,1.425445503,1.406909575,10.930301,10.930301,11.109324,11.024518,10.163994,10.7476518,11.5374043,12.2082337,0.1790235,0.248073195,1.035098233,1.999307791,2.030519555,2.110086454,-0.07250215,-0.037497798,-0.005341059,-0.006924377,-0.06873123,-0.03098758,0.007455826,-0.005200463,-0.041954551,-0.019999898,0.028182538,-0.003394377,-0.029732406,-0.01713297,0.006718834,-0.0028256,-0.012854939,-0.001668452,0.006347996,-0.000318704,0.021312625,0.011310817,0.021199141,0.001806495,0.006720017,0.002989193,0.010184474,0.000468113,0.020909985,0.010896872,0.009785267,0.001753228,-7.729569,-0.41527724,-0.96758896,-0.4075692,-0.10838294,-0.25253042,-7.8896185,-0.30341402,-0.964913645,0.8869349,-0.02709749,0.009838975,-3.61998818,-0.138590438,-0.559781608,3.9628052,0.076130577,0.604531902,-2.97252822,-0.223754388,-0.672230318,2.430524879,-0.092361276,0.031245439,-2.88358635,-0.178886406,-0.547502005,2.355008277,-0.031275916,0.155437463,2.83346586,2.833019547,2.833414876,2.837247434,2.845079427,2.856348187,2.852862882,2.860450609,-4,0,0,0,0,0.1,0.316227766,0.974679434,0.989949494,2.765519543,2.765594055,2.771278735,2.777093179,2.793014665,2.8318928,2.794309552,2.805630651,682,-21
40359.35417,1.303196057,20.1,181,345,0.960946196,9.140000006,734,0.802773725,0.015503421,0.00704469,0.023379419,-0.01872186,0.004430902,0.110755086,0.125356073,0.152427331,0.203463932,0.39933994,0,0,0,0.001184117,0.124616307,0.344373246,17.171152,16.76465,15.955232,16.17584,16.7517626,17.1748784,17.96119015,18.32257155,0.623770138,0.562441668,0.751369768,1.198717668,1.559606554,1.528051525,13.244415,13.244415,13.367408,13.928432,13.7684409,11.9662177,11.7545815,12.0689497,0.1229935,0.612452664,1.183841158,2.117654962,2.271518421,1.992406259,-0.024989356,-0.01284004,-0.003723135,-0.002119223,-0.028178812,-0.01379493,-0.005173574,-0.0023081,-0.033412457,-0.012547134,-0.002579772,-0.002098284,-0.001114939,0.001289169,0.017332833,0.000206629,-0.020579553,-0.017246563,-0.003946016,-0.002785263,-0.016717246,-0.009457507,0.00120099,-0.001551984,0.007348566,0.001791691,0.012817422,0.000275909,0.015000279,0.007073824,0.009176493,0.0011353,-2.419429,-0.105482419,-0.95239346,-1.171911,-0.033766082,-0.30487161,-3.206223,-0.12267424,-0.975871625,0.8379135,-0.014359925,-0.134408018,-3.94346985,-0.150198026,-0.983280688,1.97640813,-0.004228518,-0.055134078,-1.59605266,0.00595486,-0.231543402,2.84160089,-0.029698637,-0.009950693,-1.36468817,-0.194694735,-0.41568741,0.708028016,-0.21519135,-0.354238946,2.806044236,2.805500858,2.807027378,2.809478908,2.815424988,2.830505266,2.843131202,2.84735052,0,0,0,0,0,0,0.1,0.316227766,0.989949494,2.700011062,2.701654317,2.708454894,2.719206948,2.735942048,2.765560526,2.802727216,2.780606745,580,-25
40360.35417,1.037426498,10.9,182,355,0.832508913,6.800000005,763,0.720159303,0.005583615,0.00511001,0.021998955,-0.006866133,-0.002265638,0.21720901,0.20925698,0.222305433,0.298011728,0.249680572,0,0,0,0,0.014803634,0.06970997,17.56622,16.94929,16.0459629,16.31163054,17.29584919,17.02380589,17.21520197,17.85969578,0.745442248,0.680073657,1.167721652,1.018858553,1.189842834,1.449197699,14.278472,14.278472,14.5203242,15.1317771,15.41722756,14.59283422,13.11655431,12.75957626,0.24185225,0.6644447,0.891474165,1.33331445,2.429217801,2.329260238,0.04664205,0.024313213,0.009603036,0.003620374,0.04348585,0.024365574,0.013364221,0.003925902,0.045374065,0.028051882,0.014443355,0.004455519,0.056344885,0.027577854,0.008659343,0.004489557,0.023098552,0.008222098,-0.007227262,0.001339234,0.0012595,-0.004512232,-0.005586639,-0.000723015,-0.003445313,-0.003564305,-0.001608427,-0.000588244,0.00453581,-1.14E-05,0.003876029,-8.34E-06,3.990933,0.16972888,0.78140809,-2.467384,-0.13554284,-0.62402035,3.750585,0.16429479,0.785281305,-1.6498446,-0.12959164,-0.61910753,2.27763022,0.150173264,0.668170243,-0.40415362,-0.16068413,-0.728208085,3.2970472,0.203254937,0.67452239,-1.35058981,-0.212579528,-0.720066214,1.68785815,0.064656494,0.075494068,-1.798515891,-0.184539164,-0.702346954,2.788309812,2.787176992,2.788493617,2.789608912,2.794752865,2.805210552,2.818910457,2.834424519,-14,0,0,0,0,0,0,0.1,0.974679434,2.634275695,2.635483747,2.640560934,2.649539299,2.667677047,2.703145155,2.735427224,2.761321055,505,-19
40365.375,2.512550993,325.5,187,339,1.06069784,11.49999999,766,0.574031268,-0.00485641,-0.005489566,0.006826432,-0.012663301,0.001829988,0.64658594,0.64347842,0.659316788,0.594102,0.479938127,0.57800037,0.666541885,0.644644817,0.679961944,0.616855389,0.608312548,21.259716,20.611006,19.7627067,19.9308787,20.2970767,21.18968177,20.60258353,19.78021592,0.716102691,0.575322086,0.634708765,1.189992952,1.349609941,1.561769988,10.210181,10.210181,10.44465,10.872322,11.032676,10.4156219,10.87760494,11.77871262,0.2344685,0.459542957,0.646601414,1.072650829,1.179188361,1.643196659,0.042002013,0.012710062,0.020139397,0.002413578,0.035134676,0.012082976,0.018020036,0.002043675,0.027456308,0.01162887,0.012582101,0.001901635,0.027339853,0.012306344,0.014386632,0.002018045,0.03678052,0.012643688,0.009639038,0.002033055,0.054327495,0.030520215,0.014341627,0.004917141,0.053143478,0.031185774,0.013358314,0.005020347,0.061260001,0.037309106,0.013248783,0.006021605,6.405952,0.32189401,0.4978364,-0.620286,-0.56076521,-0.86727096,5.46658165,0.31334126,0.48689633,-1.4142276,-0.561975755,-0.87336996,4.15614138,0.320910878,0.48668613,-3.0604663,-0.575925822,-0.873544123,4.01390351,0.290505181,0.489566842,-3.09200552,-0.5182108,-0.871930189,3.854041135,0.25240581,0.543006152,-3.28836964,-0.405266516,-0.829530546,2.640481437,2.637989781,2.641146779,2.645834751,2.656596444,2.675402524,2.692745601,2.721200361,4,0,0,0,0,0,0,0,0,2.214843848,2.213517757,2.214313897,2.215108581,2.218666771,2.227089338,2.244845909,2.393008057,169,0
40366.35069,1.910090546,81.3,188,176,0.773786445,5.94,573,0.710117365,-0.011173886,-0.006412715,0.002415172,-0.01564647,-0.006317476,0.03333557,0.04253975,0.035000692,0.12948632,0.340606495,0.7140577,0.771325475,0.679217213,0.376844709,0.4159177,0.517608482,21.148504,20.766454,20.4448887,20.4602134,21.3019385,20.7901217,21.21078572,20.39323479,0.325842615,0.407573236,0.987754576,0.968088568,1.135742001,1.442534945,9.001884,9.001884,9.1794475,9.5726325,9.9831862,10.5079311,10.2714767,10.94937135,0.1775635,0.449137311,0.535154162,0.79221138,0.950827118,1.181985067,0.031095158,0.019672637,0.004078798,0.003264232,0.033362536,0.01996439,0.007321944,0.003311003,0.045146961,0.021272583,0.01307469,0.00346044,0.048812341,0.022215668,0.015727945,0.003612243,0.052153057,0.022914123,0.023893963,0.003728167,0.044320966,0.017880447,0.016812112,0.002884594,0.053695329,0.02803023,0.01733685,0.004520193,0.056130993,0.032695383,0.015762527,0.005277854,-2.76351,-0.02988579,-0.89651365,-0.08854202,0.01476819,0.44301611,-2.6734768,-0.02951172,-0.72981313,0.53822779,0.02876418,0.63469814,-0.98810012,-0.00638424,-0.115560304,1.81806743,0.029817435,0.857862815,0.24175007,0.050038665,0.197314419,1.099871105,-0.082576326,0.006733166,2.87288658,0.179733041,0.377587989,0.938100176,-0.268793831,-0.409880201,2.571941635,2.577031986,2.582631439,2.589256857,2.60232049,2.630976753,2.653202863,2.689344383,-27,0.2,0.223606798,0.244948974,0.244948974,0.244948974,0.244948974,0.244948974,0.244948974,2.214843848,2.213252052,2.214578954,2.218010043,2.221701064,2.220291186,2.2254902,2.307132191,172,-3
40367.34375,1.892094603,78,189,304,0.658964843,4.560000004,743,0.416640507,0.006340688,-0.003834159,0.006340688,-0.011518554,0.008435139,0.17036133,0.19771006,0.194983858,0.201930595,0.167679213,0.68302405,0.61713925,0.729245188,0.754773325,0.558325421,0.487121561,20.612837,20.454326,20.0658172,20.0652676,20.4231257,20.86253208,20.66778972,20.68925511,0.483497708,0.359740528,0.512186642,0.901152091,0.861494211,1.204332116,7.258727,7.258727,7.39954085,8.01745892,9.00440052,9.493793388,10.00675426,10.32408032,0.14081385,0.692452068,1.112902027,1.000987425,1.154818626,1.301793264,0.04238712,0.022021836,0.01450128,0.003067779,0.044660738,0.022103976,0.014554778,0.003475871,0.045403464,0.022452103,0.016466464,0.003553317,0.046981919,0.024080741,0.018839698,0.003883101,0.058330979,0.023977512,0.014195126,0.00385187,0.055242018,0.023445817,0.019044544,0.003790019,0.048990971,0.019912802,0.015939783,0.003207019,0.054043872,0.028143954,0.015543924,0.004536202,2.8251156,0.12958036,0.76062072,1.2518819,-0.11059798,-0.64919652,3.3296883,0.16220738,0.813162535,0.763857305,-0.11162624,-0.5748761,3.43017253,0.16544622,0.845998577,0.203035252,-0.102275469,-0.528108647,3.74549098,0.175760061,0.868895533,0.290833138,-0.097254073,-0.484011501,3.339649014,0.139817992,0.753561877,-1.189802677,-0.084521407,-0.530828827,2.535547279,2.538824989,2.545183368,2.54961624,2.559248104,2.581312362,2.60835913,2.652171856,-17,0,0,0.173205081,0.223606798,1.178982612,1.204159458,1.204159458,1.204159458,2.392696953,2.39707055,2.40688067,2.420219878,2.420137355,2.338954252,2.305071783,2.288785612,337,-12
40371.35069,2.619093331,416,193,301,0.571708832,3.730000002,489,0.722633923,-0.000639389,-0.003739886,0.003631759,-0.009704883,-0.002487324,0.10741346,0.10539952,0.12021725,0.139318576,0.2298862,0.30142263,0.2521228,0.527706792,0.736049282,0.511241738,0.337287639,20.508198,20.248386,19.7922692,19.4525828,20.5765892,20.6478315,20.99076471,20.81848007,0.36199203,0.517753705,1.388089625,1.543974165,1.498960695,1.25753353,8.924191,8.924191,8.935342,9.0359635,8.85036322,10.8594859,11.36659648,10.80973993,0.011151,0.103508028,0.485165952,2.97344896,2.723762097,2.424879666,0.02594534,0.00902154,0.01716473,0.00147066,0.031463486,0.00951494,0.015420146,0.00140577,0.037850066,0.010010147,0.005750799,0.001597689,0.025486193,0.012102535,-0.003100032,0.001967461,0.042921327,0.023602267,0.007641013,0.003816516,0.044321757,0.020889733,0.009045722,0.003380588,0.024563206,0.015326629,0.01089446,0.002477449,0.032298271,0.016399905,0.010399954,0.002649412,-3.4143724,-0.018359718,-0.17092567,3.4045839,0.10583276,0.98528393,-1.96689632,0.013139787,0.13042456,3.8923303,0.099542322,0.943632685,0.702705312,0.084606552,0.657736073,3.55613962,0.044940987,0.449666369,0.481841906,0.009020677,0.160777987,1.132499126,-0.031421139,-0.121096584,2.391617953,0.120221331,0.361260897,0.559872667,-0.103463346,-0.260982457,2.245512668,2.247973266,2.253822439,2.265053789,2.273464273,2.316075235,2.357267655,2.435936692,-3,0,0,0.1,0.264575131,0.331662479,0.489897949,0.489897949,1.276714533,2.269512944,2.270445908,2.272073788,2.285084503,2.287152041,2.276645594,2.282395505,2.329680536,210,-3
40372.36806,1.495544338,31.3,194,319,0.26245109,1.830000001,734,0.26245109,0.002479315,-0.001694383,0.008342139,-0.014109354,0.011011976,0.53293324,0.51708267,0.436275155,0.344039882,0.253711494,0,0,0.008876698,0.140945841,0.25361224,0.382426989,20.2398,19.98402,19.5057857,19.6776976,20.2694375,20.4230134,20.52170015,20.78774243,0.384362528,0.346123427,0.66131475,1.098021195,1.329223367,1.282370738,12.569586,12.569586,12.633271,12.6336591,12.2069326,10.52864792,11.30863481,11.45024635,0.063685,0.045401165,0.94632215,1.8390474,2.56831537,2.267105483,-0.08984702,-0.03282344,-0.04558168,-0.005402894,-0.091372085,-0.031902885,-0.03560997,-0.005046627,-0.072750051,-0.023666857,-0.018008293,-0.003862571,-0.045826312,-0.015453868,-0.017699038,-0.00251828,-0.028868986,-0.007090844,-0.019277528,-0.00115114,0.007026171,0.008255712,-0.005818258,0.001332688,0.019924843,0.011562874,-0.000395361,0.001870012,0.014858278,0.010186234,0.003705423,0.00164881,-6.871105,-0.41564016,-0.77991037,-1.125493,-0.33355823,-0.62589121,-6.692208,-0.41034418,-0.794007705,-0.1878182,-0.31440162,-0.607464805,-6.38646128,-0.365309508,-0.844799197,0.920029952,-0.236086888,-0.529016615,-5.75730697,-0.296469351,-0.874736453,1.328965909,-0.171088996,-0.47431093,-4.691525417,-0.215370782,-0.850266631,-0.158100979,-0.121713193,-0.404494406,2.209515015,2.20790353,2.215108581,2.217220656,2.225955073,2.249662987,2.286905353,2.367896123,-5,0,0,0,0,0,0.331662479,0.489897949,0.489897949,2.235528447,2.237543738,2.240049772,2.245018871,2.255031163,2.271841607,2.26988637,2.290813416,189,0
40373.34375,1.484299839,30.5,195,326,0.285557309,1.93,746,0.33243846,0.000866838,0.001484802,0.013406636,-0.00839767,0.001345326,0.18480296,0.17946514,0.201152447,0.270179098,0.432099965,0,0,0,0,0.060927686,0.157269963,21.733587,21.009268,20.0178095,19.8493616,20.4962763,20.3828569,20.44743436,20.74760159,0.823845187,0.629994001,0.818899372,0.752881561,1.014145876,1.289788591,15.648911,15.648911,15.524352,15.4641029,15.12253256,13.66473259,12.0599428,12.28585092,0.1245585,0.175703009,0.909959026,1.728281305,2.687092614,2.62938274,0.002959764,-0.0101495,-0.01809554,-0.00156445,-0.003433649,-0.01073984,-0.021949391,-0.00164643,-0.021145968,-0.01051984,-0.030211081,-0.001714818,-0.039536651,-0.013386556,-0.023713994,-0.002134991,-0.048298361,-0.021593428,-0.029200616,-0.003494047,-0.038583674,-0.014342136,-0.024239072,-0.002322594,-0.01141534,-0.001694002,-0.013612377,-0.000276224,-0.000695546,0.003459123,-0.003158953,0.000557432,3.8637,-0.10138797,-0.54862743,-1.025986,-0.15450765,-0.83606695,2.4727804,-0.13050767,-0.73267768,-1.6722506,-0.112036807,-0.617789515,-0.17126078,-0.172210173,-0.851286975,1.72447182,-0.095678061,-0.481228828,-1.847187898,-0.222415716,-0.835031456,1.926767193,-0.147223827,-0.521851464,-3.456994116,-0.321832305,-0.772987744,-0.27966887,-0.282900826,-0.612340593,2.164352856,2.164650216,2.169380495,2.175511813,2.186023493,2.2067989,2.230167816,2.30317445,0,0,0,0,0,0,0,0.331662479,0.489897949,2.206825876,2.206556044,2.208441356,2.209783015,2.218876715,2.237694509,2.255393126,2.26550177,175,0
40379.34375,1.716003344,52,201,388,0.870988814,7.430000004,817,0.587710965,-0.002127314,0.001248803,0.013082502,-0.016747274,-0.000372847,0.15305345,0.1658543,0.122445033,0.200180369,0.234433595,0.97318023,0.98652029,0.689681717,0.740917462,0.648212579,0.571973654,20.558117,20.302231,19.8946805,19.9286622,20.7773908,21.02628152,21.55910506,22.02835411,0.400331388,0.360418609,0.940321099,1.142930999,1.401796935,1.48226273,16.0705,16.0705,16.03806,16.119306,15.7759976,14.27664441,13.04367648,12.3720291,0.032445,0.128426925,0.852333289,1.706769065,2.332092606,2.902358649,-0.03408838,-0.01438607,0.02449975,-0.002416914,-0.030093954,-0.012057778,0.025768478,-0.001791004,-0.000348907,-0.003063654,0.018230789,-0.000454544,0.011889337,0.004017974,0.001340911,0.000664006,0.027843773,0.009036389,0.00123082,0.001441326,0.019175155,0.013322852,-0.00214122,0.002164187,0.014619728,0.010659137,0.004599173,0.001718511,0.025091357,0.016634623,0.014740662,0.002692745,3.0447411,-0.13560118,-0.88597269,-0.50425773,-0.070976611,-0.46373741,-1.2743544,-0.15504828,-0.9313444,-0.43514286,-0.054652277,-0.33913664,-2.77856882,-0.102361108,-0.797073833,0.195605535,-0.000586925,0.11910425,-1.979093252,-0.09625713,-0.495942058,-0.963077016,-0.123541571,-0.391464018,0.043598038,-0.045815355,-0.254068085,-2.591731241,-0.188115372,-0.664694221,3.070037867,3.067442843,3.057057209,3.039652024,2.989066971,2.954910327,2.917941161,2.866141959,100,0,0,0.1,0.2,0.223606798,0.734846923,0.768114575,0.768114575,2.726319612,2.72932681,2.73479983,2.743838889,2.763218284,2.808674063,2.845834475,2.992318856,649,-25
40380.34375,3.383743576,2419.6,202,382,1.736396502,54.49999997,768,0.665580991,-0.005217423,0.000907679,0.015182479,-0.013400247,-0.008922911,0.16882266,0.16029213,0.15530658,0.192168059,0.225848823,0.02153859,0.15481821,0.059151236,0.175593147,0.407370498,0.527791539,21.68254,21.442788,20.9290825,20.9670289,21.4075673,21.09247906,21.15337679,21.85992075,0.396728334,0.365248962,0.70345504,0.888148073,1.033497425,1.419096447,13.691864,13.691864,14.103344,15.633578,16.7508232,16.2634104,15.10137069,12.88633909,0.4114805,1.696820314,1.765952418,1.469728287,2.083726618,3.330871245,-0.01605324,0.005865855,0.03984243,0.001039121,-0.015191878,0.006194873,0.039224527,0.000902315,-0.000778778,0.006769608,0.044363835,0.001164625,0.031808757,0.006909612,0.052471475,0.001159087,0.022827079,-0.001047267,0.017045821,-0.000168639,0.025335426,0.003994561,0.00913832,0.000636344,0.020392463,0.008532812,0.004254461,0.001386579,0.020043513,0.009654831,0.011510137,0.001558368,-1.137429,-0.058060874,-0.34391635,6.2003607,0.15852453,0.93900029,-0.685728845,-0.055660282,-0.34742972,6.2638019,0.15031682,0.93769854,-1.11872191,-0.027208554,-0.178063385,5.7293469,0.14560779,0.936872502,1.363985586,0.089410626,0.354016024,4.93864218,0.051867958,0.420260555,1.891575025,0.048477871,0.260661966,0.780294725,-0.10025466,-0.254566062,3.028571253,3.027349608,3.01998816,3.012499778,3.024415879,3.007098838,2.979336639,2.922055599,50,0,0,0,0.173205081,0.173205081,0.282842712,0.754983444,0.787400787,2.777281792,2.773493892,2.767244943,2.769465949,2.758540995,2.760922087,2.793031452,2.878595895,607,27
40381.34028,3.150326536,1413.6,203,471,1.173186268,14.89999999,788,0.328379603,0.002091306,-0.001267019,0.00884768,-0.01262787,0.004674258,0.05980114,0.065120422,0.086042587,0.096878356,0.115633669,0.3444653,0.1722326,0.130393082,0.065196541,0.060569539,0.233970019,20.945908,20.756724,20.5903538,21.1302546,22.4384955,21.92303142,21.54115121,21.7046756,0.198197904,0.687917584,1.456844459,1.254721326,1.279042604,1.356663999,10.825218,10.825218,10.584966,11.286232,12.7293831,14.7401032,15.0854013,13.72224716,0.240251501,0.923851573,1.623250433,2.630543692,2.25694315,2.592640519,0.007697546,0.0143534,-0.023463646,0.00240821,0.005501582,0.01392438,-0.022278056,0.002351646,-0.000408907,0.012822092,-0.003978169,0.002015349,0.001770436,0.012620774,0.014067206,0.002055481,0.001501225,0.01078504,0.019665826,0.001739243,0.012164152,0.004868887,0.018355823,0.000785302,0.017390692,0.006258054,0.012647489,0.001003977,0.013637498,0.008343037,0.010101833,0.001345227,0.41016918,-0.05728428,-0.95791292,-3.2625589,-0.01716645,-0.28705893,-0.73326576,-0.063505363,-0.97389356,-1.0411948,-0.003583858,-0.07255576,-1.60102412,-0.037955732,-0.579824193,1.4644207,0.048885293,0.450191628,0.249596923,0.001549692,-0.125032305,2.67452161,0.073535671,0.687314458,0.390573155,-0.003810281,-0.0998765,4.183294808,0.101402564,0.826049725,3.010723865,3.010299957,3.010215125,3.011866357,3.018941706,3.021883615,3.010761997,2.962039582,0,0,0,0,0,0,0.173205081,0.282842712,0.787400787,2.767749367,2.770999205,2.782888087,2.803498085,2.828124753,2.794089121,2.784041417,2.826934761,754,-52
40385.34375,1.982271233,96,207,430,0.857332496,7.199999993,664,0.996073654,-0.002223832,-0.0006358,0.013222197,-0.012129016,-0.007541197,0.14797422,0.15146188,0.16161213,0.148546765,0.226817892,0,0,0.040320227,0.020160114,0.031881124,0.188786298,21.690634,21.1726,20.5944993,20.8459258,21.7454067,21.85272023,22.29644488,22.16923201,0.507660286,0.599123346,1.103643683,1.230980948,1.317029371,1.289862875,15.158691,15.158691,15.4900882,17.0987209,17.44273581,15.35532828,13.18266535,13.18002259,0.33139725,1.729608711,1.726519089,2.535064607,3.708614412,3.079318774,0.006097241,0.00649392,0.022967255,0.000959221,0.006641811,0.00555006,0.023566892,0.000924791,0.015963937,0.002700768,0.037668163,0.000401634,0.01810899,-0.00222898,0.04626883,-0.0003249,-0.00112308,-0.011531759,0.014187686,-0.001850625,-0.001332334,-0.004491937,0.005601717,-0.000730394,0.015231718,0.006316708,0.007742509,0.001024448,0.023640003,0.012903402,0.010638175,0.00208873,1.5877068,0.087024884,0.58810841,4.2867737,0.1196789,0.80878211,2.0666834,0.092635145,0.611078055,4.4507818,0.11975022,0.791038025,2.51714472,0.129221137,0.788234623,4.6826717,0.086629886,0.553994888,3.02468093,0.129449984,0.868416283,3.767867438,0.050483698,0.305101928,1.683616551,-0.023547938,0.227176104,1.188950347,-0.081877984,-0.231853758,3.271841607,3.270678836,3.273093912,3.273348569,3.275935276,3.293961093,3.262277812,3.204559483,-30,0,0,0,0,0,0,0.663324958,1.476482306,3.047274867,3.049605613,3.066624051,3.090504941,3.127036732,3.192327661,3.279132872,3.23363058,1550,-120
40386.34375,3.383743576,2419.6,208,453,1.482873584,30.40000003,765,0.781755375,-0.001622621,-0.001658959,0.013347783,-0.018149767,-0.004863902,0.23286052,0.2267844,0.212588453,0.228745534,0.215620227,0,0,0,0.002598018,0.004762698,0.018321911,21.807947,21.29256,20.675936,20.9351042,22.0002399,21.87282329,21.90189344,22.08158088,0.552428206,0.504841921,1.163282044,1.140991776,1.210834606,1.222064027,11.845815,11.845815,12.367025,13.561315,15.2127294,16.32773259,15.30779531,13.67669184,0.52121,1.34523974,1.960792999,2.157781465,2.360181532,3.203629411,0.08553992,0.04017992,8.11E-05,0.006456439,0.08121115,0.039453875,0.000930843,0.006155918,0.075849433,0.039130877,0.011113965,0.006266891,0.086765526,0.040538633,0.02371489,0.006568036,0.081694764,0.032718946,0.011737763,0.005285178,0.040285842,0.010593593,0.012962724,0.001717276,0.026343365,0.007911691,0.007647066,0.001274797,0.039678711,0.017290183,0.009052562,0.002797917,4.5741949,0.21506922,0.92359677,1.2485126,-0.089270658,-0.38336536,4.2220682,0.20832876,0.91848336,0.72191457,-0.089563876,-0.39524799,3.8112404,0.189605982,0.889178163,1.02678064,-0.092721133,-0.44105723,4.26603204,0.196076284,0.857795552,0.236967436,-0.114217057,-0.498186354,4.233336562,0.173866114,0.809050302,-1.054211334,-0.103896807,-0.377922113,3.276921132,3.275311355,3.27348741,3.27246821,3.272011111,3.273977626,3.286766249,3.247231634,20,0,0,0,0,0,0,0,1.476482306,2.913283902,2.919078092,2.933654292,2.950325902,2.982538061,3.060769587,3.132992503,3.243722949,1100,-83
