dates,logEC,beachEColiValue,jday,beachSc,LOGbeachTurbidityBeach,beachTurbidityBeach,tribNeshotaNorthStormWaterOutfallWaterElevation,tribNeshotaSouthStormWaterOutfallWaterElevation,DiffHeightabovesealevelmover24hr14120,MaxHeightabovesealevelmover1hr14120,MaxHeightabovesealevelmover24hr14120,MeairtempCover120hr14120,MeairtempCover12hr14120,MeairtempCover1hr14120,MeairtempCover24hr14120,MeairtempCover2hr14120,MeairtempCover48hr14120,MeairtempCover6hr14120,MeairtempCover72hr14120,MeanCloudcoverover12hr14120,MeanCloudcoverover1hr14120,MeanCloudcoverover24hr14120,MeanCloudcoverover2hr14120,MeanCloudcoverover48hr14120,MeanCloudcoverover6hr14120,MeanHeightabovesealevelmover1hr14120,MeanHeightabovesealevelmover24hr14120,MinHeightabovesealevelmover1hr14120,MinHeightabovesealevelmover24hr14120,StDewindtempCover120hr14120,StDewindtempCover12hr14120,StDewindtempCover24hr14120,StDewindtempCover2hr14120,StDewindtempCover48hr14120,StDewindtempCover6hr14120,StDewindtempCover72hr14120,MeanSeaWaterTemperatureCover1hrX141Y20Sigma0,MeanSeaWaterTemperatureCover2hrX141Y20Sigma0,MeanSeaWaterTemperatureCover6hrX141Y20Sigma0,StDevSeaWaterTemperatureCover6hrX141Y20Sigma0,StDevSeaWaterTemperatureCover12hrX141Y20Sigma0,MeanSeaWaterTemperatureCover12hrX141Y20Sigma0,MeanSeaWaterTemperatureCover24hrX141Y20Sigma0,StDevSeaWaterTemperatureCover24hrX141Y20Sigma0,MeanSeaWaterTemperatureCover48hrX141Y20Sigma0,StDevSeaWaterTemperatureCover48hrX141Y20Sigma0,MeanSeaWaterTemperatureCover72hrX141Y20Sigma0,StDevSeaWaterTemperatureCover72hrX141Y20Sigma0,MeanSeaWaterTemperatureCover120hrX141Y20Sigma0,StDevSeaWaterTemperatureCover120hrX141Y20Sigma0,sqrtradarprecipneshtahSum1hr,sqrtradarprecipneshtahSum2hr,sqrtradarprecipneshtahSum6hr,sqrtradarprecipneshtahSum12hr,sqrtradarprecipneshtahSum24hr,sqrtradarprecipneshtahSum48hr,sqrtradarprecipneshtahSum72hr,sqrtradarprecipneshtahSum120hr,sqrtradarprecipPointBeachesSum1hr,sqrtradarprecipPointBeachesSum2hr,sqrtradarprecipPointBeachesSum6hr,sqrtradarprecipPointBeachesSum12hr,sqrtradarprecipPointBeachesSum24hr,sqrtradarprecipPointBeachesSum48hr,sqrtradarprecipPointBeachesSum72hr,sqrtradarprecipPointBeachesSum120hr,sqrtradarprecipManitowocRSum1hr,sqrtradarprecipManitowocRSum2hr,sqrtradarprecipManitowocRSum6hr,sqrtradarprecipManitowocRSum12hr,sqrtradarprecipManitowocRSum24hr,sqrtradarprecipManitowocRSum48hr,sqrtradarprecipManitowocRSum72hr,sqrtradarprecipManitowocRSum120hr,logMRQmean1,logMRQmean2,logMRQmean6,logMRQmean12,logMRQmean24,logMRQmean48,logMRQmean72,logMRQmean120,MRQmax24,MRQmin1,MRQmin2,MRQmin6,MRQmin12,MRQmin24,MRQmin48,MRQmin72,MRQmin120,MRQdifference6,logKRQmean1,logKRQmean2,logKRQmean6,logKRQmean12,logKRQmean24,logKRQmean48,logKRQmean72,logKRQmean120,KRQmax24,KRQmin1,KRQmin2,KRQmin6,KRQmin12,KRQmin24,KRQmin48,KRQmin72,KRQmin120,KRQdifference6,parvwater(surface)Mean1hr,parvwater(surface)Mean2hr,parvwater(surface)Mean6hr,parvwater(surface)Mean12hr,parvwater(surface)Mean24hr,parvwater(surface)Mean48hr,parvwater(surface)Mean72hr,parvwater(surface)Mean120hr,perpvwater(surface)Mean1hr,perpvwater(surface)Mean2hr,perpvwater(surface)Mean6hr,perpvwater(surface)Mean12hr,perpvwater(surface)Mean24hr,perpvwater(surface)Mean48hr,perpvwater(surface)Mean72hr,perpvwater(surface)Mean120hr,parvwater(depth-ave)Mean1hr,parvwater(depth-ave)Mean2hr,parvwater(depth-ave)Mean6hr,parvwater(depth-ave)Mean12hr,parvwater(depth-ave)Mean24hr,parvwater(depth-ave)Mean48hr,parvwater(depth-ave)Mean72hr,parvwater(depth-ave)Mean120hr,perpvwater(depth-ave)Mean1hr,perpvwater(depth-ave)Mean2hr,perpvwater(depth-ave)Mean6hr,perpvwater(depth-ave)Mean12hr,perpvwater(depth-ave)Mean24hr,perpvwater(depth-ave)Mean48hr,perpvwater(depth-ave)Mean72hr,perpvwater(depth-ave)Mean120hr,parwindMean1hr,parwindMean2hr,parwindMean6hr,parwindMean12hr,parwindMean24hr,perpwindMean1hr,perpwindMean2hr,perpwindMean6hr,perpwindMean12hr,perpwindMean24hr,parwaveheightMean1hr,parwavedirMean1hr,perpwaveheightMean1hr,perpwavedirMean1hr,parwaveheightMean2hr,parwavedirMean2hr,perpwaveheightMean2hr,perpwavedirMean2hr,parwaveheightMean6hr,parwavedirMean6hr,perpwaveheightMean6hr,perpwavedirMean6hr,parwaveheightMean12hr,parwavedirMean12hr,perpwaveheightMean12hr,perpwavedirMean12hr,parwaveheightMean24hr,parwavedirMean24hr,perpwaveheightMean24hr,perpwavedirMean24hr
40371.38542,1.784617293,60.9,193,273,0.507855872,3.22,16.28,18.15,0.002605,-0.006063,0.003339,20.330521,19.355277,21.064796,20.295686,20.742505,20.502755,19.762184,20.786745,0.698457,0.173438,0.554591,0.446267,0.353038,0.538418,-0.006063,-0.00363,-0.006063,-0.007806,1.270383,0.867553,1.514829,0.322291,1.435115,0.808815,1.354168,10.89837,10.89837,10.600774,0.297596,0.580633,10.065504,10.372592,0.641137,12.700992,2.792103,13.257622,2.623697,13.691503,2.181233,0,0,0,0.609491591,1.229629212,1.299651492,1.299651492,2.771821242,0,0,0,0.371479475,2.005387494,2.008148401,2.008148401,3.159973101,0,0,0,0.292472221,2.665169601,3.134605398,3.135944834,4.334342511,2.248586244,2.24674471,2.250928008,2.264079603,2.27169643,2.313724453,2.355028258,2.433949753,201,174,171,171,171,171,171,171,171,-8,1.77815125,1.77815125,1.771464989,1.780257289,1.762725441,1.79133239,1.837930226,1.79540203,64,60,60,58,58,51,51,51,42,2,0.0415499,0.0477539,0.057239288,0.051447283,0.084692419,0.078292386,0.056107153,0.058962526,0.0479941,0.04071655,0.014704131,0.01461331,0.026612026,0.020706779,0.024297898,0.015313033,0.009468837,0.008757993,0.01180719,0.020471785,0.033718471,0.029445222,0.014114699,0.022413345,-0.007023518,-0.007011762,-0.005555568,-0.00376725,0.000292131,0.000803949,-0.000125195,-0.000889078,-1.346402,-1.3717802,1.0954026,1.177430632,2.582984479,2.779208,3.6583372,2.497013195,0.811150848,-0.381145097,0.013413423,0.15643205,0.084690362,0.98768872,0.043103302,0.43935371,0.077196273,0.839647155,0.128194974,0.684216083,-0.056166038,-0.06757563,0.096808275,0.513224301,-0.073541288,-0.311636352,0.19023537,0.628610783,-0.190250409,-0.436857051
40372.44792,2.265289626,184.2,194,326,0.444044796,2.78,16.33,18.33,-0.010715,0.001521,0.005613,20.492612,19.320163,20.558641,20.006434,20.296284,20.108924,19.471954,20.319514,0.107093,0.809716,0.252011,0.504732,0.415561,0.169168,0.001521,-0.002862,0.001521,-0.012359,1.206439,0.602904,0.833679,0.262357,1.189276,0.7239,1.2794,13.861403,13.861403,13.457856,0.403546,0.698191,13.972558,14.11575,1.16515,12.372778,2.003425,13.132428,2.481448,13.681567,2.216092,0,0,0,0,0,1.229629212,1.299651492,1.299651492,0,0,0,0,0,2.005387494,2.008148401,2.008148401,0,0,0,0.337575177,0.789867077,2.779751608,3.232590447,3.234124766,2.208844289,2.211520997,2.212076574,2.216220901,2.223339077,2.246385725,2.282318368,2.363027985,179,159,159,159,159,159,159,159,159,-5,1.701136066,1.704365036,1.706504422,1.71513249,1.738797069,1.751848229,1.772229996,1.812801985,60,50,50,50,50,50,50,50,46,-1,-0.105901,-0.098991705,-0.073061977,-0.046352234,-0.047967135,0.016878612,0.036602259,0.033385059,-0.06734186,-0.056249645,-0.027974285,-0.016115959,-0.02955402,-0.000870234,0.004489627,0.011925823,0.00399414,0.003353134,0.002338761,0.005027793,0.008389119,0.020388875,0.022546823,0.014190092,-0.012733593,-0.012777427,-0.013030512,-0.013291003,-0.012204315,-0.006183956,-0.003640098,-0.002288497,-5.1762992,-5.0467646,-4.41995162,-3.89121439,-3.412254984,0.15702396,0.52723448,2.025814827,2.67132888,2.04296573,-0.5755509,-0.99041512,-0.08026599,-0.13812271,-0.52480799,-0.990676215,-0.072263623,-0.13622394,-0.416119305,-0.995824665,-0.032017661,-0.06389233,-0.320979909,-0.972970339,0.009083401,0.095919012,-0.219055949,-0.957358939,0.016227416,0.158504504
40373.40972,1.868056362,73.8,195,324,0.522444234,3.33,16.29,18.33,-0.003729,0.00525,0.010566,20.560195,19.966778,21.844572,20.444167,21.722781,20.22037,20.470335,20.245475,0,0,0.086558,0,0.164675,0,0.00525,-0.00012,0.00525,-0.008007,1.210709,0.87455,0.81012,0.121791,0.849362,1.001334,1.116739,16.763569,16.763569,16.411268,0.352301,0.47816,16.363449,16.280795,1.164714,15.074784,1.757226,13.507386,2.66628,13.984487,2.481513,0,0,0,0,0,0,1.229629212,1.299651492,0,0,0,0,0,0,2.005387494,2.008148401,0,0,0,0.256811215,0.256811215,0.830567276,2.791589332,3.244070283,2.164352856,2.163608563,2.166331422,2.173125541,2.182824642,2.204233066,2.227225909,2.299252996,169,142,142,142,142,142,142,142,142,-7,1.602059991,1.602059991,1.603865792,1.611679062,1.641598035,1.694285209,1.7186343,1.784869785,50,40,40,40,40,40,40,40,40,-1,-0.01593012,-0.03486494,-0.075575585,-0.069668054,-0.056464608,-0.049589385,-0.004828783,0.013828538,-0.08008147,-0.08501056,-0.070392041,-0.030447007,-0.046987152,-0.035696761,-0.014927165,0.000300034,-0.02265357,-0.02198984,-0.012598424,-0.004822236,0.00100618,0.004791826,0.014434041,0.010385549,-0.01249817,-0.01202124,-0.00879225,-0.009396482,-0.012573935,-0.012294949,-0.008099256,-0.004993097,1.826283,1.857772,0.21026364,-0.201143264,-2.107963882,-4.93393,-4.409777,0.32489735,2.27835505,1.80920865,-0.20025518,-0.82442126,-0.13747797,-0.56597666,-0.23481312,-0.908699335,-0.08478553,-0.3421404,-0.27331929,-0.963668487,-0.00534807,-0.036355901,-0.285183109,-0.975635814,0.013325811,0.041185237,-0.401389156,-0.983292325,-0.028944382,-0.04317163
40374.42708,1.994756945,98.8,196,290,0.669316881,4.67,16.33,18.42,0.04159,-0.033917,0.010572,20.595089,21.329976,22.153393,21.516433,22.110537,21.008453,21.544096,20.674447,0.858526,0.750733,0.632066,0.820984,0.342443,0.79974,-0.033917,-0.004178,-0.033917,-0.033917,1.180973,0.496546,0.484913,0.042855,0.864098,0.5202,0.975997,13.935085,13.935085,13.709454,0.225631,0.568627,14.10607,15.543236,1.667855,16.155242,1.447415,15.475411,1.665394,14.341554,2.593363,1.115954748,1.115954748,3.348924305,6.090259436,6.741040127,6.741040127,6.741040127,6.865181425,1.401074944,1.401074944,2.693598151,5.974561992,6.52314786,6.52314786,6.52314786,6.825255893,0.437941777,1.066970009,2.045343247,5.482956593,7.879522701,7.883706679,7.923176131,8.520708421,2.523421274,2.503620472,2.447287266,2.373295215,2.27877741,2.233220925,2.230200479,2.264168256,346,320,295,242,161,133,133,133,133,98,1.986771734,1.973704989,1.916453949,1.826614634,1.727846132,1.686394182,1.705168542,1.740691576,99,95,90,64,44,38,38,38,38,35,0.2515272,0.2583946,0.298456838,0.259378567,0.192989928,0.071152301,0.031445822,0.050422276,0.04490866,0.03629459,0.015496331,0.008585138,3.79E-05,-0.023468986,-0.025497331,-0.006693819,0.17587297,0.18985128,0.216099825,0.181862762,0.112217998,0.056073555,0.040178743,0.035957516,0.015632785,0.015283146,0.013017377,0.012358125,0.008197551,-0.002195694,-0.005531901,-0.003062336,5.122239,5.3947565,6.74059628,5.53521289,3.038310333,0.4812351,-0.340721,-5.34758235,-6.241616872,-6.593553424,0.3752755,0.39417643,-0.8749667,-0.91903479,0.4041435,0.39916862,-0.927474455,-0.91686137,0.40045867,0.349118378,-1.08659207,-0.935786352,0.209546851,0.185831275,-0.965311199,-0.964306936,0.116866681,0.101797738,-0.810527773,-0.978923198
40378.39028,1.423245874,26.5,200,338.5,0.193124598,1.56,16.27,17.96,-0.032607,0.013012,0.013012,21.96865,20.154976,21.083073,20.820003,20.700802,21.390168,20.027384,21.995016,0.532879,0.980134,0.634055,0.973145,0.414519,0.663726,0.013012,-0.001649,0.013012,-0.019595,1.315292,0.449246,0.996628,0.382271,1.273505,0.594389,1.499596,11.513349,11.513349,10.730189,0.78316,0.596842,10.668784,10.689394,0.853727,10.831262,0.680023,11.241486,1.045671,13.032118,2.637979,0,0,0,0,3.111400489,3.182286442,3.182286442,7.454432842,0,0,0,0,3.365269974,3.487944667,3.487944667,7.397108624,0,0,0,0.003162278,3.493511414,4.013801814,4.013804305,8.842935203,2.926856709,2.926856709,2.924882054,2.924677637,2.920558099,2.879788553,2.856254639,2.7641481,861,840,829,823,818,714,644,620,133,0,1.916453949,1.920384242,1.935549249,1.953739563,1.996502551,2.123936668,2.262360438,2.209833246,119,82,82,82,82,82,82,82,38,-9,0.0256115,0.013636834,-0.010198341,-0.021694823,-0.010222147,0.008585078,0.025156428,0.078517067,-0.05157793,-0.06190916,-0.049661938,-0.018238269,-0.011310146,0.011923277,0.022842082,0.02541112,0.013929752,0.013616746,0.011576108,0.003475267,0.003097657,0.004971805,0.007306239,0.03595029,-0.009309666,-0.008873448,-0.007472198,-0.00891084,-0.007984605,-0.001545039,0.0014978,0.002571113,-0.43104931,-1.50289676,-0.636581217,-0.901932365,-0.721955031,-2.9075335,-2.141217,-0.06114308,1.86303326,1.34687594,-0.22006122,-0.9944453,-0.023291853,-0.10525468,-0.22605129,-0.993803095,-0.025285057,-0.11100422,-0.187300982,-0.963653318,0.020283168,0.141698651,-0.23266986,-0.97029906,0.036127158,0.170211351,-0.149196201,-0.623449698,-0.043695552,0.007500962
40379.38333,1.161368002,14.5,201,276,0.193124598,1.56,16.32,17.96,0.006957,0.004401,0.011853,21.766458,19.943097,20.793966,20.495331,20.552914,20.657667,19.889313,21.091889,0.747409,0.901801,0.686881,0.912858,0.660468,0.870755,0.004401,0.002216,0.004401,-0.006416,1.459083,0.367436,0.6832,0.241052,0.869694,0.505034,1.189427,16.33147,16.33147,16.378859,0.047389,0.526243,16.042956,15.481257,0.856331,13.085326,2.543927,12.38126,2.314673,12.924273,2.437076,0,0,0,2.378499107,3.689369865,4.82620586,4.872206584,4.998374936,0,0,0,2.776547136,3.675462556,4.983379074,5.067029011,5.257166062,0,0,0,1.702407119,3.428223155,4.894623172,5.278571682,5.296709545,3.069112851,3.070499636,3.061954844,3.044752022,2.993656629,2.95834236,2.920797039,2.869342969,1190,1160,1160,1070,1020,834,714,644,320,90,2.322736004,2.296390928,2.227672503,2.212575987,2.081062126,2.04155716,2.111815394,2.245322417,219,202,177,147,91,74,74,74,74,58,-0.014375963,-0.000850397,0.046554883,0.060267571,0.036641265,0.013209559,0.01793714,0.049070046,0.058884863,0.067089882,0.067180054,0.010571868,0.002890745,-0.0042097,0.008912433,0.026914854,0.003917338,0.003764879,0.011986845,0.01968364,0.01860269,0.010850174,0.009515433,0.018874966,-0.002072662,-0.001784622,0.000166833,0.001884961,-0.000335236,-0.00415992,-0.001141771,0.001103943,1.400334,-0.465745,-1.5167928,-0.30279396,-0.395324911,-2.12498,-1.317236,1.68975583,0.15427461,-1.46804304,-0.08575336,-0.99622921,0.007468153,0.086760358,-0.087208266,-0.93264759,0.028968832,0.290728284,-0.07144623,-0.689880268,0.071074734,0.645074921,-0.039856284,-0.420458711,-0.038142199,0.085052832,-0.049090557,-0.355124117,-0.117827294,-0.399953572
40380.41389,1.382017043,24.1,202,280,0.164352856,1.46,16.25,17.96,-0.000619,0.002636,0.010001,21.556542,20.980709,22.496593,21.302333,22.109019,20.898832,21.114273,20.872556,0.069488,0,0.292698,0.02539,0.48979,0.047697,0.002636,0.000074,0.002636,-0.009533,1.36293,0.563534,0.554246,0.387574,0.741477,0.74261,0.83606,14.174125,14.174125,14.815947,0.641822,1.21443,15.939896,16.709128,1.206146,16.095192,1.212832,14.29326,2.778042,13.182969,2.626495,0,0,0,0,0.356033706,3.706509139,4.83932051,4.885197744,0,0,0,0,0.501060875,3.70945926,5.008505665,5.091742924,0,0,0,0.179329306,2.546337566,4.270427145,5.51735172,5.860646125,3.033423755,3.029890835,3.024793423,3.015499467,3.021972735,3.010054696,2.982685726,2.924936908,1180,1070,1050,1030,992,992,834,724,620,30,2.670941281,2.672905633,2.671211424,2.652951054,2.58566044,2.406868261,2.307392028,2.324110899,474,465,465,461,392,244,74,74,74,9,0.002620207,0.001577875,0.035556418,0.090210898,0.063732676,0.05018697,0.030050598,0.035168645,0.03641982,0.03943582,0.063764894,0.075175103,0.015436367,0.009163556,0.002338989,0.017370672,0.008531185,0.010245578,0.016514373,0.026004791,0.020302438,0.019452564,0.014000928,0.012164769,-0.00295064,-0.003039148,-0.00326535,0.00097662,0.000968846,0.000316805,-0.002450331,0.001025402,2.727797,2.446653,2.45225898,3.04281213,2.468570418,4.7269591,4.911685,5.1285463,4.183117533,-0.151747433,0.12257559,0.65355688,0.14195352,0.75687741,0.12724248,0.64963984,0.14896866,0.76022466,0.15357566,0.736700877,0.13588832,0.662349085,0.208777679,0.753690002,-0.041163098,0.047849176,0.076320212,0.322807004,-0.16374688,-0.441245027
40381.44444,1.620136055,41.7,203,238,0.432969291,2.71,16.25,17.96,-0.004096,0.001525,0.009942,21.360404,20.860017,21.53274,22.235373,21.355634,21.803228,20.76005,21.363137,0.180273,0.977325,0.128074,0.916324,0.190253,0.338706,0.001525,0.000439,0.001525,-0.008278,1.2429,0.438459,1.490728,0.177106,1.221779,0.446803,1.237637,14.976189,14.976189,14.286981,0.689208,1.49135,12.916153,13.682269,1.513343,14.999911,2.0237,15.289697,1.744018,13.583504,2.563449,0.744221741,0.744221741,0.744221741,0.744221741,0.744221741,0.825000606,3.780486212,4.941560786,0.659772688,0.659772688,0.659772688,0.659772688,0.659772688,0.828469674,3.767676738,5.134310665,1.213063889,1.345970653,1.364059749,1.364059749,1.364059749,2.888683783,4.482990854,6.017292747,3.007534418,3.007000559,3.008777544,3.009928697,3.016336796,3.018665832,3.013160658,2.965614195,1090,1000,1000,1000,1000,1000,992,834,644,0,2.390051496,2.396852913,2.421055229,2.459580943,2.539846831,2.567351132,2.46188811,2.353166607,465,244,244,244,244,244,244,74,74,-39,0.04041718,0.027424446,0.007077627,0.009399863,0.029827844,0.047761504,0.04320485,0.029667378,-0.01348816,-0.01528425,-0.027583396,-0.005931623,0.01684325,0.015586008,0.01248778,0.011616956,0.008950405,0.006372565,0.000438565,0.009282329,0.009696776,0.015060731,0.01608388,0.011813942,-0.008454847,-0.008766225,-0.008017493,-0.007183096,-0.007705711,-0.003375073,-0.002265082,-0.002107367,3.024869,2.1593782,0.581316598,1.390736494,2.557467039,-4.331467,-3.6384124,-0.00507135,1.97199228,2.71333378,0.085101318,0.48729744,-0.15250139,-0.87323605,0.060461089,0.46909326,-0.11170618,-0.882908025,0.021582917,0.226695198,0.019140556,0.344577157,0.062451357,0.440391511,0.067323968,0.544308742,0.081927187,0.55532965,0.088448775,0.640303051
40385.43056,1.673020907,47.1,207,351,0.798650645,6.29,16.29,18.12,-0.009298,0.008292,0.017912,21.913734,21.140541,23.170843,21.812423,22.909225,21.653841,21.568507,22.053802,0.03037,0,0.036896,0,0.203633,0.06074,0.008292,-0.00048,0.008292,-0.014713,1.260882,0.892477,0.972466,0.261619,1.004766,1.06177,1.215732,15.230783,15.230783,15.204529,0.026255,1.087699,16.239406,17.453112,1.467856,15.648066,2.577302,14.993798,2.470073,14.711851,2.096487,0,0,0,0,0,0,2.861749814,6.252304695,0,0,0,0,0,0,3.501856508,6.897110047,0,0,0,0,0,0,4.101349046,7.555539292,3.272421826,3.274157849,3.273290705,3.273290705,3.275143326,3.295028479,3.263594978,3.208182611,1930,1840,1840,1840,1830,1830,1830,1440,998,-60,2.509202522,2.516535374,2.544119743,2.584378346,2.655508596,2.728290358,2.728700335,2.659627049,604,321,321,321,321,321,321,321,222,-60,-0.028702627,-0.022945614,0.006901888,0.038297807,0.030417631,-0.00165906,0.010179329,0.027882117,0.022661819,0.030674183,0.058206621,0.074234033,0.017955041,0.010229597,0.01588243,0.012208955,-0.001619257,0.002518678,0.014802795,0.021013681,0.013396087,0.005139274,0.006634056,0.015552818,2.45E-05,0.000205126,0.001897776,0.002761742,-0.00128197,-0.005681669,-0.004975945,-0.005901431,3.459957,3.557428,3.52603543,3.85789605,2.868967157,2.828911,2.98069,3.73674402,3.6211248,0.430654274,0.1670123,0.98742772,-0.02673597,-0.15807121,0.17872484,0.992206125,-0.020779356,-0.117835876,0.231122107,0.994333548,-0.02222901,-0.09477605,0.233840686,0.995752962,-0.015494362,-0.061466011,0.067446874,0.395288055,-0.100793485,-0.364677028
40386.41319,2.112605002,129.6,208,341,0.905256049,8.04,16.25,18.17,0.002883,0.005409,0.008292,21.867082,21.305032,22.730766,22.070365,22.358736,21.913188,21.321992,21.773395,0.001691,0,0.012275,0,0.02483,0,0.005409,0.000048,0.005409,-0.0084,1.140288,0.57187,0.961272,0.37203,0.958925,0.779527,0.996421,14.71488,14.71488,14.69472,0.02016,0.752537,15.19213,16.249961,1.485011,16.893537,1.559532,15.803034,2.312641,15.219025,2.092177,0,0,0,0,0,0,0,6.252304695,0,0,0,0,0,0,0,6.897110047,0,0,0,0,0,0,0,7.529743621,3.27588696,3.275599253,3.274157849,3.273049524,3.272010917,3.273688361,3.287381784,3.249900205,1910,1860,1860,1860,1830,1830,1830,1780,998,10,2.236789099,2.240549248,2.258976318,2.289012632,2.365526982,2.538100928,2.639756179,2.636489986,321,172,172,172,172,172,172,172,172,-21,0.10841831,0.1083552,0.107784336,0.126576906,0.095019278,0.06162421,0.032140808,0.041496402,0.001097788,0.003742002,0.015109796,0.039003854,0.016786093,0.017231791,0.012406987,0.011896274,0.05298068,0.053546688,0.051960822,0.049303363,0.027644939,0.020447022,0.012670457,0.019230531,-0.002765185,-0.002170132,-0.001154299,0.000862682,-0.000135414,-0.000937518,-0.003915048,-0.004458033,2.97145,3.44388,3.4461032,3.95636898,3.50901504,-4.45899,-3.72304,-2.14792968,-2.270271778,-3.324885764,0.19835772,0.56175117,-0.29212681,-0.82730624,0.1950977,0.58048802,-0.27421358,-0.8139435,0.19950433,0.607552708,-0.261008703,-0.793734767,0.242033976,0.645568542,-0.282251437,-0.761736871,0.224843184,0.66671513,-0.262499122,-0.718149702
40387.42361,1.385606274,24.3,209,300,0.775974331,5.97,16.25,18.17,-0.000233,-0.004491,0.003164,22.179416,22.486164,22.941416,22.685033,22.750246,22.367838,22.356556,22.182699,0.580517,0.841969,0.330329,0.860528,0.171302,0.793545,-0.004491,-0.00735,-0.004491,-0.020431,1.079618,0.500278,0.429786,0.19117,0.7986,0.306916,0.89942,9.041692,9.041692,10.44973,1.408038,2.323191,12.531374,13.945151,2.327417,15.151174,2.279586,15.918487,2.315184,15.056748,2.396937,0,0,1.171853233,1.194615419,1.194615419,1.194615419,1.194615419,3.10108352,0,0,0.933350417,1.038814228,1.038814228,1.038814228,1.038814228,3.652688462,0,0,1.149003916,1.837795963,1.837795963,1.837795963,1.837795963,4.494280588,3.277609214,3.277609214,3.277609214,3.27741819,3.27629422,3.274145818,3.274526663,3.267748448,1930,1880,1860,1860,1860,1860,1830,1830,1440,10,2.077367905,2.078275522,2.085914629,2.097777735,2.139124448,2.265051331,2.438608266,2.596775724,169,119,119,119,119,119,119,119,119,-5,-0.01967435,-0.008657685,0.038309749,0.090922795,0.149492651,0.125408154,0.093744647,0.056270859,0.06900171,0.069920016,0.067164112,0.067271037,0.031449623,0.023516307,0.021662552,0.018935981,0.012209473,0.017856286,0.036969767,0.059351626,0.079216807,0.054639399,0.040891628,0.025836194,0.002016573,0.002760812,0.003257841,0.001766561,0.000530798,0.000149844,-0.000327427,-0.002925629,2.587774,2.400222,4.14949087,4.58090968,4.395325638,6.547403,6.412571,4.8295861,3.92801022,-1.58157814,0.18917728,0.81148975,0.13622957,0.58436666,0.20755466,0.903127855,0.07971835,0.34327317,0.314115907,0.94361285,-0.03890927,-0.05769153,0.32110843,0.795475774,-0.23565123,-0.375859442,0.300166445,0.557467766,-0.527127506,-0.66066853
40392.40556,2.041392685,110,214,319,0.559906625,3.63,16.23,18.02,-0.000186,-0.001418,0.008127,21.879464,22.317879,23.322718,22.453878,23.182672,21.682172,22.485681,21.670375,0.122621,0.100273,0.160105,0.301837,0.520492,0.194562,-0.001418,-0.002378,-0.001418,-0.010905,1.202082,0.410245,0.374808,0.140045,0.902612,0.526057,1.060428,15.50426,15.50426,15.344577,0.159683,0.139069,15.325664,15.459564,0.366751,15.239313,0.364518,14.892936,1.096646,13.786316,2.017613,0,0,0,0,0,0.401993781,3.075902632,3.075902632,0,0,0,0,0,0.085410772,3.465323217,3.473952072,0.05417564,0.05417564,0.05417564,0.72749433,0.72749433,0.740040539,1.848383077,1.861296591,3.198657087,3.1976251,3.200029267,3.202022622,3.206263537,3.214429879,3.222147224,3.239148221,1660,1570,1560,1560,1550,1550,1550,1550,1550,10,2.027349608,2.031408464,2.04630002,2.067256889,2.094405613,2.0535186,2.004067483,2.009061187,135,105,105,105,105,105,77,72,72,-12,0.10461961,0.099728475,0.093372835,0.127395334,0.117613576,0.071273188,0.063135936,0.043944994,0.057025388,0.055316139,0.051483025,0.040416461,0.01736534,0.005022192,0.001373672,0.010243994,0.0316709,0.03119519,0.038361748,0.049547534,0.044371771,0.032710154,0.027253173,0.017915793,0.00256641,0.002103784,0.000898807,0.000911439,0.000421492,-0.002502774,-0.002909215,-0.002553002,6.181176,6.19336245,5.2896401,5.06759823,3.97840273,-1.487815,-1.4104897,-1.39172266,-2.657440432,-4.057405412,0.33263605,0.64872311,-0.39021916,-0.76102452,0.3187496,0.630130765,-0.39232712,-0.77611963,0.294712793,0.569917258,-0.424647967,-0.819844032,0.279606101,0.527633346,-0.449106758,-0.846395018,0.23699851,0.501129117,-0.430205924,-0.852477544
