dates,logEC,beachEColiValue,jday,beachSc,LogbeachTurbidityBeach,beachTurbidityBeach,beachWaterTemp,MeanCloudcoverover1hr12813,MeanCloudcoverover2hr12813,MeanCloudcoverover6hr12813,MeanCloudcoverover12hr12813,MeanCloudcoverover24hr12813,MeanCloudcoverover48hr12813,MeairtempCover1hr12813,MeairtempCover2hr12813,MeairtempCover6hr12813,MeairtempCover12hr12813,MeairtempCover24hr12813,MeairtempCover48hr12813,MeairtempCover120hr12813,MeairtempCover72hr12813,StDevAirtempCover6hr12813,StDevAirtempCover12hr12813,StDevAirtempCover24hr12813,StDevAirtempCover48hr12813,StDevAirtempCover120hr12813,StDevAirtempCover72hr12813,MeanSeaWaterTemperatureCover1hrX128Y13Sigma0,MeanSeaWaterTemperatureCover2hrX128Y13Sigma0,MeanSeaWaterTemperatureCover6hrX128Y13Sigma0,StDevSeaWaterTemperatureCover6hrX128Y13Sigma0,StDevSeaWaterTemperatureCover12hrX128Y13Sigma0,MeanSeaWaterTemperatureCover12hrX128Y13Sigma0,MeanSeaWaterTemperatureCover24hrX128Y13Sigma0,StDevSeaWaterTemperatureCover24hrX128Y13Sigma0,MeanSeaWaterTemperatureCover48hrX128Y13Sigma0,StDevSeaWaterTemperatureCover48hrX128Y13Sigma0,MeanSeaWaterTemperatureCover72hrX128Y13Sigma0,StDevSeaWaterTemperatureCover72hrX128Y13Sigma0,MeanSeaWaterTemperatureCover120hrX128Y13Sigma0,StDevSeaWaterTemperatureCover120hrX128Y13Sigma0,Qmean1,Qmin1,Qmean2,Qmin2,Qmean6,Qmin6,Qmean12,Qmin12,Qmean24,Qmax24,Qmin24,Qmean48,Qmin48,Qmean72,Qmin72,Qmean120,Qmin120,Qdifference6,scperp_mean1,scperp_mean2,scperp_mean6,scperp_mean12,scperp_mean24,scperp_mean48,scperp_mean72,scperp_mean120,scparl_mean1,scparl_mean2,scparl_mean6,scparl_mean12,scparl_mean24,scparl_mean48,scparl_mean72,scparl_mean120,dcperp_mean1,dcperp_mean2,dcperp_mean6,dcperp_mean12,dcperp_mean24,dcperp_mean48,dcperp_mean72,dcperp_mean120,dcparl_mean1,dcparl_mean2,dcparl_mean6,dcparl_mean12,dcparl_mean24,dcparl_mean48,dcparl_mean72,dcparl_mean120,wndperp_mean1,wndperp_mean2,wndperp_mean6,wndperp_mean12,wndperp_mean24,wndparl_mean1,wndparl_mean2,wndparl_mean6,wndparl_mean12,wndparl_mean24,wvh_mean1,wvh_mean2,wvh_mean6,wvh_mean12,wvh_mean24,wvperp_mean1,wvperp_mean2,wvperp_mean6,wvperp_mean12,wvperp_mean24,wvparl_mean1,wvparl_mean2,wvparl_mean6,wvparl_mean12,wvparl_mean24,dirwvhperp_mean1,dirwvhperp_mean2,dirwvhperp_mean6,dirwvhperp_mean12,dirwvhperp_mean24,dirwvhparl_mean1,dirwvhparl_mean2,dirwvhparl_mean6,dirwvhparl_mean12,dirwvhparl_mean24,rainsum1,rainsum2,rainsum6,rainsum12,rainsum24,rainsum48,rainsum72,rainsum120
40357.375,0.301029996,2,179,307,0.28780173,1.94,14.8,0.000558,0.02072,0.095574,0.07167,0.209687,0.319931,19.420128,19.323498,19.088708,19.267623,19.597084,18.84317,19.321532,19.128888,0.204412,0.256608,0.795131,1.238266,1.304537,1.20115,6.943024,6.943024,6.984235,0.041212,0.325044,7.226146,9.910394,2.985142,11.48402,2.702961,11.445016,2.351046,11.588522,2.362797,725.25,724,727.125,719,730.875,719,734.8333333,719,736.8229167,755,714,719.0364583,679,721.4166667,679,741.3770833,679,0,0.064024432,0.068785757,0.0856544,0.085810589,0.067195034,0.058421248,0.095417086,0.061588856,0.042992133,0.043830661,0.045520004,0.047457082,0.053408269,0.04310595,0.063987919,0.044077792,0.06293875,0.063705924,0.066142488,0.064270662,0.042067643,0.029757905,0.056481282,0.037649766,0.025236658,0.02529394,0.025925612,0.026225423,0.018692538,0.019092119,0.027970285,0.018535231,-3.801185004,-3.716727306,-2.471937958,-1.758496688,-0.061536802,5.956950689,5.65495716,5.594972893,5.318515473,4.984822855,0.19510484,0.185880485,0.161648775,0.133566283,0.172375392,0.997051212,0.99748212,0.96050427,0.85911339,0.36352947,-0.07673904,-0.006083337,0.21989594,0.427224022,0.593897717,0.194529517,0.185408485,0.155761919,0.118382041,0.041387016,-0.014972158,-0.001782527,0.032428271,0.048918476,0.104521328,0,0,0,0,0.01,0.37,0.39,0.89
40358.36806,2.588047497,387.3,180,407,1.298853076,19.9,16.8,0.36419,0.452853,0.701237,0.472156,0.54709,0.395486,16.440384,16.735942,16.638062,16.561687,17.612016,18.583515,18.83717,18.451272,0.198084,0.214161,1.380751,1.496984,1.403233,1.43363,9.849429,9.849429,10.381921,0.532492,0.600288,10.795312,9.645093,1.362168,9.777743,2.32398,10.871044,2.498128,11.561135,2.455148,681.5,674,680.75,674,680.8333333,674,686.9583333,674,699.3958333,729,674,718.109375,674,712.4895833,674,724.9541667,674,-14,-0.108440123,-0.09807828,-0.054988652,-0.019109712,0.001354141,0.034274587,0.039398879,0.055893431,-0.022663456,-0.006636551,0.030473267,0.011193704,0.009162969,0.031285619,0.031791623,0.038798037,-0.045864421,-0.030299934,-0.002272089,8.12E-05,0.018627458,0.030347551,0.026047756,0.034500127,-0.005632089,0.000214492,0.009741603,0.007410671,0.012878879,0.015785708,0.017021039,0.017396533,-5.629291702,-6.891834302,-5.354360993,-3.769019559,-3.70908804,-5.482266833,-4.473886221,0.987668814,-0.012605399,-0.015668991,0.5447077,0.4374936,0.271565788,0.376767158,0.353714808,-0.222829709,0.036870184,0.541852487,-0.022871557,0.128822622,-0.974857385,-0.964934239,-0.715382547,-0.740496642,-0.648830781,-0.121377058,-0.011713021,0.095212576,-0.110272303,-0.040365006,-0.531012324,-0.423216455,-0.216199447,-0.285373335,-0.242188946,0,0,0,0,0,0.01,0.37,0.39
40359.36458,1.376576957,23.8,181,342,1.038222638,10.92,17.9,0.000414,0.000459,0.00034,0.000644,0.12293,0.33501,17.24872,16.830404,16.023539,16.227328,16.708607,17.160311,18.341763,17.958546,0.625876,0.547116,0.690093,1.181265,1.534455,1.560093,11.776494,11.776494,11.204788,0.571706,1.055269,12.105819,12.277629,1.71477,10.961361,2.032371,10.611039,2.443255,11.251554,2.241607,639.75,635,639,630,641.25,630,644.875,630,653.7708333,679,630,676.8697917,630,696.8368056,630,703.6395833,630,0,-0.041448775,-0.046990828,-0.054289214,-0.024397665,-0.050032467,-0.024339163,0.006172236,0.047514586,-0.054632575,-0.061205146,-0.057637786,-0.005475751,-0.023899254,-0.007368143,0.012890661,0.035445494,-0.046880605,-0.045877633,-0.034209317,-0.012200474,-0.047651197,-0.014511869,0.004347968,0.028084021,-0.026291552,-0.024483828,-0.016305027,-0.007385137,-0.017489128,-0.002305124,0.004694096,0.015860121,-1.01611354,-2.895983504,-4.104362267,-2.93601685,-1.390733061,-2.443005225,-1.501155857,-1.362394944,1.021280979,-0.506033906,0.19588484,0.217778675,0.233786555,0.243823261,0.45703508,-0.3475833,-0.215937012,-0.120506257,0.009784991,-0.350001305,-0.937649108,-0.967045156,-0.965997429,-0.229189461,-0.396414516,-0.068086299,-0.044144234,-0.019996527,-0.016057261,-0.235218237,-0.183671245,-0.211245405,-0.225872951,-0.036429015,-0.237580692,0,0,0,0,0,0,0.01,0.39
40360.375,1.117271296,13.1,182,277,0.840106094,6.92,18.8,0,0,0,0,0.012077,0.059147,17.967863,17.729068,16.523409,16.414737,17.34319,17.024069,17.849806,17.187562,0.913117,0.766103,1.15011,1.00006,1.434502,1.145008,12.246734,12.246734,12.414165,0.167431,0.671531,12.899541,13.934749,1.316572,13.106189,1.738796,11.95249,2.301336,11.765102,2.480476,612,606,613.25,606,614.0833333,602,615.75,602,622.9791667,644,602,638.2447917,602,658.6284722,602,682.7916667,602,-5,0.022620498,0.01389891,0.030803802,0.060393662,0.012147714,-0.018942377,-0.012176871,0.016062377,0.030052079,0.033393606,0.038950588,0.040717194,0.008735658,-0.007581798,-0.002000209,0.016042255,0.019878841,0.018446074,0.023381999,0.023823457,-0.009197111,-0.028424154,-0.012740283,0.004258992,0.001095201,0.000891092,0.002045973,0.001472784,-0.009375758,-0.013432443,-0.004662002,0.004839646,4.307056415,3.648368773,1.852372156,3.190419659,2.435542029,1.016544775,1.398557727,1.390191976,1.566474806,-0.020376855,0.19833839,0.19544237,0.20996039,0.279224339,0.24564468,-0.41449884,-0.406305392,-0.603616953,-0.569145306,-0.638768823,0.91004984,0.91369334,0.773602789,0.798574243,0.189065276,-0.082211033,-0.079433017,-0.126705449,-0.155427717,-0.157325213,0.18049782,0.17856384,0.16282733,0.225696971,0.080081293,0,0,0,0,0,0,0,0.37
40365.38194,2.562768543,365.4,187,356,1.712649702,51.6,13.8,0.515649,0.629484,0.619389,0.661251,0.589923,0.585851,21.45227,20.715184,19.911016,20.060718,20.354679,21.228974,19.776696,20.613133,0.715221,0.564389,0.612935,1.181941,1.570067,1.363314,5.539286,5.539286,5.531702,0.007584,0.397624,5.889149,6.739721,0.92743,6.912283,0.683361,7.414944,0.973251,9.248934,2.666052,437,436,434.5,428,437.6666667,428,442.4166667,428,453.5208333,481,428,473.59375,428,492.8854167,428,526.2604167,428,4,0.096338576,0.09260283,0.085766543,0.082318951,0.092422164,0.125541524,0.131257386,0.13981207,0.052559946,0.049068864,0.049210777,0.049859198,0.054809189,0.070745036,0.07330597,0.071520321,0.052501556,0.0521532,0.051797149,0.053131465,0.057457115,0.089141893,0.093576713,0.095668332,0.028589379,0.028448609,0.028356987,0.028584242,0.030515394,0.041779402,0.043773084,0.041054811,5.285393228,5.058378805,5.333382147,5.247666693,5.20852885,3.488446315,2.54680278,1.033030192,0.856224987,0.458566828,0.6382566,0.6369406,0.65260769,0.595888416,0.475102329,-0.784454562,-0.7878764,-0.788810052,-0.786597868,-0.751021502,0.620186295,0.615808332,0.614624671,0.61742823,0.653361583,-0.500683301,-0.501825964,-0.514776941,-0.468982901,-0.361958797,0.395837996,0.39223909,0.401117354,0.367590163,0.305636,0,0,0,0.01,0.01,0.01,0.01,0.01
40366.35417,2.029789471,107.1,188,309,0.788168371,6.14,12.2,0.770022,0.826955,0.696302,0.392877,0.422532,0.508074,21.277266,20.833567,20.521649,20.518033,21.300855,20.813155,20.390194,21.232382,0.351898,0.470903,0.966696,0.933108,1.447958,1.125064,6.764697,6.764697,7.108962,0.344265,0.677707,7.685478,7.698965,0.834728,7.219343,1.004234,7.17451,0.825291,8.070931,1.502256,373.25,366,377.625,366,382.5416667,366,388.375,366,400.2395833,436,366,427.5416667,366,449.9895833,366,489.0395833,366,-27,0.057805165,0.0570652,0.073421774,0.083838256,0.0954296,0.094051011,0.116094334,0.130002102,0.030846759,0.03462788,0.053234758,0.060022699,0.06403653,0.059862693,0.068790615,0.071780522,0.04514965,0.046102846,0.05043497,0.055919071,0.062153546,0.060211269,0.080496048,0.091995708,0.019980336,0.020272578,0.021827942,0.024312169,0.028265874,0.02955526,0.037431568,0.041774132,-1.976651617,-2.345227132,-1.794708052,-0.476366109,1.76987352,-1.913494288,-1.371976852,0.680391677,1.074458978,2.540241368,0.050201286,0.054636648,0.037702403,0.130534728,0.336345978,0.533585732,0.638225162,0.866016281,0.072931651,-0.335803113,-0.845745982,-0.757593844,-0.177317606,0.251455068,0.457892899,0.02678669,0.035334597,0.030874199,-0.068979202,-0.235749037,-0.042457536,-0.041001402,-0.011973156,0.06582532,0.213692445,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04
40367.35764,1.892094603,78,189,279,0.57054294,3.72,11.2,0.697059,0.67784,0.736204,0.768234,0.56366,0.493096,20.665659,20.541103,20.078337,20.119477,20.462861,20.881858,20.700174,20.696391,0.585629,0.427608,0.535174,0.886574,1.211094,0.83857,7.633966,7.633966,7.463329,0.170637,0.331909,7.615312,8.116973,0.786666,7.907969,0.83755,7.518553,1.028425,7.612154,0.952504,344.75,339,345.75,339,350.75,339,354.2083333,339,362.2604167,385,339,380.90625,339,405.4097222,339,448.5270833,339,-7,0.088046127,0.098940958,0.098469238,0.094177141,0.103208611,0.099319105,0.097103544,0.118501718,0.056010484,0.060616805,0.059335302,0.060525708,0.061892972,0.062964751,0.060539453,0.069287275,0.047550018,0.047350228,0.047803832,0.050029482,0.049283834,0.05571869,0.056568791,0.078568187,0.018756455,0.018950366,0.019518172,0.020475713,0.020326878,0.024296376,0.026479133,0.036051758,1.386883999,2.007706399,2.509837069,2.553455544,3.170845164,2.495525354,2.494262546,2.29890018,2.770775056,1.553501746,0.14376362,0.167743985,0.179551627,0.188027466,0.155134677,-0.650481304,-0.570727273,-0.404454486,-0.342108666,-0.361227139,0.759522266,0.81534846,0.902590427,0.927843661,0.838102814,-0.093515547,-0.093823536,-0.071737668,-0.063377986,-0.050965698,0.10919167,0.138108532,0.162779903,0.175012566,0.141097567,0,0,0.02,0.02,0.34,0.37,0.38,0.38
40371.34375,1.846955325,70.3,193,268,0.597695186,3.96,13.8,0.268918,0.215436,0.504256,0.722284,0.491382,0.324669,20.457191,20.238243,19.829805,19.40086,20.495591,20.576741,20.819491,20.959855,0.319425,0.613058,1.359988,1.544008,1.266328,1.511739,8.492092,8.492092,8.52151,0.029419,0.260336,8.311409,8.096996,0.358414,9.917369,3.681308,10.909764,3.415064,10.286884,2.960794,175.75,171,176.625,171,179.5416667,171,184.2083333,171,187.9583333,204,171,207.421875,171,228.0208333,171,273.2479167,171,-11,0.056662659,0.067359993,0.093533724,0.086796487,0.111694635,0.098008213,0.05591513,0.067929903,0.047699586,0.049038751,0.044768143,0.032960837,0.055140408,0.052027584,0.031872512,0.039036965,0.040913557,0.0423649,0.045287052,0.048946436,0.067779645,0.05703779,0.042710952,0.04118925,0.018587208,0.019028857,0.020626326,0.022344121,0.02796796,0.023136499,0.017388736,0.016935256,-4.637388284,-3.920528757,-1.855554568,-0.608866117,1.387177212,0.130013415,1.619291769,3.231307483,1.384489557,2.123067765,0.117786735,0.11454425,0.12477677,0.151708828,0.231380249,0.942035964,0.959424307,0.618529099,0.026950865,-0.168337845,-0.335511911,-0.060708015,0.533415553,0.104875577,0.321407838,0.11095934,0.109840156,0.071555262,-0.012302085,-0.084840913,-0.039518853,-0.007844802,0.071861984,-0.008664382,0.106420412,0,0,0,0.06,0.17,0.42,0.42,0.76
40372.34375,3.383743576,2419.6,194,231,0.829946696,6.76,17.3,0.000593,0.000597,0.011899,0.164952,0.259439,0.375411,20.116724,19.905571,19.502577,19.702029,20.20331,20.34945,20.767581,20.452264,0.328942,0.324439,0.593255,1.0593,1.290155,1.318186,12.081366,12.081366,12.534657,0.453292,0.49608,12.913245,12.053128,1.603977,10.075062,2.294198,10.629289,3.302412,11.074115,2.866979,162,159,162.75,159,164.5833333,159,165.2291667,159,168.71875,182,159,178.3385417,159,194.5208333,159,234.4458333,159,0,-0.158122033,-0.155590919,-0.126122987,-0.071235609,-0.023119997,0.044287319,0.057632143,0.042664181,-0.093362577,-0.084466189,-0.055731311,-0.037333951,-0.026905927,0.01411724,0.025716414,0.021277185,-0.082899026,-0.078814856,-0.053751706,-0.031171711,-0.004851848,0.031463898,0.03640791,0.030362114,-0.031452458,-0.029400622,-0.01933616,-0.010277218,0.000935129,0.014451544,0.015736042,0.013056906,-5.156045703,-5.609836982,-5.93697257,-5.554943081,-3.628100694,-5.380353914,-4.524854793,-3.803651368,-2.989267613,-3.272677216,0.65089196,0.63984701,0.558399707,0.44430954,0.319049834,-0.647403477,-0.628953501,-0.554273762,-0.503703441,-0.414429823,-0.762147452,-0.777080496,-0.828477449,-0.858641227,-0.845068594,-0.421389718,-0.402637796,-0.315255084,-0.232388199,-0.15742595,-0.496075649,-0.497047697,-0.458888487,-0.376249302,-0.268224042,0,0,0,0,0,0.17,0.42,0.42
40373.35069,2.483444648,304.4,195,373,0.84260924,6.96,19,0,0,0,0,0.052993,0.156216,21.730543,21.03607,20.109516,19.929599,20.437119,20.320214,20.703999,20.378673,0.778624,0.598588,0.700369,0.65947,1.281939,0.955662,15.675421,15.675421,15.656667,0.018754,0.09999,15.728281,15.271619,0.962341,13.662374,2.083049,11.807248,3.133454,12.010808,3.248335,146.25,144,146.125,142,147.7083333,142,149.7708333,142,153.46875,169,142,160.9895833,142,169.8923611,142,200.9854167,142,0,-0.009208122,-0.0160169,-0.0329113,-0.08254917,-0.083935565,-0.053527781,0.001546358,0.012137965,0.003789347,-0.0015677,-0.024892912,-0.041933629,-0.04978739,-0.038346659,-0.007184303,0.003784844,-0.020283724,-0.021934966,-0.027022991,-0.035956745,-0.053530691,-0.02919127,0.003132368,0.013950063,-0.006163763,-0.006919792,-0.009931465,-0.014057056,-0.020152326,-0.009608599,0.002916921,0.006589802,3.284036979,2.82599524,-1.314880521,-2.727757541,-2.74057332,1.590424114,0.354921617,1.156579383,0.226452359,-2.510209096,0.18917875,0.209359075,0.260311367,0.334885065,0.501360613,-0.884322802,-0.67459185,-0.542347554,-0.572290519,-0.654340799,-0.46687598,-0.676129854,-0.811347225,-0.801702139,-0.73877773,-0.167295082,-0.136999487,-0.136270496,-0.194487015,-0.343688655,-0.088323014,-0.145776732,-0.216125245,-0.268011379,-0.359079403,0,0,0,0,0,0,0.17,0.42
40374.34722,3.383743576,2419.6,196,281,1.793790385,62.2,19.4,0.834553,0.61758,0.827357,0.843061,0.521296,0.287145,21.719418,21.242108,20.677024,20.878393,21.543703,20.990411,20.667523,20.728044,0.584192,0.675425,0.852719,0.956533,1.215753,0.930032,11.328825,11.328825,12.921847,1.593022,1.310989,13.585526,15.023673,1.711405,15.147646,1.39387,14.11614,2.069019,12.436632,3.495774,288.25,277,277.375,259,252.0833333,212,213.5625,151,177.0729167,295,133,165.2708333,133,166.3506944,133,182.6291667,133,83,0.249718862,0.25120693,0.263635509,0.254221839,0.200582806,0.05832362,0.031175748,0.057908734,0.119851425,0.112554391,0.127238093,0.109926931,0.084399152,0.017305881,0.002568612,0.0223522,0.189252773,0.186368182,0.188028994,0.173869897,0.111653631,0.02906147,0.017757031,0.033469334,0.068975364,0.066669578,0.067590717,0.063331787,0.039678398,0.009763036,0.0068204,0.01334684,4.834012736,7.095090332,7.640438101,5.636521787,6.200077026,6.627487947,5.129317159,3.033188754,0.560493966,-0.544015139,0.82414913,0.831917515,0.68205888,0.685050779,0.567682806,-0.649769561,-0.662666115,-0.726781178,-0.818118073,-0.829791771,0.76013125,0.74871691,0.682562266,0.537904249,0.519287612,-0.535507018,-0.551383733,-0.48914085,-0.559618933,-0.465559203,0.626461509,0.62278204,0.472642767,0.366363376,0.306342183,0,0,0.39,1.74,1.74,1.74,1.74,2.16
40378.34375,2.158060794,143.9,200,325,1.093421685,12.4,15.2,0.849039,0.654665,0.519232,0.409929,0.464467,0.295908,20.003777,20.210278,19.997761,20.206076,21.234476,21.947231,22.19035,22.378541,0.391015,0.360271,1.262292,1.490499,1.39353,1.513841,12.728099,12.728099,12.562957,0.165142,0.49821,12.097107,12.076466,0.7021,10.788362,1.769267,9.308371,2.565353,10.479698,3.168087,842.5,829,839.625,823,838.7083333,818,839.7708333,818,826.3229167,861,714,753.1302083,644,714.4131944,620,573.6770833,133,27,0.06430376,0.066861088,0.029884611,-0.020932165,0.010055543,-0.012031012,0.017399908,0.074258324,0.038821964,0.032905696,-0.001814543,-0.020707597,-0.00478783,-0.0014766,0.020640266,0.048754225,0.039547341,0.035190781,0.013187812,0.001414776,0.010568164,0.001006812,0.020358609,0.052678297,0.021631033,0.019293304,0.00711797,0.000556414,0.002782971,0.001709773,0.011278731,0.022958874,1.633795214,2.589670466,-0.43170803,-2.372992273,-1.136464211,-3.073039265,-3.104993891,0.344721875,-0.911497117,-0.82109853,0.21015108,0.15865485,0.142125155,0.277086553,0.294626352,-0.864276558,-0.708198601,-0.154322504,-0.314920201,-0.388157156,-0.50301693,-0.668390581,-0.844786715,-0.859859865,-0.398770179,-0.181628652,-0.120396569,-0.043582831,-0.119368758,-0.149619138,-0.105709551,-0.097527288,-0.116475503,-0.238681282,-0.122362954,0,0,0,0,0.4,0.41,0.41,2.15
40379.35417,2.236789099,172.5,201,421,1.06069784,11.5,17.6,0.961144,0.980052,0.66727,0.735773,0.631067,0.547767,20.630842,20.338029,19.920151,19.88307,20.724195,20.979335,22.026449,21.539552,0.446373,0.416056,0.953929,1.147509,1.51589,1.454919,16.890875,16.890875,16.982616,0.091741,0.240488,17.090867,15.956027,1.480578,14.016247,2.259486,12.510917,2.958372,10.666169,3.423907,1175,1160,1167.5,1130,1140.416667,1060,1095.5625,957,975.1354167,1180,834,901.3854167,714,827.8298611,644,734.7541667,304,100,-0.079798136,-0.074480432,-0.011820695,0.032004508,0.062246906,0.036151225,0.012728294,0.046591144,-0.010205367,-0.00453858,0.015499047,0.008247052,0.028745378,0.011978774,0.008597392,0.03762347,-0.006280916,-0.001175532,0.017449416,0.027655858,0.033501698,0.022034931,0.01183844,0.037047911,-0.000282468,0.001394561,0.006428079,0.008741444,0.011787968,0.007285469,0.005069171,0.017380788,2.703277684,-0.760640698,-2.168092481,-0.933002227,1.569236415,1.528117728,-1.223545303,-1.476985137,-1.976483409,-1.77428153,0.19935173,0.218912115,0.154740929,0.218550851,0.234658156,-0.423511618,-0.317571649,0.17062538,-0.370083742,-0.643501817,-0.905890672,-0.941620083,-0.770456283,-0.449567557,-0.154921193,-0.084427774,-0.067448055,0.003356324,-0.125890482,-0.177597414,-0.180590873,-0.206830925,-0.128138132,-0.103250147,-0.031560797,0,0,0,0.08,0.08,0.48,0.49,0.49
40380.35764,1.526339277,33.6,202,263,0.57634135,3.77,16.6,0.02747,0.18704,0.072408,0.196423,0.423616,0.527341,21.710436,21.493533,21.005391,21.04646,21.412549,21.068372,21.854473,21.12374,0.382275,0.342867,0.71864,0.911959,1.455908,1.044847,10.425011,10.425011,10.470032,0.045021,1.723067,12.087429,15.214167,3.429738,15.585097,2.667432,14.415553,2.764678,11.819061,4.031135,1065,1050,1062.5,1050,1048.333333,1020,1029.833333,992,1056.375,1180,992,1017.578125,834,954.6840278,714,836.5854167,620,20,-0.067629264,-0.06281318,-0.054296844,-0.016533987,0.009090162,0.035668534,0.02713087,0.024707358,-0.033067676,-0.029434177,-0.01271924,0.032673066,0.018413779,0.023579579,0.014123776,0.021815991,-0.007516663,-0.005291688,-0.000875139,0.001588378,-0.0022282,0.015636749,0.01394722,0.018469865,-0.004183471,-0.003199638,-0.000193165,0.001143271,-1.88E-05,0.005884608,0.004850729,0.009121082,-5.314258041,-5.035420744,-4.818324462,-2.344468199,0.68577035,3.780975994,4.15200425,3.504010036,4.64584432,1.774926968,0.2302106,0.21955793,0.196078162,0.208255357,0.231303762,0.788015052,0.798694861,0.855563351,0.485665354,-0.230625863,-0.615655974,-0.601474306,-0.403039162,0.230529002,0.217282327,0.181409418,0.175246022,0.166472464,0.087462262,-0.080856378,-0.141730531,-0.132209526,-0.083896721,0.056637113,0.041406784,0,0,0.01,0.93,0.96,1.04,1.44,1.45
40381.35417,2.613418945,410.6,203,330,0.666517981,4.64,17.2,0.367081,0.183541,0.146575,0.073311,0.060736,0.242176,20.995195,20.801052,20.713654,21.258147,22.506696,21.959622,21.70758,21.547813,0.178044,0.682588,1.401215,1.24065,1.388563,1.291759,15.530624,15.530624,15.383675,0.146948,0.118852,15.361168,14.836641,1.178566,15.025404,2.571321,15.335612,2.308886,13.516712,3.068108,1022.5,1010,1021.25,1010,1022.916667,1010,1026.875,1010,1043.958333,1090,1010,1050.895833,992,1025.642361,834,917.05625,644,-10,0.040526205,0.0396089,0.02651194,0.001696747,-0.020807376,-0.005858607,0.016843231,0.005293534,0.004518036,0.005874339,-0.002190353,-0.010562637,-0.010059981,0.004176899,0.012366392,0.006829195,0.034140322,0.032403638,0.027284124,0.024151264,0.014036604,0.005904202,0.015103367,0.009464745,0.009714932,0.009413355,0.008664315,0.008001523,0.003404712,0.00169298,0.005057976,0.003718695,2.281050508,0.096905528,-2.258786462,-1.638631532,-2.551429444,-2.278510459,-1.259702192,0.075373362,2.17725413,3.327559904,0.088112645,0.099131133,0.115187411,0.110195418,0.13442517,-0.357783575,-0.184897059,0.423111812,0.694018759,0.784854203,-0.933804537,-0.966866204,-0.65348528,-0.307162653,-0.349475712,-0.031525257,-0.016424107,0.055088572,0.07860281,0.107805221,-0.082279988,-0.096210831,-0.071194746,-0.029989541,-0.047667506,0,0,0,0,0,0.96,1.04,1.45
40385.35417,2.200029267,158.5,207,340,0.645422269,4.42,21,0,0,0.035327,0.017664,0.031567,0.180658,21.684359,21.174743,20.656744,20.933073,21.733045,21.8618,22.199838,22.312591,0.472057,0.586359,1.056508,1.207575,1.278313,1.30764,12.719954,12.719954,13.129336,0.409382,1.933314,14.845576,16.405462,2.582365,14.647458,2.658598,13.50099,2.889199,13.688273,2.859571,1870,1860,1865,1860,1875.416667,1840,1876.458333,1830,1887.708333,1950,1830,1967.708333,1700,1829.270833,1440,1601.620833,998,-30,0.029335914,0.026379082,0.01172905,-0.003292763,-0.007761157,-0.011835253,0.029444695,0.038275657,0.021058855,0.021445715,0.027931271,0.037445595,0.007635816,-0.001662647,0.019323113,0.021685164,0.030090469,0.027633363,0.018634738,0.005934723,-0.018736419,-0.010210431,0.015703357,0.025997472,0.011407242,0.010633155,0.007594057,0.001190322,-0.00934516,-0.006484954,0.00356386,0.007215372,-1.56861703,-1.393572284,-1.264124995,-0.274419789,0.399419169,4.357255334,4.835283578,5.320705971,4.981690632,2.050171788,0.15189213,0.15744792,0.168714827,0.152974069,0.245906208,0.907111212,0.89921654,0.737366168,0.495351962,-0.139719234,0.420891019,0.437131045,0.631966484,0.771171926,0.204469959,0.137783054,0.141535913,0.122169896,0.083163328,-0.076240238,0.063930033,0.0689156,0.108980606,0.116736921,-0.040704998,0,0,0,0,0,0,0.5,2.12
40386.35417,2.166430114,146.7,208,332,1.136720567,13.7,22.7,0.000804,0.000761,0.000345,0.002932,0.0044,0.017984,21.729065,21.212753,20.687402,20.942494,22.00123,21.867138,22.098744,21.908277,0.525471,0.492126,1.149302,1.111995,1.218368,1.190284,10.655309,10.655309,11.488835,0.833526,2.404024,13.683274,14.649549,2.260222,15.527506,2.580584,14.648155,2.532778,13.650855,2.973336,1892.5,1890,1885,1860,1877.083333,1830,1872.708333,1830,1870.729167,1910,1830,1879.21875,1830,1935.381944,1700,1766.975,998,20,0.133544901,0.129476776,0.117469211,0.131088757,0.132031715,0.062135279,0.036120403,0.068843476,0.064431528,0.060282158,0.058802519,0.070632345,0.06065268,0.034144248,0.019109129,0.035827696,0.068863968,0.067569404,0.066381098,0.06570272,0.060527002,0.020895291,0.013368714,0.035295552,0.027969034,0.027263945,0.025964682,0.023613495,0.020901973,0.005778406,0.002644021,0.010714824,2.677506441,2.687468598,2.154721052,2.954198848,3.766591287,3.714442773,3.136217296,3.250987583,2.904939727,1.907950883,0.2217007,0.21501059,0.19958073,0.201051223,0.188042888,-0.20951672,-0.225599985,-0.299069982,-0.405556687,-0.30324891,0.977805064,0.97408013,0.937793966,0.89656589,0.825921624,-0.046450003,-0.048398787,-0.057162132,-0.080235953,-0.072590766,0.216780067,0.209462464,0.188162458,0.180803134,0.157695457,0,0,0,0,0,0,0,2.12
