year,month,julian,LogEC,lturb,wvrod,Hop24,Hop48,radar24,radar48
2007,7,188,1.90309,0.5185139,0.625,0,0,0,0
2007,7,189,1.908485,0.4913617,0.5,0,0,0,0
2007,7,190,1.447158,0.30103,0.46,0,0,0,0
2007,7,191,1.5502284,0.2304489,0.29,0,0,0.05,0
2007,7,192,2.0472749,0.50515,0.83,0.09,0,0.03,0.05
2007,7,193,2.6359861,1.4440448,2.25,0.09,0.09,0.11,0.03
2007,7,194,2.1122698,1.2741578,2.25,0,0.09,0.01,0.11
2007,7,197,1.5854607,0.6901961,0.5,0,0.12,0.02,0.28
2007,7,198,1.9138139,0.4771213,0.125,0,0,0,0.02
2007,7,199,1.6384893,0.4149733,0.04,0.11,0,0.13,0
2007,7,200,3.218798,1.3483049,2.75,0.07,0.11,0.11,0.13
2007,7,201,3.4871384,1.7185017,3.33,0.34,0.07,0.33,0.11
2007,7,204,1.4313638,0.50515,0.21,0,0,0,0
2007,7,205,1.7596678,0.3424227,0.167,0.02,0,,0
2007,7,206,2.0149403,0.447158,0,0.13,0.02,,
2007,7,207,2.252853,0.544068,0.167,0.7,0.13,0,
2007,7,208,2.4742163,0.50515,0.46,0.81,0.7,0.89,0
2007,7,211,2.1383027,0.6434527,0.75,0,0,0,0
2007,7,212,1.30103,0.5682017,0,0,0,0,0
2007,8,213,1.5250448,0.4149733,0,0,0,0,0
2007,8,214,1.3324385,0.2304489,0.167,0,0,0.02,0
2007,8,215,2.2624511,0.20412,0.21,0,0,1.31,0.02
2007,8,218,2.8182259,0.4313638,1.08,0.38,0,0.32,0.04
2007,8,220,3.3366598,0.763428,0.42,3.33,0,2.88,0
2007,8,221,2.9130187,0.3424227,0.33,0.17,3.33,0.04,2.88
2007,8,222,2.808211,0.5185139,0.29,0.89,0.17,0.65,0.04
2007,8,223,2.544068,0.5797836,1.9,0,0.89,0.02,0.65
2007,8,224,1.8129134,0.447158,0.08,0,0,0.02,0.02
2007,8,225,2.4828736,1.0374265,3.25,0,0,0,0.02
2007,8,226,1.7242759,0.6627578,0.33,0,0,0.02,0
2007,8,227,2.2253093,0.544068,1.67,0,0,0,0.02
2007,8,228,1.8260748,0.3222193,0.13,0.13,0,0,0
2007,8,229,2.6766936,0.7323938,2.5,0,0.13,0,0
2007,8,232,2.4969296,0.5314789,0.42,1.35,0.06,0.42,0.02
2007,8,233,2.1658376,0.7993405,1.9,2.23,1.35,1.46,0.42
2007,8,234,1.8162413,0.60206,0.08,0.05,2.23,0.02,1.46
2007,8,235,2.69897,0.5314789,1.08,0,0.05,0.03,0.02
2007,8,236,2.8051609,0.6434527,0.25,0,0,0.03,0.03
2007,8,239,1.6532125,0.2552725,0,0.02,0.17,0.01,0.32
2007,8,240,1.7520484,1.20412,0,0,0.02,0,0.01
2007,8,241,2.0253059,0.6812412,0.08,0,0,0,0
2007,8,242,2.7395723,1.1238516,1.42,0,0,0,0
2007,8,243,1.9822712,1.2253093,0.67,0,0,0,0
2007,9,247,1.2787536,0.2787536,0,0,0,0,
2007,9,248,1.9661417,0.5563025,0,0,0,0.02,0
2007,9,249,1.9057959,0.0413927,0.167,0,0,0.01,0.02
2007,9,250,1.94939,0.30103,0.04,0,0,0,0.01
2007,9,253,3.0293838,0.8750613,0.5,0.015,0.96,0.2,0.46
2008,5,134,1.3802112,0.7853298,0,0.03,0.445,0.14,
2008,5,135,1.4313638,0.6434527,0,0,0.03,0.33,0.14
2008,5,136,2.5024271,1.2405492,1.04,0.12,0,0.23,0.33
2008,5,137,2.6963564,0.8750613,0.5,0.15,0.12,0.14,0.23
2008,5,140,2.9867717,1.7450748,0.9,0.01,0.4,0.12,0.78
2008,5,141,2.7242759,1.5797836,1.5,0,0.01,0.21,0.12
2008,5,142,2.1038037,1.1583625,1.1,0,0,0.03,0.21
2008,5,143,1.7781513,1.4871384,1,0.15,0,0.14,0.03
2008,5,144,1.3802112,0.9637878,0.25,0,0.15,0.2,0.14
2008,5,145,2.4440448,0.748188,0.5,0,0,0.15,0.2
2008,5,146,2.6042261,0.8808136,0.21,0,0,0,0.15
2008,5,147,1.39794,0.8195439,0.33,0,0,0.23,0
2008,5,148,3.2263421,0.8129134,0.96,0.02,0,0.41,0.23
2008,5,149,1.9912261,1.5705429,0.5,0,0.02,0,0.41
2008,5,150,1.5314789,0.8692317,0,0,0,0,0
2008,5,151,1.6627578,1.0086002,0,0,0,0,0
2008,5,152,2.9566486,0.9590414,0.8,0.42,0,0.56,0
2008,6,153,2.1583625,0.6812412,0.33,0,0.42,0.14,0.56
2008,6,154,1.3424227,0.6532125,0.17,0,0,0,0.14
2008,6,155,3.4313638,0.5682017,0.38,0.21,0,0.29,0
2008,6,156,2.7853298,0.7403627,0.2,0.13,0.21,0.12,0.29
2008,6,157,2.4048337,0.94939,0.1,0,0.13,0.13,0.12
2008,6,158,2.209515,0.4913617,0.17,0,0,0.13,0.13
2008,6,159,1.4771213,0.39794,0.25,0,0,0,0.13
2008,6,160,1.8388491,0.4149733,0.3,0,0,0.03,0
2008,6,161,2,0.8195439,0.58,0.03,0,0.3,0.03
2008,6,162,2.049218,0.7558749,0.33,0.66,0.03,1.23,0.3
2008,6,163,2.2671717,0.6901961,0.29,0.47,0.66,0.93,1.23
2008,6,164,2.4593925,0.69897,0.04,0,0.47,0,0.93
2008,6,165,1.9294189,1.2355284,0.5,0,0,0,0
2008,6,166,2.3263359,0.6334685,0.62,0.69,0,0.83,0
2008,6,167,1.4913617,0.544068,0.33,0,0.69,0.02,0.83
2008,6,168,1.9684829,0.80618,2,0,0,0,0.02
2008,6,169,2.5587086,1.6946052,2.75,0,0,0,0
2008,6,170,2.064458,1.4668676,2.25,0,0,0,0
2008,6,171,1.6232493,0.8662873,0.62,0,0,0,0
2008,6,172,1.6334685,0.7839036,0.29,0,0,0,0
2008,6,173,2.5415792,0.553883,0,0,0,0,0
2008,6,174,2.2878017,0.8500333,0.17,1.13,0,0.64,0
2008,6,175,2.6232493,0.69897,0.75,0.53,1.13,0.52,0.64
2008,6,176,1.8388491,0.462398,0.04,0.04,0.53,0,0.52
2008,6,177,1.8573325,0.5740313,0,0,0.04,0,0
2008,6,178,2.4913617,0.7923917,0.38,0.21,0,0.33,0
2008,6,179,2.1367206,0.4393327,0.88,0.25,0.21,0.26,0.33
2008,6,180,3.0128372,0.839478,1.17,0.16,0.25,0.15,0.26
2008,6,181,2.0863598,0.7075702,0.38,0.02,0.16,0.24,0.15
2008,6,182,2.209515,0.8095597,1.75,0.26,0.02,0.49,0.24
2008,7,183,1.7558749,0.9684829,0.67,0.17,0.26,0.03,0.49
2008,7,184,2.0334238,0.845098,0.75,0,0.17,0,0.03
2008,7,185,2.4281348,0.7781513,0.5,0.25,0,0.39,0
2008,7,186,1.8195439,0.8221681,0.38,0.37,0.25,0.25,0.39
2008,7,187,1.90309,0.8109043,0.62,0,0.37,0,0.25
2008,7,188,1.748188,0.7058637,0.21,0,0,0,0
2008,7,189,1.845098,0.7242759,0,0,0,0,0
2008,7,190,2.1702617,0.7923917,0.42,0,0,0,0
2008,7,191,3.462398,0.7084209,1,1.03,0,1.7,0
2008,7,192,2.80618,1.045323,1.04,0,1.03,0,1.7
2008,7,193,2,0.8698182,0.17,0,0,0,0
2008,7,194,1.8260748,0.8864907,0.04,0,0,0.04,0
2008,7,195,2.5932861,0.8633229,0.92,1.18,0,1.12,0.04
2008,7,196,2.3802112,1.075547,1.42,0.09,1.18,0.15,1.12
2008,7,197,1.8920946,0.94939,0.54,0,0.09,0,0.15
2008,7,198,1.8692317,0.6608655,0.42,0,0,0,0
2008,7,199,2.8633229,0.8363241,0.5,0,0,0,0
2008,7,200,1.9777236,0.6404814,0.25,0,0,0.04,0
2008,7,201,1.8512583,0.4608978,0.17,0,0,0.01,0.04
2008,7,202,1.6232493,0.5428254,0.21,0.04,0,0.09,0.01
2008,7,203,2.4653829,0.9020029,1.17,0,0.04,0.01,0.09
2008,7,204,3.447158,0.8162413,1.33,0.02,0,0.06,0.01
2008,7,205,2.8864907,1.2174839,2.04,0,0.02,0.08,0.06
2008,7,206,2.365488,1.6159501,2.41,0.01,0,0.06,0.08
2008,7,207,2.0086002,1.25042,0.42,0,0.01,0,0.06
2008,7,208,2.3838154,1.0899051,0.67,0,0,0,0
2008,7,209,2.6434527,1.447158,1.08,0,0,0,0
2008,7,210,1.9138139,0.905256,0.29,0,0,0,0
2008,7,211,1.763428,0.6127839,0,0,0,0,0
2008,7,212,2.09691,0.5987905,0,0,0,0.02,0
2008,7,213,2.4149733,0.6618127,1.08,0.03,0,0.24,0.02
2008,8,214,1.7160033,0.40824,0,0,0.03,0.02,0.24
2008,8,215,2.2741578,0.6148972,1.12,0,0,0,0.02
2008,8,216,1.9637878,1.1055102,1.58,0,0,0,0
2008,8,217,1.20412,0.8762178,0.17,0,0,0,0
2008,8,218,2.4502491,0.7881684,0.42,0,0,0,0
2008,8,219,3.1139434,0.9929951,1.25,0.01,0,0.06,0
2008,8,220,2.6414741,1.1731863,1.75,0.11,0.01,0,0.06
2008,8,221,3.161368,1.3996737,2,0.04,0.11,0.27,0
2008,8,222,2.0253059,1.1341771,0.375,0,0.04,0,0.27
2008,8,223,2.0569049,1.4517864,1.33,0.37,0,0.34,0
2008,8,224,2.3873898,1.506099,1.67,0.18,0.37,0.28,0.34
2008,8,225,2.1271048,1.1562462,0.92,0,0.18,0,0.28
2008,8,226,2.045323,0.8088859,0,0,0,0,0
2008,8,227,2.2013971,0.7185017,0.17,0,0,0,0
2008,8,228,2.5740313,1.1492191,1.25,0,0,0,0
2008,8,229,2.0791812,1.0322157,0.96,0,0,0,0
2008,8,230,2.0606978,0.7528164,0.75,0,0,0,0
2008,8,231,1.9190781,0.607455,2,0,0,0,0
2008,8,232,2.8750613,0.8808136,1.25,0,0,0,0
2008,8,233,1.7558749,0.8466463,0.25,0,0,0,0
2008,8,234,1.69897,0.7226339,0.17,0,0,0,0
2008,8,235,1.94939,0.5185139,0,0,0,0.03,0
2008,8,236,1.748188,0.3838154,0,0,0,0,0.03
2008,8,237,2.0569049,0.5314789,0,0,0,0.01,0
2008,8,238,2.3344538,1.1238516,1.08,0.11,0,0.03,0.01
2008,8,239,2.064458,1.1818436,1.21,0,0.11,0.02,0.03
2008,8,240,2.1986571,1.1903317,0.54,0,0,0,0.02
2008,8,241,2.3053514,0.5563025,0.25,0.21,0,0.24,0
2008,8,242,2.4533183,0.8280151,0,0.01,0.21,0.06,0.24
2008,8,243,3.5185139,0.6946052,0.83,0.38,0.01,0.35,0.06
2008,8,244,1.8325089,0.6821451,0,0,0.38,0,0.35
2008,9,245,1.748188,0.5327544,0,0,0,0,0
2008,9,246,1.39794,1.0043214,0.08,0,0,0.08,0
2008,9,247,2.519828,0.806858,0,0,0,0,0.08
2008,9,248,2.905256,1.09691,1.04,0,0,0,0
2008,9,249,2.1875207,1.1271048,0,0,0,0.08,0
2008,9,252,2.064458,1.2013971,0.96,0.05,0.01,0.09,0.35
2008,9,253,2.7032914,1.243038,1.67,0.39,0.05,0.47,0.09
2008,9,254,1.7075702,1.0211893,0.67,0,0.39,0.19,0.47
2008,9,255,1.9867717,0.8413595,0.58,0,0,0,0.19
2009,5,138,1.8325089,1.382017,0.5,0,,0,0.02
2009,5,139,1.6627578,1.1303338,0,0,0,0,0
2009,5,140,1.5314789,0.9444827,0,0,0,0,0
2009,5,141,2.1986571,1.0086002,0.2,0,0,0,0
2009,5,142,2.0374265,0.8500333,0.3,0,0,0,0
2009,5,143,2.9542425,1.2922561,0.7,0,0,0,0
2009,5,144,1.3424227,0.8500333,0.3,0,0,0,0
2009,5,145,2.5954962,1.2576786,1.5,0,0,0,0
2009,5,146,3.10721,1.4608978,3,0,0,0,0
2009,5,147,1.30103,1.4361626,0.2,0.09,0,0.18,0
2009,5,148,1.5563025,0.9590414,0.1,0.34,0.09,0.46,0.18
2009,5,149,3.064458,1.4487063,3,0.29,0.34,0.79,0.46
2009,5,150,2.6627578,1.2253093,0.6,0.3,0.29,0.21,0.79
2009,5,151,3.0170333,1.4683473,3,0,0.3,0,0.21
2009,6,152,1.5797836,0.9809119,0.1,0,0,0,0
2009,6,153,2.30103,1.1731863,2.3,0.3,0,0.33,0
2009,6,154,1.60206,0.8512583,0.3,0.01,0.3,0,0.33
2009,6,155,1.69897,0.908485,0.9,0,0.01,0.02,0
2009,6,156,1.6627578,0.770852,0.8,0,0,0,0.02
2009,6,157,1.5314789,0.6232493,0.3,0,0,0,0
2009,6,158,1.447158,0.5682017,0.2,0,0,0,0
2009,6,159,2.6127839,1.1398791,0.8,0,0,0,0
2009,6,160,1.50515,1.0827854,0.9,0.3,0,0.18,0
2009,6,161,2,0.7923917,0.5,0,0.3,0,0.18
2009,6,162,1.3424227,0.5682017,0.3,0,0,0,0
2009,6,163,2.5728716,0.763428,1.8,0.12,0,0,0
2009,6,164,1.8195439,0.8692317,0.2,0,0.12,0,0
2009,6,165,1.6127839,0.5797836,0.1,0,0,0,0
2009,6,166,2.3802112,0.763428,0.4,0,0,0,0
2009,6,167,1.5910646,0.5314789,0.1,0,0,0,0
2009,6,168,1.5797836,0.908485,0.1,0.01,0,0.02,0
2009,6,169,2.666518,0.9590414,2.3,0.83,0.01,0.19,0.02
2009,6,170,1.60206,0.7781513,0.1,0.07,0.83,0,0.19
2009,6,171,3.1271048,0.80618,1.3,0.73,0.07,0.7,0
2009,6,172,2.4149733,0.9294189,1,0.04,0.73,0.08,0.7
2009,6,173,1.7160033,0.6127839,0.3,0,0.04,0,0.08
2009,6,174,1.5563025,0.462398,0.1,0,0,0,0
2009,6,175,1.748188,0.5314789,0.1,0,0,0,0
2009,6,176,1.3424227,0.6334685,0,0,0,0,0
2009,6,177,2.2741578,0.7558749,0.8,0.34,0,0.48,0
2009,6,178,2.5774918,0.7993405,0.8,0,0.34,0,0.48
2009,6,179,1.6532125,0.60206,0,0,0,0,0
2009,6,180,2.3117539,1.1986571,0.8,0.03,0,0.01,0
2009,6,181,2.1335389,1.4814426,3,0,0.03,0.86,0.01
2009,7,182,2.5774918,1.447158,0.5,0.2,0,1.48,0.86
2009,7,183,2.9684829,1.1430148,1.3,0.08,0.2,0.19,1.48
2009,7,184,3.0293838,1.6857417,1.7,0.1,0.08,0.04,0.19
2009,7,185,2.1522883,1.30103,1.3,0,0.1,0,0.04
2009,7,186,1.30103,0.6232493,0.1,0,0,0,0
2009,7,187,1.20412,0.544068,0.7,0,0,0,0
2009,7,188,2.2304489,0.7993405,0.7,0,0,0,0
2009,7,189,1.7923917,0.9344985,0.6,0,0,0,0
2009,7,190,1.0413927,0.447158,0.1,0,0,0,0
2009,7,191,1.30103,0.7160033,0.1,0,0,0,0
