surveyDatetime,log_beach_EColi,beach_EColiValue,beach_Sc,beach_WaterTemp,beach_AirTemp,trib_NorthFishCreekAtHwy2_TribSc,trib_SouthFishCreekAtHwy137_TribSc,trib_WhittleseyCreekAtHwy1304026321_TribSc,trib_SouthFishCreekAtHwy137_WaterElevation,beach_LakeshoreCurrVel,beach_NoGeese,beach_NoGulls,beach_PeopleInWater,beach_PeopleOnBeach,beach_WaveHeightManual,Whittlesey_Discharge_Diff_6,HeightAboveSeaLevel_Mean_1,HeightAboveSeaLevel_Mean_2,HeightAboveSeaLevel_Mean_6,HeightAboveSeaLevel_Mean_12,HeightAboveSeaLevel_Mean_24,HeightAboveSeaLevel_Diff_24,AirTemperature_Mean_1,AirTemperature_Mean_2,AirTemperature_Mean_6,AirTemperature_Mean_12,AirTemperature_Mean_24,AirTemperature_Mean_48,AirTemperature_Mean_72,AirTemperature_Mean_120,CloudCover_Mean_1,CloudCover_Mean_2,CloudCover_Mean_6,CloudCover_Mean_12,CloudCover_Mean_24,Wind_Mean_1_perp,Wind_Mean_2_perp,Wind_Mean_6_perp,Wind_Mean_12_perp,Wind_Mean_24_perp,Wind_Mean_1_par,Wind_Mean_2_par,Wind_Mean_6_par,Wind_Mean_12_par,Wind_Mean_24_par,AirTemperature_StDev_2,AirTemperature_StDev_6,AirTemperature_StDev_12,AirTemperature_StDev_24,AirTemperature_StDev_48,AirTemperature_StDev_72,AirTemperature_StDev_120,Sqrt.Precipitation.over.upload.maslowski.Sum..1hr,Sqrt.Precipitation.over.upload.maslowski.Sum..2hr,Sqrt.Precipitation.over.upload.maslowski.Sum..6hr,Sqrt.Precipitation.over.upload.maslowski.Sum..12hr,Sqrt.Precipitation.over.upload.maslowski.Sum..24hr,Sqrt.Precipitation.over.upload.maslowski.Sum..48hr,Sqrt.Precipitation.over.upload.maslowski.Sum..72hr,Sqrt.Precipitation.over.upload.maslowski.Sum..120hr,Sqrt.Whittlesey_ARF_Sum_1,Sqrt.Whittlesey_ARF_Sum_2,Sqrt.Whittlesey_ARF_Sum_6,Sqrt.Whittlesey_ARF_Sum_12,Sqrt.Whittlesey_ARF_Sum_24,Sqrt.Whittlesey_ARF_Sum_48,Sqrt.Whittlesey_ARF_Sum_72,Sqrt.Whittlesey_ARF_Sum_120,log.Whittlesey_Discharge_Mean_1,log.Whittlesey_Discharge_Mean_2,log.Whittlesey_Discharge_Mean_6,log.Whittlesey_Discharge_Mean_12,log.Whittlesey_Discharge_Mean_24,log.Whittlesey_Discharge_Mean_48,log.Whittlesey_Discharge_Mean_72,log.Whittlesey_Discharge_Mean_120,log.Whittlesey_Discharge_Min_1,log.Whittlesey_Discharge_Min_2,log.Whittlesey_Discharge_Min_6,log.Whittlesey_Discharge_Min_12,log.Whittlesey_Discharge_Min_24,log.Whittlesey_Discharge_Min_48,log.Whittlesey_Discharge_Min_72,log.Whittlesey_Discharge_Min_120,log.Whittlesey_Discharge_Max_24,beach_AlgaeNearshore2,beach_AlgaeNearshore3,beach_AlgaeNearshore4,beach_AlgaeOnBeach2,beach_AlgaeOnBeach3,yday,log.beach_TurbidityBeach,beach_WindVector_perp,beach_WindVector_parl
7/12/2010 9:45,1.695481676,49.6,110.5,20.3,23.3,142.8,282.7,141.8,2,0.51,0,40,0,0,0,-1,0.000867549,0.007685355,0.006021274,0.00536647,0.002535607,0.005850629,18.346909,18.031977,16.0930802,16.40360088,17.95449698,18.87735482,19.0033173,18.78644835,0,0.11068139,0.054216194,0.096773342,0.280969576,-1.2386013,0.3052732,2.25112517,0.883910069,0.95811577,-1.3248121,-1.5065722,-2.112954043,-2.987622138,-3.078292612,0.314932001,1.390522744,1.255502896,2.078533686,1.954406217,2.221095111,2.340762667,0,0,0,0,1.82207755,1.849244083,1.849244083,1.849244083,0,0,0,0,0.774596895,0.774596895,0.774596895,0.774596895,1.260071388,1.260071388,1.26810973,1.272769587,1.288696261,1.269115827,1.263659735,1.259665539,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.230448921,1.230448921,1.230448921,1.462397998,1,0,0,1,0,193,-0.283996656,0,0
7/19/2010 9:46,1.834420704,68.3,98,22.5,25.3,137.1,270.5,104.3,2.05,2.57,7,50,5,7,0,0,-0.010735514,-0.004000045,0.001419384,0.001042446,0.002610106,-0.022760012,19.579042,18.45346,16.8869287,16.9993107,18.6615339,18.6333997,18.62744267,18.62052894,0,0.0483218,0.070310433,0.249083861,0.245017999,1.1132402,1.9101181,3.18344877,2.28747838,0.39963602,-0.45777482,0.06729964,-0.897852853,-1.102940418,-0.361203139,1.1255815,1.303601632,1.101876811,2.164004254,1.997575204,2.003848224,1.6790078,0,0,0,0.887580334,0.887580334,3.732353873,3.732353873,5.307135061,0,0,0,0,0,0.223609369,0.223609369,0.799999655,1.255272505,1.255272505,1.255272505,1.255272505,1.259832699,1.256116147,1.253119834,1.261453203,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.230448921,1.230448921,1.230448921,1.301029996,0,0,0,0,0,200,-0.508638306,-2.46499009267626,0.416921866790257
7/21/2010 9:30,1.445604203,27.9,128.8,21.6,25.9,122.9,255.3,99.7,2.2,6.22,0,35,0,0,0.25,0,0.012462559,-0.002669342,-0.003826455,-0.00397256,-0.001359714,0.01466464,19.633017,18.753512,17.7914515,17.5260177,18.4222368,18.46252464,18.52886106,18.56147545,0,0,0,0.101193388,0.23963958,0.4773534,1.0014687,2.76292735,3.47732906,1.51344231,-4.744111,-4.655184,-4.34014705,-3.407087481,-1.318137798,0.8795045,0.851063739,0.663291607,1.499673142,2.05382846,2.093302035,2.025600324,0,0,0,0,0.795469608,0.877900653,1.248402341,3.834211129,0,0,0,0,0,0,0,0.223609369,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.254427222,1.256380953,1.253652948,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.230448921,1.230448921,1.230448921,1.255272505,0,0,0,0,0,202,0.037426498,2.32815935471772,3.37485911099121
7/22/2010 8:34,1.681241237,48,132.5,21.1,20.7,117.9,264.6,99.2,2.05,1.35,7,50,0,0,0,0,-0.006949592,-0.003395801,-0.001261414,0.000776698,-0.000324469,-0.019412151,17.83527,17.772522,17.40412,17.6750998,19.8380986,19.0705705,18.92029963,18.78893245,0,0,0.1106972,0.0553486,0.040774449,2.961361,3.3454882,3.96866922,3.97087125,2.232765607,-0.08494233,-0.28137606,-0.307405688,-0.363292148,-1.789592611,0.062748,0.474953198,0.508341146,2.598383486,2.260193188,2.341396014,2.216368044,0,0,0,0,0,0.845798731,0.877900653,3.834211129,0,0,0,0,0,0,0,0.223609369,1.255272505,1.255272505,1.255272505,1.255272505,1.248953615,1.252124553,1.252610341,1.254016061,1.255272505,1.255272505,1.255272505,1.255272505,1.230448921,1.230448921,1.230448921,1.230448921,1.255272505,0,0,0,1,0,203,-0.397940009,-0.0722076581002238,0.393428588325354
7/26/2010 9:50,1.478566496,30.1,108.8,23.6,23.8,121.1,315.5,104.6,2,2.62,0,70,0,7,0.04,0,0.023889987,0.008591175,-0.002946111,-0.000718201,-0.000818118,0.013319299,20.433186,19.941426,18.4653312,18.3888365,20.8229049,19.6292178,19.59886761,19.48191508,0,0,0.05576179,0.04129878,0.031620837,3.6269741,3.5064738,4.13319748,4.2790746,2.150759503,-0.33157407,-0.660405665,-1.26092194,-1.425443144,-1.024020707,0.49175949,1.099418942,0.794904045,3.01594016,2.673332377,2.488542694,2.32639632,0,0,0,0,0,0.779607485,1.462697656,1.498828034,0,0,0,0,0,0,0,0,1.255272505,1.255272505,1.255272505,1.255272505,1.247973266,1.25166255,1.251370505,1.25166255,1.255272505,1.255272505,1.255272505,1.255272505,1.230448921,1.230448921,1.230448921,1.230448921,1.255272505,0,0,0,0,0,207,-0.327902142,2.927950322548,-2.42221116104502
8/2/2010 9:35,3.150326536,1413.6,102.1,22.4,21.7,98.7,111.5,96,6.65,4,7,100,0,0,0.25,8,0.002878256,0.000514782,0.002403348,0.000116501,-0.001197974,0.020833356,20.213444,20.329228,19.4149795,19.6008842,20.6756458,20.1930589,19.99004451,19.95511313,0.7246261,0.46948927,0.489280918,0.72142934,0.527064993,-2.2040584,-2.1030447,1.69046633,1.32593149,2.83777203,1.1694218,0.8753182,0.714636558,0.785907196,-0.57969304,0.1157845,0.65838853,0.656802689,1.270856911,1.441704018,1.560289588,1.843051695,0,0,1.811479785,6.901618019,6.901618019,6.907411333,7.256508914,7.256508914,1.081666303,1.345362921,1.34907365,1.34907365,1.34907365,1.360147902,1.431783194,1.43527051,1.760422483,1.78653848,1.756179517,1.625209525,1.478566496,1.381151195,1.348519036,1.313213178,1.73239376,1.73239376,1.662757832,1.255272505,1.255272505,1.255272505,1.230448921,1.230448921,1.84509804,0,0,0,0,0,214,0.222716471,2.88097728987055,-1.98745310768586
8/3/2010 9:50,2.152594078,142.1,121.1,24.3,25.3,103,122.8,100.2,5,2.24,0,50,0,2,0.04,-1,-0.020096041,-0.013146837,0.000668054,-0.0001139,-0.000443097,-0.007574467,21.162495,20.842349,19.9520942,19.6734414,20.8668817,20.7712637,20.41766646,20.19546258,0.42731586,0.2669506,0.247124802,0.355246185,0.458633932,4.493818,4.50898,3.89931008,3.43611969,0.683213262,-2.06623,-2.226294,-1.754656458,-1.360500216,-0.335181132,0.320146,0.68857779,0.585133115,1.447501335,1.365397926,1.478171452,1.78968369,0,0,0,0,0.087592962,6.902173847,6.907966694,7.25703756,0,0,0,0,0,1.34907365,1.360147902,1.431783194,1.322219295,1.322219295,1.326540669,1.351409752,1.450864692,1.467519314,1.407645797,1.354415795,1.322219295,1.322219295,1.322219295,1.322219295,1.322219295,1.255272505,1.255272505,1.230448921,1.707570176,0,0,0,0,0,215,0.51054501,-7.77021461942575,-1.42610124747942
8/4/2010 9:50,2.762978491,579.4,135.3,23.4,25.8,116.3,158.8,100.3,3.05,4.78,0,35,0,2,0.08,0,-0.025753474,-0.018934548,-0.004787695,-0.004809293,-0.003265205,-0.008068046,20.988943,20.68599,20.2037728,20.2475438,22.0163485,21.4416151,21.18629199,20.57067275,0,0.03897882,0.01299294,0.006496469,0.070481979,2.809872,3.321107,4.52040068,4.24043311,3.216437672,-4.692704,-4.83767,-4.0966604,-3.65563008,-3.75468122,0.3029535,0.409360094,0.436898496,2.131486987,1.910383985,1.761188102,1.851005854,0,0,0,0,0.112434078,0.142527011,6.903089542,7.257908485,0,0,0,0,0,0,1.34907365,1.431783194,1.255272505,1.255272505,1.255272505,1.255272505,1.265289626,1.367914739,1.410000713,1.357744325,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.230448921,1.322219295,0,0,0,0,0,216,1.193124598,-1.08311487150336,5.90142882488032
8/9/2010 10:00,2.006037955,101.4,125.5,24.6,24.9,121.7,153.2,107.5,2.95,1.04,0,20,0,0,0,0,-0.031130789,-0.015725072,-0.001928681,-0.000988733,0.001145465,-0.009786863,21.269537,21.115134,20.6801038,20.2187741,20.9452645,20.6449876,20.17897485,20.19330503,0.8402262,0.908991,0.842832035,0.816176186,0.709984676,1.497483,1.223145,0.460544948,0.997801099,-0.737664771,-2.258818,-2.18349,-0.95156677,-1.173552561,0.367759478,0.1544035,0.569062815,0.655109437,0.972892622,1.281989055,1.627316611,1.669908246,0,0,0,0,0,4.283622423,4.283622423,4.316097289,0,0,0,0,0,0.787400146,0.787400146,0.921953627,1.255272505,1.255272505,1.255272505,1.255272505,1.256717746,1.264676182,1.253556067,1.247506824,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.230448921,1.230448921,1.230448921,1.278753601,0,0,0,0,0,221,0.952792443,-2.0578409213361,1.41960936263275
8/17/2010 10:00,2.12515583,133.4,96.7,15.7,18.4,129,160.4,106,2.5,7.62,4,30,0,0,0.08,0,-0.000261528,-0.008352953,-0.003641453,-0.000385959,0.001912894,0.03948181,16.074667,15.845942,15.368437,15.9636545,17.5329291,17.8556194,18.92379807,20.00310019,0,0,0.01816589,0.0189475,0.147202807,-0.1794235,0.059659465,2.361736238,3.266028169,2.231284971,-4.246775,-5.7098587,-5.98461292,-5.82901013,-6.660613646,0.2287245,0.451699552,0.824686338,1.777655325,1.60242995,2.309900913,2.650985352,0,0,0,0,0,1.043752702,1.043752702,7.815989746,0,0,0,0,0,0.33166342,0.33166342,1.288409859,1.278753601,1.278753601,1.278753601,1.278753601,1.278982117,1.286927785,1.32686816,1.410304734,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.230448921,1.301029996,0,0,0,0,0,229,1.247973266,3.44250014784685,0.631817008376957
8/18/2010 16:00,2.738384124,547.5,82.5,14.7,15.7,123.9,179.6,101.6,2.4,0.68,0,0,0,0,0.42,3,-0.005680236,-0.002694706,0.009918539,0.005565934,0.005578152,0.016734169,16.676014,16.577442,16.65124,17.1884523,18.0487115,17.6854769,17.83625817,18.91824683,0.5347051,0.6347634,0.727257667,0.768343386,0.43952005,3.563937,3.4253645,0.7748488,2.658896,4.348593508,0.55844396,-0.56155852,-0.558147723,-2.137202362,-2.357149702,0.098572,0.59925583,0.69784217,1.136362831,1.479449559,1.435427603,2.016462387,0.06886738,0.937671886,2.763548394,4.411669806,4.411669806,4.411669806,4.533458964,7.721014369,0,0.200002305,0.547721902,0.79999968,0.79999968,0.79999968,0.866025468,1.292285622,1.380211242,1.365487985,1.350248018,1.319730494,1.293583513,1.28458863,1.285917197,1.415157049,1.380211242,1.342422681,1.322219295,1.278753601,1.255272505,1.255272505,1.255272505,1.255272505,1.380211242,0,0,0,0,0,230,1.071882007,0,0
8/23/2010 17:40,2.055760465,113.7,103.6,23.2,31.6,135.7,177.7,109.1,2.55,0,0,0,12,27,0.08,0,-0.004350685,-0.006483926,0.000530409,-0.000132249,0.001278899,-0.020290198,22.406301,22.410104,22.5666495,20.8728624,19.2858584,18.7567422,18.15482222,17.74156676,0,0,0.051814935,0.047992015,0.117874392,5.233351,5.0599015,4.9304665,4.83986556,3.39129297,-0.2621229,-0.0429364,-0.05108657,0.00725824,-0.053642952,0.0038025,0.638782373,2.055838913,2.3231708,2.229848192,2.10448768,1.813441555,0,0,0,0,0,0.543150792,0.543150792,4.459454839,0,0,0,0,0,0,0,0.883175429,1.278753601,1.278753601,1.278753601,1.282622113,1.291146762,1.310395894,1.367188135,1.420632258,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.301029996,0,0,0,0,0,235,1.198657087,-2.46940910560332,1.7035312351593
